q,a
"Второе место занял Виктор Крохмаль (7,18 %), действующий губернатор Егоров стал третьим с результатом 4,83 %, против всех проголосовали 1,92 %.","Второе место занял Виктор Крохмаль (семь целых восемнадцать сотых %), действующий губернатор Егоров стал третьим с результатом четыре целых восемьдесят три сотых %, против всех проголосовали одна целая девяносто две сотых %."
"Явка составила 48,63 %.",Явка составила сорок восемь целых шестьдесят три сотых %.
"Победу одержал депутат Государственной думы РФ Александр Ткачёв — 81,78 % голосов.",Победу одержал депутат Государственной думы РФ Александр Ткачёв — восемьдесят одна целая семьдесят восемь сотых % голосов.
"За его ближайшего соперника, генерального директора ООО «Спецэнергосервис» Игоря Крамаренко, проголосовали 5,23 % избирателей.","За его ближайшего соперника, генерального директора ООО «Спецэнергосервис» Игоря Крамаренко, проголосовали пять целых двадцать три сотых % избирателей."
"Против всех проголосовали 7,09 %, явка составила 46,73 %.","Против всех проголосовали семь целых девять сотых %, явка составила сорок шесть целых семьдесят три сотых %."
"Главой администрации (губернатором) Краснодарского края был переизбран Ткачёв, получивший поддержку 83,98 % избирателей.","Главой администрации (губернатором) Краснодарского края был переизбран Ткачёв, получивший поддержку восемьдесят три целых девяносто восемь сотых % избирателей."
"За начальника управления здравоохранения и социальной работы краевого филиала федерального ГУП «ВПК-Инвест» Александра Бондаренко проголосовали 3,36 % (был выдвинут ЛДПР), против всех — 7,62 %.","За начальника управления здравоохранения и социальной работы краевого филиала федерального ГУП «ВПК-Инвест» Александра Бондаренко проголосовали три целых тридцать шесть сотых % (был выдвинут ЛДПР), против всех — семь целых шестьдесят две сотых %."
"В выборах приняли участие 63,13 % избирателей.",В выборах приняли участие шестьдесят три целых тринадцать сотых % избирателей.
"Победу одержал действующий глава региона Кондратьев (баллотировался от «Единой России»), набрав 83,64 % голосов.","Победу одержал действующий глава региона Кондратьев (баллотировался от «Единой России»), набрав восемьдесят три целых шестьдесят четыре сотых % голосов."
"Его ближайший соперник, депутат краевого заксобрания от КПРФ Николай Осадчий, получил 7,88 % голосов.","Его ближайший соперник, депутат краевого заксобрания от КПРФ Николай Осадчий, получил семь целых восемьдесят восемь сотых % голосов."
"Явка избирателей составила 46,04 %.",Явка избирателей составила сорок шесть целых четыре сотых %.
"Кабомба прекраснейшая представляет собой растение с гладким, мясистым, ветвящимся, достигающим в длину 1,5 метров стеблем; листья веерообразные, очень тонкие и мелкоиссечённые, сверху светло-зелёные, снизу розовые, расположенные напротив друг друга.","Кабомба прекраснейшая представляет собой растение с гладким, мясистым, ветвящимся, достигающим в длину одной целой пяти десятых метров стеблем; листья веерообразные, очень тонкие и мелкоиссечённые, сверху светло-зелёные, снизу розовые, расположенные напротив друг друга."
"По данным Бюро переписи населения США статистически обособленная местность Манасота-Ки имеет общую площадь в 7,25 квадратных километров, из которых 2,85 кв. километров занимает земля и 4,4 кв. километров — вода.","По данным Бюро переписи населения США статистически обособленная местность Манасота-Ки имеет общую площадь в семь целых двадцать пять сотых квадратных километров, из которых двух целых восьмидесяти пяти сотых кв. километров занимает земля и четыре целых четыре десятых кв. километров — вода."
"Площадь водных ресурсов округа составляет 60,69 % от всей его площади.",Площадь водных ресурсов округа составляет шестьдесят целых шестьдесят девять сотых % от всей его площади.
"Средняя плотность населения составляла около 185,52 человек на один квадратный километр.",Средняя плотность населения составляла около сто восьмидесяти пяти целых пятидесяти двух сотых человек на один квадратный километр.
"Расовый состав населённого пункта распределился следующим образом: 99,26 % белых, 0,15 % — чёрных или афроамериканцев, 0,30 % — азиатов, 0,07 % — представителей смешанных рас, 0,22 % — других народностей.","Расовый состав населённого пункта распределился следующим образом: девяносто девять целых двадцать шесть сотых % белых, ноль целых пятнадцать сотых % — чёрных или афроамериканцев, ноль целых тридцать сотых % — азиатов, ноль целых семь сотых % — представителей смешанных рас, ноль целых двадцать две сотых % — других народностей."
"Испаноговорящие составили 0,97 % от всех жителей статистически обособленной местности.",Испаноговорящие составили ноль целых девяносто семь сотых % от всех жителей статистически обособленной местности.
"Средний размер домашнего хозяйства составил 1,75 человек, а средний размер семьи — 2,16 человек.","Средний размер домашнего хозяйства составил одной целой семидесяти пяти сотых человек, а средний размер семьи — две целых шестнадцать сотых человек."
"Форма знака не отличалась от довоенного, он всё также имел форму нашивки цветов креста Virtuti Militari высотой 1,5 см и шириной 4,7 см с пятиконечными серебряными звездами, указывающими количество ранений.","Форма знака не отличалась от довоенного, он всё также имел форму нашивки цветов креста Virtuti Militari высотой одной целой пяти десятых см и шириной четырёх целых семи десятых см с пятиконечными серебряными звездами, указывающими количество ранений."
"Среднегодовая температура воздуха — 2,9 °С.",Среднегодовая температура воздуха — две целых девять десятых °С.
"Расовый состав: белые — 46,6 %, афроамериканцы — 14,5 %, азиаты — 1,1 %, коренные американцы — 4,3 %.","Расовый состав: белые — сорок шесть целых шесть десятых %, афроамериканцы — четырнадцать целых пять десятых %, азиаты — одна целая одна десятая %, коренные американцы — четыре целых три десятых %."
"47,8 % имеют латиноамериканское происхождение.",сорок семь целых восемь десятых % имеют латиноамериканское происхождение.
"Средний возраст населения — 29,2 лет.",Средний возраст населения — двадцать девять целых две десятых лет.
"16,4 % — женщины, проживающие без мужей и 7,0 % — мужчины, проживающие без жён.","шестнадцать целых четыре десятых % — женщины, проживающие без мужей и семь целых ноль десятых % — мужчины, проживающие без жён."
"33,8 % не имели семьи.",тридцать три целых восемь десятых % не имели семьи.
"В среднем домашнее хозяйство ведут 3,38 человека, а средний размер семьи — 3,73 человека.","В среднем домашнее хозяйство ведут три целых тридцать восемь сотых человека, а средний размер семьи — три целых семьдесят три сотых человека."
—,—
"Среднегодовая температура — 4,4 °C.",Среднегодовая температура — четыре целых четыре десятых °C.
"Среднегодовая температура воздуха — 4,7 — 4,9 °C.",Среднегодовая температура воздуха — четыре целых семь десятых — четыре целых девять десятых °C.
"Расстояние между противолежащими концами звезды — 28,5 мм.",Расстояние между противолежащими концами звезды — двадцать восемь целых пять десятых мм.
"Эта комиссия, под руководством экс-представителя ООН в Грузии Хайди Тальявини, включала независимых военных экспертов, ей был выделен бюджет в размере 1,6 млн евро.","Эта комиссия, под руководством экс-представителя ООН в Грузии Хайди Тальявини, включала независимых военных экспертов, ей был выделен бюджет в размере одна целая шесть десятых млн евро."
"Именно получение спортивных травм является главной причиной прекращения занятий спортом (9,3% спортсменов).",Именно получение спортивных травм является главной причиной прекращения занятий спортом (девять целых три десятых% спортсменов).
"Существенная часть травм (7,8%) происходит именно как следствие нарушений врачебного контроля, в частности, преждевременного возобновления занятий после травмы.","Существенная часть травм (семь целых восемь десятых%) происходит именно как следствие нарушений врачебного контроля, в частности, преждевременного возобновления занятий после травмы."
"По данным Бюро переписи населения США площадь тауншипа составляет 91,9 км², из которых 91,9 км² занимает суша, водоёмов нет.","По данным Бюро переписи населения США площадь тауншипа составляет девяноста одной целой девяти десятых км², из которых девяноста одной целой девяти десятых км² занимает суша, водоёмов нет."
"Плотность населения —  1,7 чел./км².",Плотность населения —  одна целая семь десятых чел./км².
"Расовый состав населения: 100,00 % белых.",Расовый состав населения: сто целых ноль сотых % белых.
"Испанцы или латиноамериканцы любой расы составляли 2,60 % от популяции тауншипа.",Испанцы или латиноамериканцы любой расы составляли две целых шестьдесят сотых % от популяции тауншипа.
"Средний размер домохозяйства — 2,96, а семьи — 3,33 человека.","Средний размер домохозяйства — две целых девяносто шесть сотых, а семьи — три целых тридцать три сотых человека."
«Лаура Пицхелаури: „Если ты хочешь что-то изменить – меняй“»,«Лаура Пицхелаури: „Если ты хочешь что-то изменить – меняй“»
"Занимает площадь 15,57 км².",Занимает площадь пятнадцати целых пятидесяти семи сотых км².
"В сельском хозяйстве занята половина трудоспособного населения, оно даёт 36,3 % ВВП.","В сельском хозяйстве занята половина трудоспособного населения, оно даёт тридцать шесть целых три десятых % ВВП."
"В промышленности занята незначительная часть трудоспособного населения, она даёт 13,5 % ВВП.","В промышленности занята незначительная часть трудоспособного населения, она даёт тринадцать целых пять десятых % ВВП."
"Занимает площадь 0,313 км².",Занимает площадь ноля целых трёхсот тринадцати тысячных км².
"Объёмная кабина этого вертолёта (7,02 м³) могла легко трансформироваться под транспортные, спасательные или санитарные цели.","Объёмная кабина этого вертолёта (семь целых две сотых м³) могла легко трансформироваться под транспортные, спасательные или санитарные цели."
"В дверных проёмах могут устанавливаться два пулемёта M60С или два пулемёта M2HB, или два пулемёта М134 «Миниган» калибра 7,62 мм.","В дверных проёмах могут устанавливаться два пулемёта M60С или два пулемёта M2HB, или два пулемёта М134 «Миниган» калибра семи целых шестидесяти двух сотых мм."
"Прага (Чехия) — 1,2 млн человек.",Прага (Чехия) — одна целая две десятых млн человек.
"Среднего размера насекомые, длина тела 14,5 мм (ширина 3,2 мм).","Среднего размера насекомые, длина тела четырнадцать целых пять десятых мм (ширина трёх целых двух десятых мм)."
"Скорость на испытаниях средняя 15,85 уз, максимальная 16,3 уз.","Скорость на испытаниях средняя пятнадцать целых восемьдесят пять сотых уз, максимальная шестнадцать целых три десятых уз."
"Между собой орудия разделялись противоосколочными переборками толщиной 25,4 мм.",Между собой орудия разделялись противоосколочными переборками толщиной двадцати пяти целых четырёх десятых мм.
"Грибовидная крыша имела толщину 50,8 мм.",Грибовидная крыша имела толщину пятидесяти целых восьми десятых мм.
"Скорость горизонтального наведения носовой башни достигала 4,6 градусов в секунду, кормовой — 3,5.","Скорость горизонтального наведения носовой башни достигала четырёх целых шести десятых градусов в секунду, кормовой — трёх целых пяти десятых."
"В походном положении орудия полностью убирались внутрь батареи, а орудийные порты шириной 1,1 м наглухо задраивались.","В походном положении орудия полностью убирались внутрь батареи, а орудийные порты шириной одной целой одной десятой м наглухо задраивались."
"Пар вырабатывался в двенадцати цилиндрических трёхтопочных огнетрубных котлах диаметром 4,8 м и длиной 2,1 м, установленных в четырёх котельных отделениях (два носовых и два кормовых правого и левого борта).","Пар вырабатывался в двенадцати цилиндрических трёхтопочных огнетрубных котлах диаметром четырёх целых восьми десятых м и длиной двух целых одной десятой м, установленных в четырёх котельных отделениях (два носовых и два кормовых правого и левого борта)."
"Максимальное давление пара в котлах могло достигать 14,6 атм.",Максимальное давление пара в котлах могло достигать четырнадцати целых шести десятых атм.
"Шаг лопастей мог меняться в доке в пределах от 5,18 до 5,49 м.",Шаг лопастей мог меняться в доке в пределах от пяти целых восемнадцати сотых до пяти целых сорока девяти сотых м.
"Один из них был установлен на марсе грот-мачты на высоте 23,8 м и мог разворачиваться в любую сторону.",Один из них был установлен на марсе грот-мачты на высоте двадцати трёх целых восьми десятых м и мог разворачиваться в любую сторону.
"Два других стояли по бортам за мостиком, причём прожектор правого борта находился над водой в 6,4 м, а левого — в 10,3 м.","Два других стояли по бортам за мостиком, причём прожектор правого борта находился над водой в шесть целых четыре десятых м, а левого — в десять целых три десятых м."
"Расстояние от корабля до горы составляло примерно 4,3 мили.",Расстояние от корабля до горы составляло примерно четыре целых три десятых мили.
"После докования ходовые качества значительно улучшились: при четырёх работающих котлах корабль развил скорость 12,5 узлов — на один узел больше, чем при ходовых испытаниях на Балтике.","После докования ходовые качества значительно улучшились: при четырёх работающих котлах корабль развил скорость двенадцати целых пяти десятых узлов — на один узел больше, чем при ходовых испытаниях на Балтике."
"Одновременно начали монтаж немагнитной (медной) походной рубки: все эти годы корабль проплавал со стальной рубкой, из-за которой у главного магнитного компаса наблюдался «застой картушки до 1,5 румба».","Одновременно начали монтаж немагнитной (медной) походной рубки: все эти годы корабль проплавал со стальной рубкой, из-за которой у главного магнитного компаса наблюдался «застой картушки до одной целой пяти десятых румба»."
