q,a
"Перед XX веком землевладение было общинным, надушу приходилось по 4,5 десятины.","Перед XX веком землевладение было общинным, надушу приходилось по четырём целых пяти десятых десятины."
"Высота водонапорной башни Плёна составляет 42,5 метра; полезная высота при эксплуатации составляла 39,5 метра.",Высота водонапорной башни Плёна составляет сорок две целых пять десятых метра; полезная высота при эксплуатации составляла тридцать девять целых пять десятых метра.
"Среднегодовая температура воздуха — 2,8 °C.",Среднегодовая температура воздуха — две целых восемь десятых °C.
"Деревня находится в северной части Курской области, в пределах Дмитриевско-Курской гряды, в лесостепной зоне, на правом берегу реки Усожи, на расстоянии примерно 0,5 километра (по прямой) к западу от города Фатежа, административного центра района.","Деревня находится в северной части Курской области, в пределах Дмитриевско-Курской гряды, в лесостепной зоне, на правом берегу реки Усожи, на расстоянии примерно ноля целых пяти десятых километра (по прямой) к западу от города Фатежа, административного центра района."
"Среднегодовая температура — 4,9 °C.",Среднегодовая температура — четыре целых девять десятых °C.
"Расположена в 1,5 км от трассы Ижевск — Воткинск.",Расположена в одну целую пять десятых км от трассы Ижевск — Воткинск.
"Трипсы откладывает очень мелкие яйца длиной около 0,2 мм.",Трипсы откладывает очень мелкие яйца длиной около ноля целых двух десятых мм.
"при использовании патронов M118 — 2,03 MOA Ex.Ver.",при использовании патронов M118 — две целых три сотых MOA Ex.Ver.
"при использовании патронов M852 — 1,07 MOA Ex.Ver.",при использовании патронов M852 — одна целая семь сотых MOA Ex.Ver.
"при использовании снайперского патрона 7Н1 — 1,24 MOA Ex.Ver.",при использовании снайперского патрона 7Н1 — одна целая двадцать четыре сотых MOA Ex.Ver.
"Занимает площадь 13,96 км².",Занимает площадь тринадцати целых девяноста шести сотых км².
—,—
"Среднегодовая температура воздуха — 3,5 °C.",Среднегодовая температура воздуха — три целых пять десятых °C.
"Среднегодовая скорость ветра — 4,5 м/с, варьирует от 5,3 м/с в ноябре до 3,4 м/с в августе.","Среднегодовая скорость ветра — четыре целых пять десятых м/с, варьирует от пяти целых трёх десятых м/с в ноябре до трёх целых четырёх десятых м/с в августе."
"По расовому составу население состояло из 87,38 % белых, 3,51 % афроамериканцев, 0,63 % коренных американцев, 0,14 % азиатов, 0,14 % коренных гавайцев и других жителей Океании, 6,31 % прочих рас и 1,89 % представители двух или более рас.","По расовому составу население состояло из восемьдесят семь целых тридцать восемь сотых % белых, три целых пятьдесят одна сотая % афроамериканцев, ноль целых шестьдесят три сотых % коренных американцев, ноль целых четырнадцать сотых % азиатов, ноль целых четырнадцать сотых % коренных гавайцев и других жителей Океании, шесть целых тридцать одна сотая % прочих рас и одна целая восемьдесят девять сотых % представители двух или более рас."
"12,13 % населения являлись испаноязычными, или латиноамериканцами.","двенадцать целых тринадцать сотых % населения являлись испаноязычными, или латиноамериканцами."
"60,2 % супружеских пар проживали совместно, в 8,7 % случаев женщины проживали без мужей, 28,2 % не имели семей.","шестьдесят целых две десятых % супружеских пар проживали совместно, в восемь целых семь десятых % случаев женщины проживали без мужей, двадцать восемь целых две десятых % не имели семей."
"В среднем на каждое хозяйство приходилось 2,35 человека, среднестатистический размер семьи составлял 2,82 человека.","В среднем на каждое хозяйство приходилось две целых тридцать пять сотых человека, среднестатистический размер семьи составлял две целых восемьдесят две сотых человека."
"Около 13,9 % семей и 19,4 % общего населения находились ниже черты бедности.",Около тринадцать целых девять десятых % семей и девятнадцать целых четыре десятых % общего населения находились ниже черты бедности.
"Менее громоздкие и более мощные, чем паровые машины турбины могли развивать мощность до 45,000 л. с.","Менее громоздкие и более мощные, чем паровые машины турбины могли развивать мощность до сорока пяти целых ноля тысячных л. с."
"Имея крейсерскую скорость в 23,5 узла он стал самым быстрым лайнером в мире после «Лузитании» и «Мавритании».",Имея крейсерскую скорость в двадцать три целых пять десятых узла он стал самым быстрым лайнером в мире после «Лузитании» и «Мавритании».
"Президент — Педру Верона Пиреш (46,5 % голосов).",Президент — Педру Верона Пиреш (сорок шесть целых пять десятых % голосов).
"США) превышает объём экспорта (95,5 млн долл.",США) превышает объём экспорта (девяносто пять целых пять десятых млн долл.
"77,3 % населения — католики;",семьдесят семь целых три десятых % населения — католики;
"4,6 % — протестанты (включая Церковь Назарянина);",четыре целых шесть десятых % — протестанты (включая Церковь Назарянина);
"4,5 % жителей придерживаются традиционных африканских верований;",четыре целых пять десятых % жителей придерживаются традиционных африканских верований;
"1,8 % — мусульмане;",одна целая восемь десятых % — мусульмане;
"10,8 % — члены прочих религиозных объединений (мормоны и др.).",десять целых восемь десятых % — члены прочих религиозных объединений (мормоны и др.).
"Занимает площадь 20,66 км².",Занимает площадь двадцати целых шестидесяти шести сотых км².
"Орбитальный период — около 0,573 суток (13,751 часов).",Орбитальный период — около ноля целых пятисот семидесяти трёх тысячных суток (тринадцать целых семьсот пятьдесят одна тысячная часов).
Размерность колёс — 16x6.5JJ,Размерность колёс — 16x6.5JJ
Модель 2.0GT отличается от остальных затемнённой решёткой радиатора (у обычных она хромированная) и воздухозаборником на капоте.,Модель 2.0GT отличается от остальных затемнённой решёткой радиатора (у обычных она хромированная) и воздухозаборником на капоте.
"Среди государственных служащих — 28,7 %, среди предпринимателей — 20,9 %, спортсменов — 40,2 %.","Среди государственных служащих — двадцать восемь целых семь десятых %, среди предпринимателей — двадцать целых девять десятых %, спортсменов — сорок целых две десятых %."
"Общее количество занятых женщин составляет 48,3 %.",Общее количество занятых женщин составляет сорок восемь целых три десятых %.
"Женщины составляют 57,6 % научных работников.",Женщины составляют пятьдесят семь целых шесть десятых % научных работников.
"Общая доля женщин, работающих на государственной службе, составляет 27,5 %.","Общая доля женщин, работающих на государственной службе, составляет двадцать семь целых пять десятых %."
"Среди учащихся количество женщин составляет 46,5 % учащихся общеобразовательных учреждений, 61,6 % учащихся средних специальных учебных заведений, 49,3 % студентов вузов.","Среди учащихся количество женщин составляет сорок шесть целых пять десятых % учащихся общеобразовательных учреждений, шестьдесят одна целая шесть десятых % учащихся средних специальных учебных заведений, сорок девять целых три десятых % студентов вузов."
"Её длина — 2,9 км, ширина — 0,5 км.","Её длина — две целых девять десятых км, ширина — ноль целых пять десятых км."
Bluetooth 4.0,Bluetooth четыре целых ноль десятых
"Разъем 3,5 мм для наушников и микрофона, Mini-HDMI, Micro-USB с поддержкой OTG","Разъем трёх целых пяти десятых мм для наушников и микрофона, Mini-HDMI, Micro-USB с поддержкой OTG"
"Планшет поставлялся с образом операционной системы Android 4.4.2 KitKat, сертифицированным корпорацией Google на использование пакета приложений Google Mobile Services.","Планшет поставлялся с образом операционной системы Android 4.4.2 KitKat, сертифицированным корпорацией Google на использование пакета приложений Google Mobile Services."
"Длина личинки, включая жабренные нити, до 12,5 мм.","Длина личинки, включая жабренные нити, до двенадцати целых пяти десятых мм."
"По официальным данным ЦИКа, Лукашенко набрал 80,1 % голосов.","По официальным данным ЦИКа, Лукашенко набрал восемьдесят целых одна десятая % голосов."
"По данным зарубежных экзитполов, он получил лишь 10,09 % голосов, а его главная соперница Светлана Тихановская — 71,28 %.","По данным зарубежных экзитполов, он получил лишь десять целых девять сотых % голосов, а его главная соперница Светлана Тихановская — семьдесят одна целая двадцать восемь сотых %."
"НЦОТ в нарушение процедур блокировки, принятых в Белоруссии, на запросы IP-адресов ресурсов belarus2020.org, golos2020.org, golos-belarus2020.org и tempail.com отправлял пользователям адрес 127.0.0.1 (localhost), в результате чего страницы не открывались.","НЦОТ в нарушение процедур блокировки, принятых в Белоруссии, на запросы IP-адресов ресурсов belarus2020.org, golos2020.org, golos-belarus2020.org и tempail.com отправлял пользователям адрес 127.0.0.1 (localhost), в результате чего страницы не открывались."
"Если в июле физические лица купили 215,6 млн долларов (наличных и безналичных), то в августе — уже 622,2 млн долларов (продажа за август составила 107,9 млн долларов).","Если в июле физические лица купили двести пятнадцать целых шесть десятых млн долларов (наличных и безналичных), то в августе — уже шестьсот двадцать две целых две десятых млн долларов (продажа за август составила сто семь целых девять десятых млн долларов)."
"Разговор продолжался 4,5 часа, государственные СМИ заявили, что его содержание стороны решили сохранить в тайне, в показанных сюжетах утверждается, что речь шла о конституционной реформе.","Разговор продолжался четыре целых пять десятых часа, государственные СМИ заявили, что его содержание стороны решили сохранить в тайне, в показанных сюжетах утверждается, что речь шла о конституционной реформе."
"По данным белорусского правительства, суммарный ущерб Белоруссии от финансовых и торговых санкций США и Евросоюза составил 1,68 млрд долларов (2,9 % ВВП).","По данным белорусского правительства, суммарный ущерб Белоруссии от финансовых и торговых санкций США и Евросоюза составил одна целая шестьдесят восемь сотых млрд долларов (две целых девять десятых % ВВП)."
"Среднегодовая температура воздуха — 2,6 °C.",Среднегодовая температура воздуха — две целых шесть десятых °C.
"Средняя температура воздуха самого холодного месяца (января) — −12,1 °C; самого тёплого месяца (июля) — 17,7 °C.",Средняя температура воздуха самого холодного месяца (января) — −двенадцать целых одна десятая °C; самого тёплого месяца (июля) — семнадцать целых семь десятых °C.
"Расстояние по автодороге до районного центра Великого Устюга — 29,5 км, до центра муниципального образования Морозовицы — 21,5 км.","Расстояние по автодороге до районного центра Великого Устюга — двадцать девять целых пять десятых км, до центра муниципального образования Морозовицы — двадцать одна целая пять десятых км."
"Дело «Ив Роше» было объединено с аналогичным делом ООО «Межрегиональной процессинговой компании» (далее МПК), также заключившей договор с ГПА, с предполагаемым ущербом в размере 3,8 млн рублей.","Дело «Ив Роше» было объединено с аналогичным делом ООО «Межрегиональной процессинговой компании» (далее МПК), также заключившей договор с ГПА, с предполагаемым ущербом в размере три целых восемь десятых млн рублей."
"1,5 года брат оппозиционера провёл в одиночной камере.",одна целая пять десятых года брат оппозиционера провёл в одиночной камере.
"Длина реки составляет 1,6 км.",Длина реки составляет одной целой шести десятых км.
"В среднем течении, заключённом в пределах впадины Конго, река носит спокойный характер с незначительным падением (в среднем около 0,07 м/км).","В среднем течении, заключённом в пределах впадины Конго, река носит спокойный характер с незначительным падением (в среднем около ноля целых семи сотых м/км)."
"Среднегодовая температура воздуха составляет +4,6 °C.",Среднегодовая температура воздуха составляет четыре целых шесть десятых °C.
"Средняя температура января −8,5 °C, средняя температура июля +18,5 °C.","Средняя температура января −восемь целых пять десятых °C, средняя температура июля +1восемь целых пять десятых °C."
"M110 находится на расстоянии 2,9 миллиона световых лет от Земли.",M110 находится на расстоянии две целых девять десятых миллиона световых лет от Земли.
"Занимает площадь 20,875 км².",Занимает площадь двадцати целых восьмисот семидесяти пяти тысячных км².
"Занимает площадь 17,10 км².",Занимает площадь семнадцати целых десяти сотых км².
"{\displaystyle (7,5)}",{\displaystyle (семь целых пять десятых)}
"{\displaystyle PSU(3,5^{2})}","{\displaystyle PSU(3,5^{2})}"
"{\displaystyle (6,5)}",{\displaystyle (шесть целых пять десятых)}
