q,a
"Европа, Ближний Восток и Африка — выручка 2,7 млрд долларов.","Европа, Ближний Восток и Африка — выручка две целых семь десятых млрд долларов."
"Азиатско-Тихоокеанский регион — выручка 2,5 млрд долларов.",Азиатско-Тихоокеанский регион — выручка две целых пять десятых млрд долларов.
"Латинская Америка — выручка 0,6 млрд долларов.",Латинская Америка — выручка ноль целых шесть десятых млрд долларов.
"Электропитание приборов обеспечивается бензиновым агрегатом питания АБ-0,5-П/30.","Электропитание приборов обеспечивается бензиновым агрегатом питания АБ-0,5-П/30."
"Среднегодовая температура воздуха — +3,5 °C.",Среднегодовая температура воздуха — три целых пять десятых °C.
"Среднегодовая скорость ветра — 4,7 м/с.",Среднегодовая скорость ветра — четыре целых семь десятых м/с.
"Добыча серебра — снизилась на 16,3 % до 138,45 тонны.",Добыча серебра — снизилась на шестнадцать целых три десятых % до сто тридцати восьми целых сорока пяти сотых тонны.
"Рудного золота добыто 29,7 тонны, россыпного 2,3 тонны.","Рудного золота добыто двадцать девять целых семь десятых тонны, россыпного две целых три десятых тонны."
"ООО «Рудник Каральвеем» (принадлежит Льву Леваеву) производит порядка 1,5-2,0 тонны.",ООО «Рудник Каральвеем» (принадлежит Льву Леваеву) производит порядка одна целая пять десятых-две целых ноль десятых тонны.
"В настоящее время на территории Чукотского АО действует федеральная дорога А384 протяжённостью 30,5 км от вертолётной площадки города Анадырь до аэропорта в посёлке Угольные Копи, причём ок.","В настоящее время на территории Чукотского АО действует федеральная дорога А384 протяжённостью тридцати целых пяти десятых км от вертолётной площадки города Анадырь до аэропорта в посёлке Угольные Копи, причём ок."
"В возрасте Вселенной в 10,2 миллиарда лет доли материи и космологической постоянной во Вселенной были равны.",В возрасте Вселенной в десять целых две десятых миллиарда лет доли материи и космологической постоянной во Вселенной были равны.
"Среднегодовая температура — 5,6 °C.",Среднегодовая температура — пять целых шесть десятых °C.
"Солёность воды в проливе составляет от 33,0 до 34,3 промилле.",Солёность воды в проливе составляет от тридцати трёх целых ноля десятых до тридцати четырёх целых трёх десятых промилле.
"Площадь поперечного сечения пролива составляет 17,85 км² (9,2 % от общей площади сечений проливов курильской гряды).",Площадь поперечного сечения пролива составляет семнадцати целых восьмидесяти пяти сотых км² (девять целых две десятых % от общей площади сечений проливов курильской гряды).
"Средняя величина прилива по берегам пролива 1,0 м.",Средняя величина прилива по берегам пролива одной целой ноля десятых м.
"Площадь зеркала — 0,67 км², длина 1,45 км.","Площадь зеркала — ноль целых шестьдесят семь сотых км², длина одной целой сорока пяти сотых км."
"Глубина срабатывания — 6,7 м.",Глубина срабатывания — шесть целых семь десятых м.
"Благодаря установленным новым турбине и генератору прирост мощности гидроагрегата на одном гидроагрегате вырос на 5,8 МВт, общий — 46,8 МВт.","Благодаря установленным новым турбине и генератору прирост мощности гидроагрегата на одном гидроагрегате вырос на пяти целых восьми десятых МВт, общий — сорок шесть целых восемь десятых МВт."
"Среднегодовая температура — 3,3 °C.",Среднегодовая температура — три целых три десятых °C.
"Потребность человека в кобальте 0,007-0,015 мг, ежедневно.","Потребность человека в кобальте ноль целых семь тысячных-ноль целых пятнадцать тысячных мг, ежедневно."
"В теле человека содержится 0,2 мг кобальта на каждый килограмм массы человека.",В теле человека содержится ноль целых две десятых мг кобальта на каждый килограмм массы человека.
"Около деревни расположен водоём площадью 8,4 га.",Около деревни расположен водоём площадью восьми целых четырёх десятых га.
"ГДЛ позволяет измерить их с погрешностью до 0,1%.",ГДЛ позволяет измерить их с погрешностью до ноль целых одна десятая%.
"Суммарная погрешность по этим причинам у современных лагов не превышает 0,5%.",Суммарная погрешность по этим причинам у современных лагов не превышает ноль целых пять десятых%.
"Несмотря на то, что звезда является молодой (возраст оценивается в 1,5 млн лет), она потеряла значительную долю первоначальной массы в ходе эволюции.","Несмотря на то, что звезда является молодой (возраст оценивается в одна целая пять десятых млн лет), она потеряла значительную долю первоначальной массы в ходе эволюции."
"Занимает площадь 2,84 км².",Занимает площадь двух целых восьмидесяти четырёх сотых км².
"Стоимость строительства сооружения составила 1,6 млрд долларов, что делает его самым дорогим стадионом в мире и вторым по вместимости среди стадионов НФЛ.","Стоимость строительства сооружения составила одна целая шесть десятых млрд долларов, что делает его самым дорогим стадионом в мире и вторым по вместимости среди стадионов НФЛ."
"Крупнейший из них называется Гарип, имеет площадь около 0,35 км² и используется как оздоровительный курорт.","Крупнейший из них называется Гарип, имеет площадь около ноля целых тридцати пяти сотых км² и используется как оздоровительный курорт."
"Занимает площадь 10,61 км².",Занимает площадь десяти целых шестидесяти одной сотой км².
"Мелкие перепончатокрылые насекомые: длина тела 3,2 — 3,9 мм.",Мелкие перепончатокрылые насекомые: длина тела трёх целых двух десятых — трёх целых девяти десятых мм.
"Среднегодовая температура — 4,7 °C.",Среднегодовая температура — четыре целых семь десятых °C.
"Среднегодовая температура воздуха — 2,7 °C.",Среднегодовая температура воздуха — две целых семь десятых °C.
"Занимает площадь 1,52 км².",Занимает площадь одной целой пятидесяти двух сотых км².
—,—
"Среднегодовая многолетняя температура воздуха составляет 4,4 °С.",Среднегодовая многолетняя температура воздуха составляет четыре целых четыре десятых °С.
"Мелкие коротконадкрылые жуки (длина 1,95 миллиметра).",Мелкие коротконадкрылые жуки (длина одной целой девяноста пяти сотых миллиметра).
"Голова у самца заметно, чрезвычайно модифицирована и увеличена (длина головы 0,35 мм, ширина 0,43 мм), шире переднеспинки, с парой боковых субтреугольных вершинных возвышений.","Голова у самца заметно, чрезвычайно модифицирована и увеличена (длина головы ноль целых тридцать пять сотых мм, ширина ноля целых сорока трёх сотых мм), шире переднеспинки, с парой боковых субтреугольных вершинных возвышений."
"Переднеспинка намного длиннее ширины (длина 0,50 мм, ширина 0,39 мм), наиболее широкая у переднего края, с парой глубоких, узких сублатеральных борозд.","Переднеспинка намного длиннее ширины (длина ноля целых пятидесяти сотых мм, ширина ноля целых тридцати девяти сотых мм), наиболее широкая у переднего края, с парой глубоких, узких сублатеральных борозд."
"На территории гмины располагается Заповедник Лазнув площадью 60,83 гектар организован в целях сохранения леса с доминированием пихты (68,5 %).",На территории гмины располагается Заповедник Лазнув площадью шестидесяти целых восьмидесяти трёх сотых гектар организован в целях сохранения леса с доминированием пихты (шестьдесят восемь целых пять десятых %).
"Срок соглашения рассчитан на 2,5 года.",Срок соглашения рассчитан на две целых пять десятых года.
"Занимает площадь 0,706 км².",Занимает площадь ноля целых семисот шести тысячных км².
"Располагается на высоте 138,0 метров над уровнем моря.",Располагается на высоте сто тридцати восьми целых ноля десятых метров над уровнем моря.
"тонкого (менее 0,2 мм) грохочения.",тонкого (менее ноль целых две десятых мм) грохочения.
"Высота скульптуры — 1,5 метра, параметры её постамента — 2,3 × 0,8 × 1,8 метра.","Высота скульптуры — одна целая пять десятых метра, параметры её постамента — две целых три десятых × ноль целых восемь десятых × одна целая восемь десятых метра."
"Занимает площадь 181,75 км².",Занимает площадь сто восьмидесяти одной целой семидесяти пяти сотых км².
"Вода в источнике термальная, пресная с минерализацией 0,18-0,31 г/дм³, нейтральные щелочные с pH от 7,04 до 9,24 мг/дм³, очень мягкие с жесткостью 0,25-0,75 мгэкв/дм³, хлоридно-сульфатно-гидрокарбонатные натриевые.","Вода в источнике термальная, пресная с минерализацией ноля целых восемнадцати сотых-ноля целых тридцати одной сотой г/дм³, нейтральные щелочные с pH от семи целых четырёх сотых до девяти целых двадцати четырёх сотых мг/дм³, очень мягкие с жесткостью ноля целых двадцати пяти сотых-ноля целых семидесяти пяти сотых мгэкв/дм³, хлоридно-сульфатно-гидрокарбонатные натриевые."
"Термальные воды обогащены фтором — до 15,5 мг/л, кремнекислотой до 28,2 мг/л, азотом до 94,7 %.","Термальные воды обогащены фтором — до пятнадцати целых пяти десятых мг/л, кремнекислотой до двадцати восьми целых двух десятых мг/л, азотом до девяносто четыре целых семь десятых %."
"Занимает площадь 2,18 км².",Занимает площадь двух целых восемнадцати сотых км².
"По данным Бюро переписи населения США площадь тауншипа составляет 92,5 км², из которых 66,6 км² занимает суша, а 25,8 км² — вода (27,95 %).","По данным Бюро переписи населения США площадь тауншипа составляет девяноста двух целых пяти десятых км², из которых шестидесяти шести целых шести десятых км² занимает суша, а двадцать пять целых восемь десятых км² — вода (двадцать семь целых девяносто пять сотых %)."
"Плотность населения —  10,5 чел./км².",Плотность населения —  десять целых пять десятых чел./км².
"Расовый состав населения: 99,00 % белых, 0,14 % афроамериканцев, 0,14 % коренных американцев и 0,72 % приходится на две или более других рас.","Расовый состав населения: девяносто девять целых ноль сотых % белых, ноль целых четырнадцать сотых % афроамериканцев, ноль целых четырнадцать сотых % коренных американцев и ноль целых семьдесят две сотых % приходится на две или более других рас."
"Средний размер домохозяйства — 2,38, а семьи — 2,70 человека.","Средний размер домохозяйства — две целых тридцать восемь сотых, а семьи — две целых семьдесят сотых человека."
"Собранные средства: 425,474 шведских крон.",Собранные средства: четыреста двадцать пять целых четыреста семьдесят четыре тысячных шведских крон.
"Вместе с тем же Гуннаром Окерлундом пытался повторить успех четырёхлетней давности в двойках на десяти километрах, однако на сей раз вынужден был довольствоваться серебряной наградой — на протяжении всей дистанции лидировали финны Курт Вирес и Юрьё Хиетанен, и хотя в концовке шведы предприняли попытку догнать их, отставание на финише составило 0,4 секунды.","Вместе с тем же Гуннаром Окерлундом пытался повторить успех четырёхлетней давности в двойках на десяти километрах, однако на сей раз вынужден был довольствоваться серебряной наградой — на протяжении всей дистанции лидировали финны Курт Вирес и Юрьё Хиетанен, и хотя в концовке шведы предприняли попытку догнать их, отставание на финише составило ноль целых четыре десятых секунды."
"Не обладая достаточной массой, чтобы взорваться как сверхновая, звезда в конечном итоге избавится от внешних слоев и станет массивным белым карликом с массой около 0,95 солнечной.","Не обладая достаточной массой, чтобы взорваться как сверхновая, звезда в конечном итоге избавится от внешних слоев и станет массивным белым карликом с массой около ноля целых девяноста пяти сотых солнечной."
"Расовый состав населения: белые — 95,23 %, афроамериканцы — 3,04 %, коренные американцы (индейцы) — 0,34 %, азиаты — 0,19 %, гавайцы — 0,01 %, представители других рас — 0,15 %, представители двух или более рас — 1,04 %.","Расовый состав населения: белые — девяносто пять целых двадцать три сотых %, афроамериканцы — три целых четыре сотых %, коренные американцы (индейцы) — ноль целых тридцать четыре сотых %, азиаты — ноль целых девятнадцать сотых %, гавайцы — ноль целых одна сотая %, представители других рас — ноль целых пятнадцать сотых %, представители двух или более рас — одна целая четыре сотых %."
"Испаноязычные составляли 0,68 % населения независимо от расы.",Испаноязычные составляли ноль целых шестьдесят восемь сотых % населения независимо от расы.
"Средний размер домашнего хозяйства составляет 2,32 человека, и средний размер семьи 2,83 человека.","Средний размер домашнего хозяйства составляет две целых тридцать две сотых человека, и средний размер семьи две целых восемьдесят три сотых человека."
"В этот период земельный надел сельской общины составлял 294,7 десятин.",В этот период земельный надел сельской общины составлял двухсот девяноста четырёх целых семи десятых десятин.
"Занимает площадь 0,337 км².",Занимает площадь ноля целых трёхсот тридцати семи тысячных км².
"Среднегодовая температура воздуха — 3,4 °С.",Среднегодовая температура воздуха — три целых четыре десятых °С.
"Длина: 9,90 м",Длина: девять целых девяносто сотых м
"Размах крыла: 14,25 м",Размах крыла: четырнадцать целых двадцать пять сотых м
"Высота: 3,05 м",Высота: три целых пять сотых м
"Площадь крыла: 25,20 м²",Площадь крыла: двадцать пять целых двадцать сотых м²
"Среднегодовая температура воздуха — 3,6 °C.",Среднегодовая температура воздуха — три целых шесть десятых °C.
"Среднегодовая температура воздуха — 4,1 °C.",Среднегодовая температура воздуха — четыре целых одна десятая °C.
— Версия 3.0.,— Версия три целых ноль десятых.
"Занимает площадь 369,6 км².",Занимает площадь трёхсот шестидесяти девяти целых шести десятых км².
"Плотность населения — 136,14 чел./км².",Плотность населения — сто тридцать шесть целых четырнадцать сотых чел./км².
"Общее количество пустых пород 3532,4 млн т (1635,5 млн м³), в том числе рыхлых и полускальных — 1800,9 млн т (969,5 млн м³), скальных 1731,4 млн т (665,98 млн м³).","Общее количество пустых пород три тысяча пятьсот тридцать две целых четыре десятых млн т (одна тысяча шестьсот тридцать пять целых пять десятых млн м³), в том числе рыхлых и полускальных — одна тысяча восемьсот целых девять десятых млн т (девятьсот шестьдесят девять целых пять десятых млн м³), скальных одна тысяча семьсот тридцать одна целая четыре десятых млн т (шестьсот шестьдесят пять целых девяносто восемь сотых млн м³)."
"сингалы — 91,4 %",сингалы — девяносто одна целая четыре десятых %
"ларакалла — 6,8 %",ларакалла — шесть целых восемь десятых %
"тамилы — 1,5 %Распределение жителей по вероисповеданию практически аналогично национальному — сингалы являются буддистами, ларакалла — мусульманами, тамилы — индуистами (часть — католиками).","тамилы — одна целая пять десятых %Распределение жителей по вероисповеданию практически аналогично национальному — сингалы являются буддистами, ларакалла — мусульманами, тамилы — индуистами (часть — католиками)."
