q,a
"Занимает площадь 2,15 км².",Занимает площадь двух целых пятнадцати сотых км².
"Занимает площадь 13,17 км².",Занимает площадь тринадцати целых семнадцати сотых км².
"Среднегодовая температура воздуха — +3,4 °C.",Среднегодовая температура воздуха — три целых четыре десятых °C.
"Село расположено на северном берегу Повенецкой бухты Повенецкого залива Онежского озера в 1,5 км от устья реки Сапеница.",Село расположено на северном берегу Повенецкой бухты Повенецкого залива Онежского озера в одну целую пять десятых км от устья реки Сапеница.
"Площадь территории — 1513,75 км².",Площадь территории — одна тысяча пятьсот тринадцать целых семьдесят пять сотых км².
"Леса занимают 11,1 % территории.",Леса занимают одиннадцать целых одна десятая % территории.
"УрбанизацияВ городских условиях (пгт Монастырщина) проживают  39,15 % населения района.",УрбанизацияВ городских условиях (пгт Монастырщина) проживают  тридцать девять целых пятнадцать сотых % населения района.
"Располагается на высоте 21,3 метров над уровнем моря.",Располагается на высоте двадцати одной целой трёх десятых метров над уровнем моря.
"GameSpot остановился на оценке 7,5 из десяти;",GameSpot остановился на оценке семи целых пяти десятых из десяти;
"Число погибших оценивается между 30,000 и 60,000 человек.",Число погибших оценивается между тридцатью целых нолём тысячных и шестьюдесятью целых нолём тысячных человек.
"В наши дни еврейская община видит в Петлюре ответственного за погромы на Украине, в которых погибли приблизительно 50,000 евреев.","В наши дни еврейская община видит в Петлюре ответственного за погромы на Украине, в которых погибли приблизительно пятьдесят целых ноль тысячных евреев."
"Более 20,000 человек были убиты за два дня насильственных действий.",Более двадцати целых ноля тысячных человек были убиты за два дня насильственных действий.
"В ветровую раму были вставлены стекла триплекс толщиной 4,5 мм без волн и желтизны, а в окна и двери — тройные бемские стекла.","В ветровую раму были вставлены стекла триплекс толщиной четырёх целых пяти десятых мм без волн и желтизны, а в окна и двери — тройные бемские стекла."
"Среди тех, кто в основном говорили на навахо, 78,8 % опрошенных сказали, что они знают английский язык «очень хорошо», что является довольно высоким показателем, однако процент таковых среди американцев, говорящих на других индейских языках, выше (85,4 %).","Среди тех, кто в основном говорили на навахо, семьдесят восемь целых восемь десятых % опрошенных сказали, что они знают английский язык «очень хорошо», что является довольно высоким показателем, однако процент таковых среди американцев, говорящих на других индейских языках, выше (восемьдесят пять целых четыре десятых %)."
"Навахо был единственным индейским языком, выделенным в опросе; среди говорящих на индейских языках дома навахо выбрали 46,4 % опрошенных.","Навахо был единственным индейским языком, выделенным в опросе; среди говорящих на индейских языках дома навахо выбрали сорок шесть целых четыре десятых % опрошенных."
"Температура кипения 165,38 °C, температура плавления −23,14 °C.","Температура кипения сто шестидесяти пяти целых тридцати восьми сотых °C, температура плавления −двадцать три целых четырнадцать сотых °C."
"Растворимость в воде 0,01 % по объёму.",Растворимость в воде ноль целых одна сотая % по объёму.
"На оборотной стороне вверху по окружности, высотой текста 2,5 мм, надпись «ТВЕРСКАЯ ОБЛАСТЬ», в центре рельефная карта Тверской области с границами районов, от карты во все стороны расходятся лучи.","На оборотной стороне вверху по окружности, высотой текста двух целых пяти десятых мм, надпись «ТВЕРСКАЯ ОБЛАСТЬ», в центре рельефная карта Тверской области с границами районов, от карты во все стороны расходятся лучи."
После нескольких месяцев поиска он устроился в качестве мальчика на побегушках (office boy) в фармацевтическую компанию Tolman and King с заработком 2.50$ в неделю.,После нескольких месяцев поиска он устроился в качестве мальчика на побегушках (office boy) в фармацевтическую компанию Tolman and King с заработком две целых пятьдесят сотых$ в неделю.
"Поршневое гнездо ввинчивалось в цилиндр С1 и имело фланец толщиной 114,3 мм (4,5 дюйма) с диаметром таким же как у орудия.",Поршневое гнездо ввинчивалось в цилиндр С1 и имело фланец толщиной сто четырнадцати целых трёх десятых мм (четыре целых пять десятых дюйма) с диаметром таким же как у орудия.
"Хомут для крепления в люльке располагался в 1130,3 мм (44,5 дюймах) от торца затвора.",Хомут для крепления в люльке располагался в одну тысячу сто тридцать целых три десятых мм (сорока четырёх целых пяти десятых дюймах) от торца затвора.
"Внешний диаметр ствола составлял 1358,9 мм (53,3 дюйма) в районе зарядной каморы.",Внешний диаметр ствола составлял одна тысяча триста пятьдесят восемь целых девять десятых мм (пятьдесят три целых три десятых дюйма) в районе зарядной каморы.
"Минимальный диаметр дульной части 596,9 мм (23,5 дюйма), дульное утолщение было диаметром 673,1 мм (26,5 дюйма).","Минимальный диаметр дульной части пятьсот девяносто шесть целых девять десятых мм (двадцать три целых пять десятых дюйма), дульное утолщение было диаметром шестисот семидесяти трёх целых одной десятой мм (двадцать шесть целых пять десятых дюйма)."
"Если считать ток базы транзистора Q16 равным нулю, а напряжение база-эмиттер равным 0,625 В (типичное напряжение база-эмиттер для кремниевых биполярных транзисторов), то токи, текущие через резисторы 4,5 кОм и 7,5 кОм, будут одинаковы, а напряжение на резисторе 4,5 кОм составит 0,375 В.","Если считать ток базы транзистора Q16 равным нулю, а напряжение база-эмиттер равным ноль целых шестьсот двадцать пять тысячных В (типичное напряжение база-эмиттер для кремниевых биполярных транзисторов), то токи, текущие через резисторы четырёх целых пяти десятых кОм и семь целых пять десятых кОм, будут одинаковы, а напряжение на резисторе четырёх целых пяти десятых кОм составит ноль целых триста семьдесят пять тысячных В."
"Занимает площадь 5776,261 км².",Занимает площадь пяти тысяч семисот семидесяти шести целых двухсот шестидесяти одной тысячной км².
"Плотность населения — 1,5 чел./км².",Плотность населения — одна целая пять десятых чел./км².
"{\displaystyle (A,B,C)\in {\mathcal {f}}0,1{\mathcal {g}}^{l_{a}}\times {\mathcal {f}}0,1{\mathcal {g}}^{l_{b}}\times {\mathcal {f}}0,1{\mathcal {g}}^{l_{c}}}","{\displaystyle (A,B,C)\in {\mathcal {f}}0,1{\mathcal {g}}^{l_{a}}\times {\mathcal {f}}0,1{\mathcal {g}}^{l_{b}}\times {\mathcal {f}}0,1{\mathcal {g}}^{l_{c}}}"
"{\displaystyle (p,r)=(3,12)}","{\displaystyle (p,r)=(три целых двенадцать сотых)}"
"{\displaystyle l_{h}\in {\mathcal {f}}192,224,256,384,512{\mathcal {g}}}","{\displaystyle l_{h}\in {\mathcal {f}}192,224,256,384,512{\mathcal {g}}}"
"Первое, это решение Верховного суда РФ по делу экс-управляющего дочерним предприятием НК ЮКОС «Самаранефтегазом» Павла Анисимова, осужденного на 2,5 года условно за неуплату компанией налогов, второе — решение в отношении управляющего ОАО «Юганскнефтегаз» Тагирзяна Гильманова, получившего три года условно за пособничество в уклонении от уплаты налогов организацией, третье — решение по иску Федеральной налоговой службы к аудитору ЮКОСа — ЗАО «ПрайсвотерхаусКуперс Аудит».","Первое, это решение Верховного суда РФ по делу экс-управляющего дочерним предприятием НК ЮКОС «Самаранефтегазом» Павла Анисимова, осужденного на две целых пять десятых года условно за неуплату компанией налогов, второе — решение в отношении управляющего ОАО «Юганскнефтегаз» Тагирзяна Гильманова, получившего три года условно за пособничество в уклонении от уплаты налогов организацией, третье — решение по иску Федеральной налоговой службы к аудитору ЮКОСа — ЗАО «ПрайсвотерхаусКуперс Аудит»."
4.2 Idle unit switching activity: clock gating // Architectural Techniques for Low Power.,четыре целых две десятых Idle unit switching activity: clock gating // Architectural Techniques for Low Power.
"Согласно расследованию Важных историй, дочь Комарова Мария владеет квартирой в одном из самых дорогих районов Лондона — Белгрейвии — стоимостью около 4,2 млн фунтов стерлингов.","Согласно расследованию Важных историй, дочь Комарова Мария владеет квартирой в одном из самых дорогих районов Лондона — Белгрейвии — стоимостью около четыре целых две десятых млн фунтов стерлингов."
"Недалеко от этой квартиры расположены апартаменты стоимостью 8,3 млн фунтов стерлингов, принадлежащие оффшорной компании Wastom Holdings с Британских Виргинских островов, которую основал сам Игорь Комаров.","Недалеко от этой квартиры расположены апартаменты стоимостью восемь целых три десятых млн фунтов стерлингов, принадлежащие оффшорной компании Wastom Holdings с Британских Виргинских островов, которую основал сам Игорь Комаров."
"2.5 Dimensional Seduction (яп. 2.5次元の誘惑(リリサ) Нитэнго-дзигэн но ририса, «Соблазн 2,5-мерного измерения») — манга, написанная и проиллюстрированная Ю Хасимото.","две целых пять десятых Dimensional Seduction (яп. две целых пять десятых次元の誘惑(リリサ) Нитэнго-дзигэн но ририса, «Соблазн две целых пять десятых-мерного измерения») — манга, написанная и проиллюстрированная Ю Хасимото."
Официальный сайт аниме (яп.)Аниме «2.5 Dimensional Seduction» (англ.) в энциклопедии сайта Anime News Network,Официальный сайт аниме (яп.)Аниме «две целых пять десятых Dimensional Seduction» (англ.) в энциклопедии сайта Anime News Network
Аниме «2.5 Dimensional Seduction» (англ.) в базе данных AniDB,Аниме «две целых пять десятых Dimensional Seduction» (англ.) в базе данных AniDB
"Среднегодовая температура воздуха — 4,6 °С.",Среднегодовая температура воздуха — четыре целых шесть десятых °С.
"Ближайшие населённые пункты — Фроловское на противоположном берегу реки и Мисирёво в 0,5 км к западу.",Ближайшие населённые пункты — Фроловское на противоположном берегу реки и Мисирёво в ноль целых пять десятых км к западу.
"На скальных выступах были обнаружены древние петроглифы (около 1,5 тысяч изображений) и древнетюркские надписи.",На скальных выступах были обнаружены древние петроглифы (около одна целая пять десятых тысяч изображений) и древнетюркские надписи.
"Уровень грамотности населения составлял 70,6 %.",Уровень грамотности населения составлял семьдесят целых шесть десятых %.
"Уровень грамотности среди мужчин составлял 72,5 %, среди женщин — 68,2 %.","Уровень грамотности среди мужчин составлял семьдесят две целых пять десятых %, среди женщин — шестьдесят восемь целых две десятых %."
"Соседние сёла: Краснознаменка в 0,8 км на восток, Рогово в 3,5 км на север и Трактовое в 4,7 км на запад.","Соседние сёла: Краснознаменка в ноль целых восемь десятых км на восток, Рогово в три целых пять десятых км на север и Трактовое в четыре целых семь десятых км на запад."
"31,4 млрд рублей.",тридцать одна целая четыре десятых млрд рублей.
"На сегодняшний день на территории региона действуют семь племенных хозяйств с общим подголовьем племенных животных — 135,3 тыс. голов.",На сегодняшний день на территории региона действуют семь племенных хозяйств с общим подголовьем племенных животных — сто тридцать пять целых три десятых тыс. голов.
"В структуре поголовья скота на сельскохозяйственные организации приходилось 11,5 % поголовья крупного рогатого скота, 19,6 % — овец и коз; на хозяйства населения — 50,1 %, 7,9 %; на крестьянские (фермерские) хозяйства — 38,4 %, 72,5 %, соответственно.","В структуре поголовья скота на сельскохозяйственные организации приходилось одиннадцать целых пять десятых % поголовья крупного рогатого скота, девятнадцать целых шесть десятых % — овец и коз; на хозяйства населения — пятьдесят целых одна десятая %, семь целых девять десятых %; на крестьянские (фермерские) хозяйства — тридцать восемь целых четыре десятых %, семьдесят две целых пять десятых %, соответственно."
"В том числе урожай тепличных огурцов составляет 271,0 тыс. тонн (+28,2 %), томатов — 142,7 тыс. тонн (+72,3 %).","В том числе урожай тепличных огурцов составляет двести семьдесят одна целая ноль десятых тыс. тонн (двадцать восемь целых две десятых %), томатов — сто сорок две целых семь десятых тыс. тонн (семьдесят две целых три десятых %)."
"В структуре производства зерна увеличился удельный вес ячменя и пшеницы (с 5,0 % до 5,3 %, с 13,8 % до 20,8 %, соответственно).","В структуре производства зерна увеличился удельный вес ячменя и пшеницы (с пять целых ноль десятых % до пять целых три десятых %, с тринадцать целых восемь десятых % до двадцать целых восемь десятых %, соответственно)."
"2,541",две целых пятьсот сорок одна тысячная
"2,541",две целых пятьсот сорок одна тысячная
"81,7 % от общего количества кораблей различного типа.",восемьдесят одна целая семь десятых % от общего количества кораблей различного типа.
"Напряжение литий-ионных аккумуляторов кратно 3,6 вольт, а никель-кадмиевых и никель-металл-гидридных — 1,2 вольт, так как аккумуляторный блок состоит из отдельных, последовательно соединённых элементов с соответствующим напряжением.","Напряжение литий-ионных аккумуляторов кратно три целых шесть десятых вольт, а никель-кадмиевых и никель-металл-гидридных — одна целая две десятых вольт, так как аккумуляторный блок состоит из отдельных, последовательно соединённых элементов с соответствующим напряжением."
Наличие в комплекте второго аккумулятора позволяет не прерывать работу на ожидание зарядки одного аккумулятора: пока разряжается один — заряжается другой.,Наличие в комплекте второго аккумулятора позволяет не прерывать работу на ожидание зарядки одного аккумулятора: пока разряжается один — заряжается другой.
"Тест аккумуляторных дрелей-шуруповёртов с напряжением аккумулятора 14,4 вольт.",Тест аккумуляторных дрелей-шуруповёртов с напряжением аккумулятора четырнадцати целых четырёх десятых вольт.
"Занимает площадь 562,395 км².",Занимает площадь пятисот шестидесяти двух целых трёхсот девяноста пяти тысячных км².
"Плотность населения — 13,5 чел./км².",Плотность населения — тринадцать целых пять десятых чел./км².
"Примеры трёхцилиндровых паровозов: советский серии М, немецкий «BR 01.10» и чехословацкий «Друг».","Примеры трёхцилиндровых паровозов: советский серии М, немецкий «BR одна целая десять сотых» и чехословацкий «Друг»."
"Паровозы-рекордсмены с движущими колёсами диаметром 2,5 м и более развили скорости:",Паровозы-рекордсмены с движущими колёсами диаметром двух целых пяти десятых м и более развили скорости:
"У последних всё яснее виднелся их основной недостаток — крайне низкий КПД, который даже у самых совершенных паровозов того времени (ЛВ и П36) не превышал 9,3 %.","У последних всё яснее виднелся их основной недостаток — крайне низкий КПД, который даже у самых совершенных паровозов того времени (ЛВ и П36) не превышал девять целых три десятых %."
"После окончания эпохи массового использования паровозов, за счёт применения компьютерных технологий удавалось довести КПД до 11,8 %.","После окончания эпохи массового использования паровозов, за счёт применения компьютерных технологий удавалось довести КПД до одиннадцать целых восемь десятых %."
"Из советских паровозов самыми большими и тяжёлыми были опытные П38, служебная масса которых с тендером составляла 383,2 т при длине 38,2 м, а из довоенных — сочленённый танк-паровоз Я-01 длиной 33,1 м при служебной массе 266,6 т.","Из советских паровозов самыми большими и тяжёлыми были опытные П38, служебная масса которых с тендером составляла трёхсот восьмидесяти трёх целых двух десятых т при длине тридцати восьми целых двух десятых м, а из довоенных — сочленённый танк-паровоз Я-01 длиной тридцати трёх целых одной десятой м при служебной массе двухсот шестидесяти шести целых шести десятых т."
"По разным оценкам, было построено не менее 10,8 тысяч паровозов этой серии.","По разным оценкам, было построено не менее десять целых восемь десятых тысяч паровозов этой серии."
"Также живут в Грузии на востоке Кварельского муниципалитета (1,9 тыс. аварцев и гунзибцев, включаемых в «аварцы») в сёлах Тиви (авар.","Также живут в Грузии на востоке Кварельского муниципалитета (одна целая девять десятых тыс. аварцев и гунзибцев, включаемых в «аварцы») в сёлах Тиви (авар."
"В фазе бутонизации содержат 22,41 мг % каротина, в начале цветения 32,27 % и в цветении 45,52 мг %.","В фазе бутонизации содержат двадцать две целых сорок одна сотая мг % каротина, в начале цветения тридцать две целых двадцать семь сотых % и в цветении сорок пять целых пятьдесят две сотых мг %."
"При этом дневной привес контрольного улья достигал 5,1 кг.",При этом дневной привес контрольного улья достигал пяти целых одной десятой кг.
"Суточный привес улья в данных вариантах составил соответственно 5,3 и 5,2 кг.",Суточный привес улья в данных вариантах составил соответственно пять целых три десятых и пять целых две десятых кг.
"русские — 89,4 %",русские — восемьдесят девять целых четыре десятых %
"башкиры — 3,6 %",башкиры — три целых шесть десятых %
"татары — 3,4 %",татары — три целых четыре десятых %
"украинцы 1,1 %",украинцы одна целая одна десятая %
"остальные — 2,5 %",остальные — две целых пять десятых %
"Среднегодовая температура воздуха: +2,5 °C;",Среднегодовая температура воздуха: две целых пять десятых °C;
"Относительная влажность воздуха: 68,0 %;",Относительная влажность воздуха: шестьдесят восемь целых ноль десятых %;
"Средняя скорость ветра: 3,5 м/с;",Средняя скорость ветра: три целых пять десятых м/с;
"Звезда относится к спектральному классу S, подкласс варьирует от S2.5,9e до S6,9e(Tc).","Звезда относится к спектральному классу S, подкласс варьирует от S2.5,9e до S6,9e(Tc)."
"R Лебедя обладает минимальной видимой звёздной величиной 6,1 в максимуме блеска и минимальной видимой звёздной величиной 14,4, период изменения равен 426,45 суткам.","R Лебедя обладает минимальной видимой звёздной величиной шестью целых одной десятой в максимуме блеска и минимальной видимой звёздной величиной четырнадцатью целых четырьмя десятых, период изменения равен четырёмстам двадцати шести целых сорока пяти сотых суткам."
"Зимовочные норы имеют подземные кладовые и зимовочную камеру на глубине 1,5—2,5 м.",Зимовочные норы имеют подземные кладовые и зимовочную камеру на глубине одной целой пяти десятых—двух целых пяти десятых м.
"На одной из скал около крепости Кумме в третий год правления царицы была сделана отметка, из которой нам известно о поднятии воды в Ниле на 1,83 м.","На одной из скал около крепости Кумме в третий год правления царицы была сделана отметка, из которой нам известно о поднятии воды в Ниле на одной целой восьмидесяти трёх сотых м."
Сейчас она находится в Музее изящных искусств Бостона (MFA 24.742).,Сейчас она находится в Музее изящных искусств Бостона (MFA двадцать четыре целых семьсот сорок две тысячных).
"Высота этого фрагмента составляет 21,4 см.",Высота этого фрагмента составляет двадцати одной целой четырёх десятых см.
"Эта часть статуи также не подписана никаким именем, но имеет на троне иероглифические знаки, «Властелин обеих земель» (егип. zemat-tawy).","Эта часть статуи также не подписана никаким именем, но имеет на троне иероглифические знаки, «Властелин обеих земель» (егип. zemat-tawy)."
"Можно было лишь констатировать, что пирамида должна быть больше, чем её южная соседка, приписываемая Аменемхету IV и имеющая длину стороны 52,5 метра.","Можно было лишь констатировать, что пирамида должна быть больше, чем её южная соседка, приписываемая Аменемхету IV и имеющая длину стороны пятидесяти двух целых пяти десятых метра."
"Окончательно они исчезли из Европы около 11,5 тысяч лет назад и встречались ещё на протяжении около трёх тысяч лет в Сибири.",Окончательно они исчезли из Европы около одиннадцать целых пять десятых тысяч лет назад и встречались ещё на протяжении около трёх тысяч лет в Сибири.
"Наиболее известным видом рода гигантских оленей является вид Megaloceros giganteus, чей рост в холке составлял до 1,8 метров и соответствовал величине современных крупных лосей.","Наиболее известным видом рода гигантских оленей является вид Megaloceros giganteus, чей рост в холке составлял до одной целой восьми десятых метров и соответствовал величине современных крупных лосей."
"Они достигали размаха 3,6 м и были одними из самых крупных головных наростов, которыми когда-либо обладали копытные животные.","Они достигали размаха трёх целых шести десятых м и были одними из самых крупных головных наростов, которыми когда-либо обладали копытные животные."
"В 1,5 км к юго-западу от деревни расположен Щуровский археологический комплекс — сложное сочетание селищ и кремационных могильников, датируемых ранним железным веком и I тысячелетием.","В одной целой пяти десятых км к юго-западу от деревни расположен Щуровский археологический комплекс — сложное сочетание селищ и кремационных могильников, датируемых ранним железным веком и I тысячелетием."
"Общая площадь территории — 569,70 км², из которых 147,1 км² — вода.","Общая площадь территории — пятьсот шестьдесят девять целых семьдесят сотых км², из которых сто сорок семь целых одна десятая км² — вода."
"Прочие языки являются родными для 1,11 % жителей общины.",Прочие языки являются родными для одна целая одиннадцать сотых % жителей общины.
"Занимает площадь 1,374 км².",Занимает площадь одной целой трёхсот семидесяти четырёх тысячных км².
"Заметно выросло число голосов, поданных за Коммунистическую партию Германии (на 1,3 млн).","Заметно выросло число голосов, поданных за Коммунистическую партию Германии (на одна целая три десятых млн)."
"Национал-социалистская партия совершила масштабный рывок, собрав 6,4 млн голосов (прирост 3,6 млн).","Национал-социалистская партия совершила масштабный рывок, собрав шесть целых четыре десятых млн голосов (прирост трёх целых шести десятых млн)."
"Доля поданных за неё голосов выросла с 2,6 % до 18,5 %, и НСДАП превратилась во вторую политическую партию в рейхстаге.","Доля поданных за неё голосов выросла с две целых шесть десятых % до восемнадцать целых пять десятых %, и НСДАП превратилась во вторую политическую партию в рейхстаге."
"Число поданных за неё голосов возросло ещё на 7,3 млн голосов (37,1 %).",Число поданных за неё голосов возросло ещё на семь целых три десятых млн голосов (тридцать семь целых одна десятая %).
"В итоге рабочие партии набрали в сумме те же 13,3 млн голосов.",В итоге рабочие партии набрали в сумме те же тринадцать целых три десятых млн голосов.
-128.66.,-сто двадцать восемь целых шестьдесят шесть сотых.
"Первый слой, датируемый второй половиной IV (ранее концом IV — началом III) тысячелетия до н. э., относится к так называемой нижнемихайловской культуре и представлен землянками и полуземлянками с глинобитными очагами; незначительная (до 0,2 м) толщина слоя позволяет предположить, что данное поселение существовало непродолжительное время.","Первый слой, датируемый второй половиной IV (ранее концом IV — началом III) тысячелетия до н. э., относится к так называемой нижнемихайловской культуре и представлен землянками и полуземлянками с глинобитными очагами; незначительная (до ноля целых двух десятых м) толщина слоя позволяет предположить, что данное поселение существовало непродолжительное время."
"Толщина второго слоя достигает 0,6 м, а само поселение того периода занимает большую площадь по сравнению с предшествующим; землянки и полуземлянки с глинобитными очагами по-прежнему присутствуют, однако появляются также каменные наземные дома.","Толщина второго слоя достигает ноля целых шести десятых м, а само поселение того периода занимает большую площадь по сравнению с предшествующим; землянки и полуземлянки с глинобитными очагами по-прежнему присутствуют, однако появляются также каменные наземные дома."
—,—
—,—
"Самыми известными марафонами, не соответствующими стандартам IAAF по причине больших перепадов высоты, являются Бостонский (перепады составляют 136,29 м) и Лос-Анджелесский (перепады составляют 121,94 м).","Самыми известными марафонами, не соответствующими стандартам IAAF по причине больших перепадов высоты, являются Бостонский (перепады составляют сто тридцати шести целых двадцати девяти сотых м) и Лос-Анджелесский (перепады составляют сто двадцати одной целой девяноста четырёх сотых м)."
"Среднегодовая температура воздуха — 2,6 °C.",Среднегодовая температура воздуха — две целых шесть десятых °C.
"Средняя температура воздуха самого холодного месяца (января) — −12,1 °C; самого тёплого месяца (июля) — 17,7 °C.",Средняя температура воздуха самого холодного месяца (января) — −двенадцать целых одна десятая °C; самого тёплого месяца (июля) — семнадцать целых семь десятых °C.
"Масса оружия без оптического прицела от 3,6 до 3.8 кг",Масса оружия без оптического прицела от трёх целых шести десятых до трёх целых восьми десятых кг
"Площадь поверхности — 1,7 км².",Площадь поверхности — одна целая семь десятых км².
"Площадь водосборного бассейна — 19,2 км².",Площадь водосборного бассейна — девятнадцать целых две десятых км².
"Площадь — 11958,9 км² (11020,8 вёрст²), в том числе под озёрами, считая часть Ладожского озера, 3102,1 км² (2907,3 версты²).","Площадь — одиннадцать тысячи девятьсот пятьдесят восемь целых девять десятых км² (одиннадцать тысячи двадцать целых восемь десятых вёрст²), в том числе под озёрами, считая часть Ладожского озера, три тысяча сто две целых одна десятая км² (две тысяча девятьсот семь целых три десятых версты²)."
УрбанизацияГородское население (город Гудермес) составляет 36.55 % от всего населения района.,УрбанизацияГородское население (город Гудермес) составляет тридцать шесть целых пятьдесят пять сотых % от всего населения района.
"Средняя урожайность зерновых по сельским хозяйствам составила 30,6 центнеров с гектара.",Средняя урожайность зерновых по сельским хозяйствам составила тридцати целых шести десятых центнеров с гектара.
