q,a
"Последовательно победив венесуэльца Одилио Ариаса (по очкам, 5:0) и Дидовжийна Серениана из Монголии (по очкам, 4:1), он вышел в финал, где снова встретился с соотечественником и соперником за место в сборной СССР Мунчяном.","Последовательно победив венесуэльца Одилио Ариаса (по очкам, пять:ноль) и Дидовжийна Серениана из Монголии (по очкам, четыре:один), он вышел в финал, где снова встретился с соотечественником и соперником за место в сборной СССР Мунчяном."
"Абдрахманов проиграл сопернику (по очкам, 0:5), и, несмотря на отдельные успехи на внутренней арене в последующие годы, окончательно уступил свои позиции в национальной сборной Ншану и Александру Махмутову.","Абдрахманов проиграл сопернику (по очкам, ноль:пять), и, несмотря на отдельные успехи на внутренней арене в последующие годы, окончательно уступил свои позиции в национальной сборной Ншану и Александру Махмутову."
22 апреля 2021 года в матче против клуба «Жас Кыран» дебютировал в кубке Казахстана (2:0).,22 апреля 2021 года в матче против клуба «Жас Кыран» дебютировал в кубке Казахстана (два:ноль).
"17 марта 2022 года в матче против клуба «Атырау» дебютировал в казахстанской Премьер-лиге (1:2), выйдя на замену на 75-й минуте вместо Ильяса Амирсеитова.","17 марта 2022 года в матче против клуба «Атырау» дебютировал в казахстанской Премьер-лиге (один:два), выйдя на замену на 75-й минуте вместо Ильяса Амирсеитова."
Интервью с младшей сестрой Зины Портновой 02.01.2014 газета «Завтра».,Интервью с младшей сестрой Зины Портновой второго января две тысячи четырнадцатого года газета «Завтра».
"Обаль, музей — фотографии от 13.01.2015 г. с информацией к ним","Обаль, музей — фотографии от тринадцатого января две тысячи пятнадцатого года г. с информацией к ним"
"На протяжении 1990-х годов представляла Россию на различных шоссейных стартах в Европе, в частности в 1995 и 1997 годах выиграла два полумарафона во Франции, показав время 1:15:34 и 1:16:08 соответственно.","На протяжении 1990-х годов представляла Россию на различных шоссейных стартах в Европе, в частности в 1995 и 1997 годах выиграла два полумарафона во Франции, показав время один час пятнадцать минут:34 и один час шестнадцать минут:08 соответственно."
(27.8.1942 г. — 18.10.1942 г.) — полковник Титов В. Д.,(27.8.1942 г. — восемнадцатого октября тысяча девятьсот сорок второго года г.) — полковник Титов В. Д.
"(18.10.1942 г.- 11.8.1943 г.) — генерал-майор Визжилин, Виктор Алексеевич","(восемнадцатого октября тысяча девятьсот сорок второго года г.- 11.8.1943 г.) — генерал-майор Визжилин, Виктор Алексеевич"
«The Audio Injection» — 0:43,«The Audio Injection» — ноль часа сорок три минуты
«Dreamstate Emergency» — 5:18,«Dreamstate Emergency» — пять часов восемнадцать минут
«Door 2.12» — 4:22,«Door 2.12» — четыре часа двадцать два минуты
«Illuminate» — 5:03,«Illuminate» — пять часов три минуты
«Deathbox» — 4:31,«Deathbox» — четыре часа тридцать один минута
«Sane vs. Normal» — 2:46,«Sane vs. Normal» — два часа сорок шесть минуты
«Jack Vegas» — 3:24,«Jack Vegas» — три часа двадцать четыре минуты
«Mindsaver» — 4:12,«Mindsaver» — четыре часа двенадцать минут
«Overdose in the Hall of Fame» — 5:16,«Overdose in the Hall of Fame» — пять часов шестнадцать минут
«The Silver Drop» — 4:52,«The Silver Drop» — четыре часа пятьдесят два минуты
«Wild Boys» (кавер-версия песни Duran Duran) — 4:59,«Wild Boys» (кавер-версия песни Duran Duran) — четыре часа пятьдесят девять минуты
"«Флаг муниципального образования „Город Киров“ представляет собой прямоугольное полотнище жёлтого цвета с отношением ширины к длине 2:3, в центре которого — направленная по диагонали вниз выходящая из схематически показанного облака синего цвета рука в рукаве красного цвета, держащая натянутый лук красного цвета с наложенной стрелой красного цвета, выше которой — уширенный крест красного цвета».","«Флаг муниципального образования „Город Киров“ представляет собой прямоугольное полотнище жёлтого цвета с отношением ширины к длине два:три, в центре которого — направленная по диагонали вниз выходящая из схематически показанного облака синего цвета рука в рукаве красного цвета, держащая натянутый лук красного цвета с наложенной стрелой красного цвета, выше которой — уширенный крест красного цвета»."
полковник Григорьев Михаил Григорьевич (23-я БрСпН) (20.12.1950-30.11.1954);,полковник Григорьев Михаил Григорьевич (23-я БрСпН) (двадцатого декабря тысяча девятьсот пятидесятого года-тридцатого ноября тысяча девятьсот пятьдесят четвёртого года);
полковник Тонких Фёдор Петрович (73-я ИнжБр) (30.11.1954-01.12.1956);,полковник Тонких Фёдор Петрович (73-я ИнжБр) (тридцатого ноября тысяча девятьсот пятьдесят четвёртого года-первого декабря тысяча девятьсот пятьдесят шестого года);
генерал-майор Диброва Иван Филиппович (10.12.1956- .07.1961);,генерал-майор Диброва Иван Филиппович (десятого декабря тысяча девятьсот пятьдесят шестого года- .07.1961);
генерал-майор Никифоров Николай Семёнович (.07.1961- 13.10.1970);,генерал-майор Никифоров Николай Семёнович (.07.1961- тринадцатого октября тысяча девятьсот семидесятого года);
генерал-майор Сапоженков Юрий Алексеевич (13.10.1970- 20.01.1977);,генерал-майор Сапоженков Юрий Алексеевич (тринадцатого октября тысяча девятьсот семидесятого года- двадцатого января тысяча девятьсот семьдесят седьмого года);
генерал-майор Фурса Евгений Григорьевич (20.01.1977-13.12.1980);,генерал-майор Фурса Евгений Григорьевич (двадцатого января тысяча девятьсот семьдесят седьмого года-тринадцатого декабря тысяча девятьсот восьмидесятого года);
генерал-майор Фёдоров Владимир Алексеевич (13.12.1980-30.06.1982);,генерал-майор Фёдоров Владимир Алексеевич (тринадцатого декабря тысяча девятьсот восьмидесятого года-тридцатого июня тысяча девятьсот восемьдесят второго года);
генерал-майор Макаревич Александр Александрович (30.06.1982-29.10.1987);,генерал-майор Макаревич Александр Александрович (тридцатого июня тысяча девятьсот восемьдесят второго года-двадцать девятого октября тысяча девятьсот восемьдесят седьмого года);
генерал-майор Каримов Рустам Бакиевич (29.10.1987-31.03.1990).,генерал-майор Каримов Рустам Бакиевич (двадцать девятого октября тысяча девятьсот восемьдесят седьмого года-тридцать первого марта тысяча девятьсот девяностого года).
"36-летняя Джун Торбёрн погибла в авиакатастрофе, произошедшей 4 ноября 1967 года в Хаслмире (Суррей, Англия, Великобритания) примерно в 22:02.","36-летняя Джун Торбёрн погибла в авиакатастрофе, произошедшей 4 ноября 1967 года в Хаслмире (Суррей, Англия, Великобритания) примерно в двадцать два часа два минуты."
"In the Zone был записан на Battery Studios и The Dojo в Нью-Йорке, 3:20 Studios, Decoy Studios, Pacifique Studios, Record Plant и Westlake Audio в Лос-Анджелесе, The Chocolate Factory, в Чикаго, Triangle Sond {sic} Studios в Атланте, Metrophonic Studios и Olympic Studios в Лондоне и Murlyn Studios в Стокгольме.","In the Zone был записан на Battery Studios и The Dojo в Нью-Йорке, три часа двадцать минут Studios, Decoy Studios, Pacifique Studios, Record Plant и Westlake Audio в Лос-Анджелесе, The Chocolate Factory, в Чикаго, Triangle Sond {sic} Studios в Атланте, Metrophonic Studios и Olympic Studios в Лондоне и Murlyn Studios в Стокгольме."
2 января 2001 года в матче «Монреаль Канадиенс» — «Нью-Йорк Айлендерс» при счете 3:2 в пользу «Канадцев»,2 января 2001 года в матче «Монреаль Канадиенс» — «Нью-Йорк Айлендерс» при счете три:два в пользу «Канадцев»
Жозе со своей половины поля забил в пустые ворота и увеличил счёт.,Жозе со своей половины поля забил в пустые ворота и увеличил счёт.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Досье // 18.05.2018.,Досье // восемнадцатого мая две тысячи восемнадцатого года.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"22.07.2013, 129 (3391)","двадцать второго июля две тысячи тринадцатого года, 129 (3391)"
"29.06.2011, 117 (2883)","двадцать девятого июня две тысячи одиннадцатого года, 117 (2883)"
"Газета «Коммерсантъ С-Петербург», № 179/П (4719), 26.09.2011","Газета «Коммерсантъ С-Петербург», № 179/П (4719), двадцать шестого сентября две тысячи одиннадцатого года"
"Топ-30 российских ретейлеров по итогам 2012 года «Коммерсантъ-Online», 09.07.2013","Топ-30 российских ретейлеров по итогам 2012 года «Коммерсантъ-Online», девятого июля две тысячи тринадцатого года"
"На всей территории Хабаровского ареала языка доля коренного нанайского населения составляет в среднем не более 30 %; национальных нанайских деревень практически не осталось — всего в трёх сёлах (Джуен, Улика-Национальное, Дада) нанайцы составляют более 90 % населения, в остальных населённых пунктах эта цифра значительно ниже (источник данных — «Информация по населенным пунктам, районам проживания и хозяйственной деятельности коренных малочисленных народов Севера и Дальнего Востока РФ по данным Управления уполномоченного Минэкономразвития России по Дальневосточному району на 01.01.2002 года»).","На всей территории Хабаровского ареала языка доля коренного нанайского населения составляет в среднем не более 30 %; национальных нанайских деревень практически не осталось — всего в трёх сёлах (Джуен, Улика-Национальное, Дада) нанайцы составляют более 90 % населения, в остальных населённых пунктах эта цифра значительно ниже (источник данных — «Информация по населенным пунктам, районам проживания и хозяйственной деятельности коренных малочисленных народов Севера и Дальнего Востока РФ по данным Управления уполномоченного Минэкономразвития России по Дальневосточному району на первого января две тысячи второго года года»)."
2001 — Заслуженный артист Российской Федерации (24.09.2001) — за заслуги в области искусства.,2001 — Заслуженный артист Российской Федерации (двадцать четвёртого сентября две тысячи первого года) — за заслуги в области искусства.
2009 — Медаль ордена «За заслуги перед Отечеством» II степени (25.10.2009) — за большой вклад в развитие отечественного театрального искусства и многолетнюю творческую деятельность.,2009 — Медаль ордена «За заслуги перед Отечеством» II степени (двадцать пятого октября две тысячи девятого года) — за большой вклад в развитие отечественного театрального искусства и многолетнюю творческую деятельность.
"2019 — Благодарность Президента Российской Федерации (12.08.2019) — за заслуги в развитии отечественной культуры и искусства, многолетнюю плодотворную деятельность.","2019 — Благодарность Президента Российской Федерации (двенадцатого августа две тысячи девятнадцатого года) — за заслуги в развитии отечественной культуры и искусства, многолетнюю плодотворную деятельность."
Был сильным шахматистом-перворазрядником и однажды принес победу сборной писателей СССР в матче против сборной Обнинска (матч закончился со счетом 8:7).,Был сильным шахматистом-перворазрядником и однажды принес победу сборной писателей СССР в матче против сборной Обнинска (матч закончился со счетом восемь:семь).
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
В беге на 5000 метров установил свой личный рекорд — 13:39.2.,В беге на 5000 метров установил свой личный рекорд — тринадцать часа тридцать девять минуты.2.
"В июне 1973 года на соревнованиях в Москве стал пятым в дисциплине 10 000 метров, установив при этом ныне действующий рекорд Латвии — 28:25.8.","В июне 1973 года на соревнованиях в Москве стал пятым в дисциплине 10 000 метров, установив при этом ныне действующий рекорд Латвии — двадцать восемь:двадцать пять.8."
"По новому плану операции предусматривалось ударами Уральской группы на Лбищевск, Калмыково и Илецкой группы на Джамбейтинскую Ставку при содействии конной группы, наступавшей на укрепление Уильское (ныне п. Уил Актюбинской обл., О. Г. Ярошенко 02.06.2012), окружить и уничтожить главные силы Уральской армии, а затем развернуть последующее наступление на Гурьев.","По новому плану операции предусматривалось ударами Уральской группы на Лбищевск, Калмыково и Илецкой группы на Джамбейтинскую Ставку при содействии конной группы, наступавшей на укрепление Уильское (ныне п. Уил Актюбинской обл., О. Г. Ярошенко второго июня две тысячи двенадцатого года), окружить и уничтожить главные силы Уральской армии, а затем развернуть последующее наступление на Гурьев."
30 января в 9:30 началась церемония похорон.,30 января в девять часов тридцать минут началась церемония похорон.
"В 9:45, когда траурная процессия достигла Уайтхолла, Биг-Бен пробил в последний раз и замолчал до полуночи.","В девять часов сорок пять минуты, когда траурная процессия достигла Уайтхолла, Биг-Бен пробил в последний раз и замолчал до полуночи."
"Все его выступления с 9 сентября 2012 года по 2 июня 2015 года были аннулированы, в том числе первое место на Кубке Европы по ходьбе — 2015 на дистанции 50 км с результатом 3:43.32.","Все его выступления с 9 сентября 2012 года по 2 июня 2015 года были аннулированы, в том числе первое место на Кубке Европы по ходьбе — 2015 на дистанции 50 км с результатом три часа сорок три минуты.32."
«One Way or Another» — 4:37,«One Way or Another» — четыре часа тридцать семь минуты
"«Weep in Silence» (Хенсли, Джон Уэттон) — 5:09","«Weep in Silence» (Хенсли, Джон Уэттон) — пять часов девять минут"
«Misty Eyes» — 4:15,«Misty Eyes» — четыре часа пятнадцать минут
«Midnight» — 5:40,«Midnight» — пять часов сорок минут
«Can’t Keep a Good Band Down» — 3:40,«Can’t Keep a Good Band Down» — три часа сорок минут
«Woman of the World» — 3:10,«Woman of the World» — три часа десять минут
"«Footprints in the Snow» (Хенсли, Уэттон) — 3:56","«Footprints in the Snow» (Хенсли, Уэттон) — три часа пятьдесят шесть минуты"
«Can’t Stop Singing» — 3:15,«Can’t Stop Singing» — три часа пятнадцать минут
«Make a Little Love» — 3:24,«Make a Little Love» — три часа двадцать четыре минуты
«Confession» — 2:14,«Confession» — два часа четырнадцать минут
комбриг (17.02.1938),комбриг (семнадцатого февраля тысяча девятьсот тридцать восьмого года)
орден Ленина (22.02.1938),орден Ленина (двадцать второго февраля тысяча девятьсот тридцать восьмого года)
Юбилейная медаль «XX лет Рабоче-Крестьянской Красной Армии» (22.02.1938),Юбилейная медаль «XX лет Рабоче-Крестьянской Красной Армии» (двадцать второго февраля тысяча девятьсот тридцать восьмого года)
"23 сентября 2008 года дебютировал в основном составе клуба во втором раунде Кубка Германии против «Аугсбурга», выйдя на 86-й минуте («аспириновые» выиграли 2:0).","23 сентября 2008 года дебютировал в основном составе клуба во втором раунде Кубка Германии против «Аугсбурга», выйдя на 86-й минуте («аспириновые» выиграли два:ноль)."
В Бундеслиге первый матч провёл 8 августа 2009 года против «Майнца» (2:2).,В Бундеслиге первый матч провёл 8 августа 2009 года против «Майнца» (два:два).
"В 2009 году также выступал на правах аренды за «Нюрнберг», где первый матч провёл 9 февраля 2009 года против «Кайзерслаутерна» (3:0).","В 2009 году также выступал на правах аренды за «Нюрнберг», где первый матч провёл 9 февраля 2009 года против «Кайзерслаутерна» (три:ноль)."
13 мая 2010 года впервые сыграл за основную сборную против сборной Мальты (3:0): на 72-й минуте он вышел на поле вместо Сами Хедиры.,13 мая 2010 года впервые сыграл за основную сборную против сборной Мальты (три:ноль): на 72-й минуте он вышел на поле вместо Сами Хедиры.
"Ущелье Волчьи Ворота — памятник природы (Решение Туапсинского РИК от 19.02.1985 года № 392; решение Краснодарского КИК 14.07.1988 г. № 326), расположенный в Туапсинском районе Краснодарского края.","Ущелье Волчьи Ворота — памятник природы (Решение Туапсинского РИК от девятнадцатого февраля тысяча девятьсот восемьдесят пятого года года № 392; решение Краснодарского КИК четырнадцатого июля тысяча девятьсот восемьдесят восьмого года г. № 326), расположенный в Туапсинском районе Краснодарского края."
При инспектировании  31.07.2018 его состояние было оценено как аварийное.,При инспектировании  тридцать первого июля две тысячи восемнадцатого года его состояние было оценено как аварийное.
"В начале 1842 года Клейнмихель, произведённый годом ранее (16.04.1841) в генералы от инфантерии, исполнял должность военного министра, а с 11 августа 1842 года назначен главноуправляющим путями сообщений и публичными зданиями и оставался в этой должности до октября 1855 года.","В начале 1842 года Клейнмихель, произведённый годом ранее (шестнадцатого апреля тысяча восемьсот сорок первого года) в генералы от инфантерии, исполнял должность военного министра, а с 11 августа 1842 года назначен главноуправляющим путями сообщений и публичными зданиями и оставался в этой должности до октября 1855 года."
"Первая жена (с 1816 года) — Варвара Александровна Кокошкина (09.01.1798—1842), внучка горнозаводчика А. Ф. Турчанинова и сестра петербургского обер-полицмейстера С. А. Кокошкина.","Первая жена (с 1816 года) — Варвара Александровна Кокошкина (девятого января тысяча семьсот девяносто восьмого года—1842), внучка горнозаводчика А. Ф. Турчанинова и сестра петербургского обер-полицмейстера С. А. Кокошкина."
"Вторая жена (с 1832 года) — Клеопатра Петровна Ильинская (17.10.1811 — 17.01.1865), вдова штабс-ротмистра В. О. Хорвата; дочь Петра Ильича Ильинского и Елизаветы Николаевны Переверзевой; родственница фаворитки Николая I фрейлины В. А. Нелидовой.","Вторая жена (с 1832 года) — Клеопатра Петровна Ильинская (семнадцатого октября тысяча восемьсот одиннадцатого года — семнадцатого января тысяча восемьсот шестьдесят пятого года), вдова штабс-ротмистра В. О. Хорвата; дочь Петра Ильича Ильинского и Елизаветы Николаевны Переверзевой; родственница фаворитки Николая I фрейлины В. А. Нелидовой."
"Александра (17.11.1835—1912), крестница великого князя Александра Николаевича и великой княжны Марии Николаевны, фрейлина, замужем за полковником Ф. Ф. Козеном (ум. 1906).","Александра (семнадцатого ноября тысяча восемьсот тридцать пятого года—1912), крестница великого князя Александра Николаевича и великой княжны Марии Николаевны, фрейлина, замужем за полковником Ф. Ф. Козеном (ум. 1906)."
"Михаил (1848—09.05.1872), умер от чахотки в Париже.","Михаил (1848—девятого мая тысяча восемьсот семьдесят второго года), умер от чахотки в Париже."
"Орден Святого Владимира 4-й степени с бантом (19.12.1812),","Орден Святого Владимира 4-й степени с бантом (девятнадцатого декабря тысяча восемьсот двенадцатого года),"
"Орден Святой Анны 2-й степени с алмазными знаками (01.01.1819),","Орден Святой Анны 2-й степени с алмазными знаками (первого января тысяча восемьсот девятнадцатого года),"
"Орден Святого Владимира 3-й степени (12.12.1819),","Орден Святого Владимира 3-й степени (двенадцатого декабря тысяча восемьсот девятнадцатого года),"
"Орден Святого Владимира 2-й степени (03.07.1821),","Орден Святого Владимира 2-й степени (третьего июля тысяча восемьсот двадцать первого года),"
"Орден Святой Анны 1-й степени (17.07.1823),","Орден Святой Анны 1-й степени (семнадцатого июля тысяча восемьсот двадцать третьего года),"
"Алмазные знака к ордену Святой Анны 1-й степени (14.07.1825),","Алмазные знака к ордену Святой Анны 1-й степени (четырнадцатого июля тысяча восемьсот двадцать пятого года),"
"Знак отличия беспорочной службы за XV лет (22.08.1830),","Знак отличия беспорочной службы за XV лет (двадцать второго августа тысяча восемьсот тридцатого года),"
"Орден Святого Георгия 4-й степени за 25 лет выслуги в офицерских чинах (18.12.1830),","Орден Святого Георгия 4-й степени за 25 лет выслуги в офицерских чинах (восемнадцатого декабря тысяча восемьсот тридцатого года),"
"Знак отличия беспорочной службы за XX лет (22.08.1831),","Знак отличия беспорочной службы за XX лет (двадцать второго августа тысяча восемьсот тридцать первого года),"
"Орден Белого орла (10.04.1832),","Орден Белого орла (десятого апреля тысяча восемьсот тридцать второго года),"
"Орден Святого Александра Невского (22.04.1834),","Орден Святого Александра Невского (двадцать второго апреля тысяча восемьсот тридцать четвёртого года),"
"Бриллиантовые знаки к ордену Святого Александра Невского (29.03.1836),","Бриллиантовые знаки к ордену Святого Александра Невского (двадцать девятого марта тысяча восемьсот тридцать шестого года),"
"Знак отличия беспорочной службы за XXV лет (22.08.1836),","Знак отличия беспорочной службы за XXV лет (двадцать второго августа тысяча восемьсот тридцать шестого года),"
"Орден Святого Владимира 1-й степени (03.04.1838),","Орден Святого Владимира 1-й степени (третьего апреля тысяча восемьсот тридцать восьмого года),"
"Золотая медаль с алмазами и надписью ""Усердие всё превозмогает"" при Высочайшем рескрипте (25.03.1839),","Золотая медаль с алмазами и надписью ""Усердие всё превозмогает"" при Высочайшем рескрипте (двадцать пятого марта тысяча восемьсот тридцать девятого года),"
"Бриллиантовый перстень с портретом императора Николая I (16.04.1841),","Бриллиантовый перстень с портретом императора Николая I (шестнадцатого апреля тысяча восемьсот сорок первого года),"
"Знак отличия беспорочной службы за XXX лет (22.08.1841),","Знак отличия беспорочной службы за XXX лет (двадцать второго августа тысяча восемьсот сорок первого года),"
"Знак отличия беспорочной службы за XXXV лет (22.08.1848),","Знак отличия беспорочной службы за XXXV лет (двадцать второго августа тысяча восемьсот сорок восьмого года),"
"Орден Святого Андрея Первозванного (22.08.1849),","Орден Святого Андрея Первозванного (двадцать второго августа тысяча восемьсот сорок девятого года),"
"Бриллиантовые знаки к ордену Святого Андрея Первозванного (05.12.1850),","Бриллиантовые знаки к ордену Святого Андрея Первозванного (пятого декабря тысяча восемьсот пятидесятого года),"
Знак отличия беспорочной службы за XL лет (22.08.1851).,Знак отличия беспорочной службы за XL лет (двадцать второго августа тысяча восемьсот пятьдесят первого года).
"SI-A-SI первыми предложили и разработали концепцию, которая решает вопрос учёта контактов.","SI-A-SI первыми предложили и разработали концепцию, которая решает вопрос учёта контактов."
(Патент США TXu 1-579-483 от 03/07/2008),(Патент США TXu от одного до пятисот семидесяти девяти-483 от третьего июля две тысячи восьмого года)
Базой концепции является — видео реклама и контроль её просмотров.,Базой концепции является — видео реклама и контроль её просмотров.
Iowa City Die In (недоступная ссылка с 01-10-2015 [3134 дня]),Iowa City Die In (недоступная ссылка с от одного до десяти-2015 [3134 дня])
В матче против Ирана (1:1) отдал голевую передачу на Флавиу Амаду и был признан лучшим игроком матча.,В матче против Ирана (один:один) отдал голевую передачу на Флавиу Амаду и был признан лучшим игроком матча.
Во втором матче против Сенегала (3:1) отыграл все 90 минут и отдал голевой пас на Манушу.,Во втором матче против Сенегала (три:один) отыграл все 90 минут и отдал голевой пас на Манушу.
орден Красного Знамени (23.01.1943),орден Красного Знамени (двадцать третьего января тысяча девятьсот сорок третьего года)
орден Красного Знамени (27.09.1943),орден Красного Знамени (двадцать седьмого сентября тысяча девятьсот сорок третьего года)
орден Красного Знамени (05.11.1954) (за выслугу лет),орден Красного Знамени (пятого ноября тысяча девятьсот пятьдесят четвёртого года) (за выслугу лет)
орден Отечественной войны I степени (04.04.1943),орден Отечественной войны I степени (четвёртого апреля тысяча девятьсот сорок третьего года)
орден Отечественной войны I степени  (19.01.1945),орден Отечественной войны I степени  (девятнадцатого января тысяча девятьсот сорок пятого года)
орден Красной Звезды  (27.12.1951),орден Красной Звезды  (двадцать седьмого декабря тысяча девятьсот пятьдесят первого года)
«За боевые заслуги» (03.11.1944),«За боевые заслуги» (третьего ноября тысяча девятьсот сорок четвёртого года)
«За оборону Советского Заполярья» (30.06.1946),«За оборону Советского Заполярья» (тридцатого июня тысяча девятьсот сорок шестого года)
(25.12.1945),(двадцать пятого декабря тысяча девятьсот сорок пятого года)
Академик АН РТ (07.05.1993).,Академик АН РТ (седьмого мая тысяча девятьсот девяносто третьего года).
ПАЧАДЖАНОВ Далер Набиджанович / / [03.04.1937 - ..,ПАЧАДЖАНОВ Далер Набиджанович / / [третьего апреля тысяча девятьсот тридцать седьмого года - ..
"UH-1N — факты  (недоступная ссылка с 10-08-2013 [3914 дней] — история, копия) (англ.)","UH-1N — факты  (недоступная ссылка с от десяти до восьми-2013 [3914 дней] — история, копия) (англ.)"
"The Bell UH-1 Huey at Greg Goebel’s AIR VECTORS  (недоступная ссылка с 10-08-2013 [3914 дней] — история, копия) (англ.)","The Bell UH-1 Huey at Greg Goebel’s AIR VECTORS  (недоступная ссылка с от десяти до восьми-2013 [3914 дней] — история, копия) (англ.)"
Название «Монино» образовано по названию местности «Мунинская пустошь» (межевая ведомость от 23.08.1792).,Название «Монино» образовано по названию местности «Мунинская пустошь» (межевая ведомость от двадцать третьего августа тысяча семьсот девяносто второго года).
"01.08.1917 — 30.03.1918 — Генерального штаба капитан (с декабря 1917 года — полковник) Неженцев, Митрофан Осипович;","первого августа тысяча девятьсот семнадцатого года — тридцатого марта тысяча девятьсот восемнадцатого года — Генерального штаба капитан (с декабря 1917 года — полковник) Неженцев, Митрофан Осипович;"
"30.03.1918 — 12.06.1918 — полковник Кутепов, Александр Павлович;","тридцатого марта тысяча девятьсот восемнадцатого года — двенадцатого июня тысяча девятьсот восемнадцатого года — полковник Кутепов, Александр Павлович;"
"12.06.1918 — 31.10.1918 — полковник Индейкин, Владимир Иванович;","двенадцатого июня тысяча девятьсот восемнадцатого года — тридцать первого октября тысяча девятьсот восемнадцатого года — полковник Индейкин, Владимир Иванович;"
"31.10.1918 — лето 1919 года — полковник Скоблин, Николай Владимирович;","тридцать первого октября тысяча девятьсот восемнадцатого года — лето 1919 года — полковник Скоблин, Николай Владимирович;"
"лето 1919 года — 14.10.1919 — полковник Пешня, Михаил Александрович;","лето 1919 года — четырнадцатого октября тысяча девятьсот девятнадцатого года — полковник Пешня, Михаил Александрович;"
"14.10.1919 — 11.1920 (с перерывами) — полковник Гордеенко, Карп Павлович;","четырнадцатого октября тысяча девятьсот девятнадцатого года — 11.1920 (с перерывами) — полковник Гордеенко, Карп Павлович;"
