q,a
Орден Отечественной войны I степени (25.02.1944),Орден Отечественной войны первой степени (двадцать пятого февраля тысяча девятьсот сорок четвёртого года)
Медаль «За оборону Москвы» (04.04.1945),Медаль «За оборону Москвы» (четвёртого апреля тысяча девятьсот сорок пятого года)
Юбилейная медаль «XX лет Рабоче-Крестьянской Красной Армии» (22.02.1938),Юбилейная медаль «XX лет Рабоче-Крестьянской Красной Армии» (двадцать второго февраля тысяча девятьсот тридцать восьмого года)
"[5]  (недоступная ссылка с 05-09-2013 [3884 дня] — история, копия) (итал.)","[пять]  (недоступная ссылка с от пяти до девяти-две тысячи тринадцать [три тысячи восемьсот восемьдесят четыре дня] — история, копия) (итал.)"
"Закон о единой графической основе — федеральный закон от 11.12.2002 № 165-ФЗ «О внесении дополнения в статью 3 Закона Российской Федерации „О языках народов Российской Федерации“», которым единственной возможной письменностью всех государственных языков Российской Федерации утверждалась кириллица.","Закон о единой графической основе — федеральный закон от одиннадцатого декабря две тысячи второго года № сто шестьдесят пять-ФЗ «О внесении дополнения в статью три Закона Российской Федерации „О языках народов Российской Федерации“», которым единственной возможной письменностью всех государственных языков Российской Федерации утверждалась кириллица."
"Депутаты Госдумы из Татарстана Фандас Сафиуллин и Наиль Хуснутдинов назвали новый закон попыткой «создать проблему на пустом месте» и обратились в Конституционный суд России, который своим постановлением № 16-П от 16.11.2004 подтвердил право федеральных властей устанавливать графическую основу языков России.","Депутаты Госдумы из Татарстана Фандас Сафиуллин и Наиль Хуснутдинов назвали новый закон попыткой «создать проблему на пустом месте» и обратились в Конституционный суд России, который своим постановлением № шестнадцать-П от шестнадцатого ноября две тысячи четвёртого года подтвердил право федеральных властей устанавливать графическую основу языков России."
"Рустемов Е. Д. УДК 81""1:81""246.","Рустемов Е. Д. УДК восемьдесят один""один:восемьдесят один""двести сорок шесть."
3,три
Смещение применяемого времени относительно UTC составляет +4:00.,Смещение применяемого времени относительно UTC составляет +четыре часа ноль минут.
В соответствии с применяемым временем и географической долготой средний солнечный полдень в Самаре наступает в 12:39.,В соответствии с применяемым временем и географической долготой средний солнечный полдень в Самаре наступает в двенадцать часов тридцать девять минут.
Отношение ширины к длине флага составляет 1:2.,Отношение ширины к длине флага составляет один:два.
Соотношение высоты и ширины герба к ширине и длине Флага составляет соответственно 1:2 и 1:7.,Соотношение высоты и ширины герба к ширине и длине Флага составляет соответственно один:два и один:семь.
Расстояние от верхней кромки флага до герба составляет 1:7 ширины флага.,Расстояние от верхней кромки флага до герба составляет один:семь ширины флага.
Расстояние от нижней кромки Флага до основания надписи относится к ширине флага как 1:7.,Расстояние от нижней кромки Флага до основания надписи относится к ширине флага как один:семь.
Высота строчных букв составляет 1:10 ширины флага.,Высота строчных букв составляет один час десять минут ширины флага.
орден Ленина (11.09.1956);,орден Ленина (одиннадцатого сентября тысяча девятьсот пятьдесят шестого года);
"трижды орден Красного Знамени (10.04.1945, 30.01.1951);","трижды орден Красного Знамени (десятого апреля тысяча девятьсот сорок пятого года, тридцатого января тысяча девятьсот пятьдесят первого года);"
"дважды орден Трудового Красного Знамени (23.01.1948, 05.11.1954);","дважды орден Трудового Красного Знамени (двадцать третьего января тысяча девятьсот сорок восьмого года, пятого ноября тысяча девятьсот пятьдесят четвёртого года);"
"дважды орден Красной Звезды (02.11.1944, 10.12.1945);","дважды орден Красной Звезды (второго ноября тысяча девятьсот сорок четвёртого года, десятого декабря тысяча девятьсот сорок пятого года);"
орден «Знак Почёта» (26.04.1940);,орден «Знак Почёта» (двадцать шестого апреля тысяча девятьсот сорокового года);
знак «Заслуженный работник НКВД» (18.02.1946).,знак «Заслуженный работник НКВД» (восемнадцатого февраля тысяча девятьсот сорок шестого года).
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Смещение применяемого времени относительно UTC составляет +4:00.,Смещение применяемого времени относительно UTC составляет +четыре часа ноль минут.
"Олег Радзинский: «Особо опасный филолог» Радио Свобода, 17.05.2022","Олег Радзинский: «Особо опасный филолог» Радио Свобода, семнадцатого мая две тысячи двадцать второго года"
"Брат — Генри (14.11.1871 — 11.10.1937) — импресарио, дирижёр, вокальный педагог.","Брат — Генри (четырнадцатого ноября тысяча восемьсот семьдесят первого года — одиннадцатого октября тысяча девятьсот тридцать седьмого года) — импресарио, дирижёр, вокальный педагог."
05.12.1996).,пятого декабря тысяча девятьсот девяносто шестого года).
В этих отношениях Хунцикер родила вторую и третью своих дочерей — Солe Труссарди (род.10.10.2013) и Челесте Труссарди (род.08.03.2015).,В этих отношениях Хунцикер родила вторую и третью своих дочерей — Солe Труссарди (род.десятого октября две тысячи тринадцатого года) и Челесте Труссарди (род.восьмого марта две тысячи пятнадцатого года).
крейсер «Максим Горький» 23.06.1941 подрывается на минах и надолго выходит из строя;,крейсер «Максим Горький» двадцать третьего июня тысяча девятьсот сорок первого года подрывается на минах и надолго выходит из строя;
"На 22.06.1941 северные форты № 1,3,5,7 были вооружены зенитной артиллерией и вошли в систему ПВО Кронштадтского укрепленного сектора береговой обороны Балтийского флота.","На двадцать второго июня тысяча девятьсот сорок первого года северные форты № один,три,пять,семь были вооружены зенитной артиллерией и вошли в систему ПВО Кронштадтского укрепленного сектора береговой обороны Балтийского флота."
"«Марат» (капитан 2-го ранга П. К. Иванов), после 23.10.1941 — несамоходная плавучая батарея;","«Марат» (капитан два-го ранга П. К. Иванов), после двадцать третьего октября тысяча девятьсот сорок первого года — несамоходная плавучая батарея;"
"«Свирепый» (капитан-лейтенант П. Ф. Мазепин — до 21.09.1941), введён в строй в течение июня месяца;","«Свирепый» (капитан-лейтенант П. Ф. Мазепин — до двадцать первого сентября тысяча девятьсот сорок первого года), введён в строй в течение июня месяца;"
"«Вихрь» (старший лейтенант Б. А. Барер — с 22.06.1941), всю войну простоял в ремонте;","«Вихрь» (старший лейтенант Б. А. Барер — с двадцать второго июня тысяча девятьсот сорок первого года), всю войну простоял в ремонте;"
«Тайфун» (на 22.06.1941 в ремонте с 1939 года);,«Тайфун» (на двадцать второе июня тысяча девятьсот сорок первого года в ремонте с одна тысяча девятьсот тридцать девять года);
КАТЩ № 1 (до 13.08.1940 эст.,КАТЩ № один (до тринадцатого августа тысяча девятьсот сорокового года эст.
КАТЩ № 2 (до 13.08.1940 эст.,КАТЩ № два (до тринадцатого августа тысяча девятьсот сорокового года эст.
"М-72 (старший лейтенант Кулыгин Николай Николаевич), на 22.06.1941 в ремонте;","М-семьдесят два (старший лейтенант Кулыгин Николай Николаевич), на двадцать второе июня тысяча девятьсот сорок первого года в ремонте;"
"М-73 (старший лейтенант Каланин Виктор Петрович), на 22.06.1941 в ремонте;","М-семьдесят три (старший лейтенант Каланин Виктор Петрович), на двадцать второе июня тысяча девятьсот сорок первого года в ремонте;"
"М-74 (старший лейтенант Сазонов Дмитрий Михайлович), на 22.06.1941 в ремонте;","М-семьдесят четыре (старший лейтенант Сазонов Дмитрий Михайлович), на двадцать второе июня тысяча девятьсот сорок первого года в ремонте;"
"М-75 (старший лейтенант Тарасов Павел Степанович), на 22.06.1941 в ремонте;","М-семьдесят пять (старший лейтенант Тарасов Павел Степанович), на двадцать второе июня тысяча девятьсот сорок первого года в ремонте;"
"М-76 (лейтенант Жаворонков Георгий Александрович), на 22.06.1941 в ремонте.","М-семьдесят шесть (лейтенант Жаворонков Георгий Александрович), на двадцать второе июня тысяча девятьсот сорок первого года в ремонте."
"С-11 (капитан-лейтенант Середа Анатолий Михайлович), включена в состав КБФ 30.07.1941;","С-одиннадцать (капитан-лейтенант Середа Анатолий Михайлович), включена в состав КБФ тридцатого июля тысяча девятьсот сорок первого года;"
"С-12 (капитан-лейтенант Тураев Василий Адрианович), включена в состав КБФ 30.08.1941;","С-двенадцать (капитан-лейтенант Тураев Василий Адрианович), включена в состав КБФ тридцатого августа тысяча девятьсот сорок первого года;"
"С-13 (старший лейтенант Маланченко Петр Петрович), 11.07.1941 начала переход на Балтику по Мариинской водной системе, включена в состав КБФ 30.08.1941.","С-тринадцать (старший лейтенант Маланченко Петр Петрович), одиннадцатого июля тысяча девятьсот сорок первого года начала переход на Балтику по Мариинской водной системе, включена в состав КБФ тридцатого августа тысяча девятьсот сорок первого года."
"(командующий ВВС КБФ генерал-майор авиации В. В. Ермаченков, с 15.07.1941 — генерал-майор авиации М. И. Самохин)","(командующий ВВС КБФ генерал-майор авиации В. В. Ермаченков, с пятнадцатого июля тысяча девятьсот сорок первого года — генерал-майор авиации М. И. Самохин)"
"Обе команды сыграли по несколько сезонов в Премьер-лиге до попадания в Высшую лигу: «Семейные штучки» выступали под названием «19:30», а на фестивале в Сочи представили новый «семейный» формат команды под новым названием (один из участников команды — полуторагодовалый ребёнок);","Обе команды сыграли по несколько сезонов в Премьер-лиге до попадания в Высшую лигу: «Семейные штучки» выступали под названием «девятнадцать часов тридцать минут», а на фестивале в Сочи представили новый «семейный» формат команды под новым названием (один из участников команды — полуторагодовалый ребёнок);"
Семейные штучки (Ростов-на-Дону) — полуфиналисты Премьер-лиги (выступали под названием «19:30»),Семейные штучки (Ростов-на-Дону) — полуфиналисты Премьер-лиги (выступали под названием «девятнадцать часов тридцать минут»)
"10:24-DAL-29-ярдовый тачдаун+ЭП, Даллас повел 7-0","десять часов двадцать четыре минуты-DAL-двадцать девять-ярдовый тачдаун+ЭП, Даллас повел от семи до ноля"
"5:57-PIT-7-ярдовый тачдаун+ЭП, Ничья 7-7","пять часов пятьдесят семь минут-PIT-семь-ярдовый тачдаун+ЭП, Ничья от семи до семи"
"14:45-DAL-36-ярдовый филд гол, Даллас повел 10-7","четырнадцать часов сорок пять минуты-DAL-тридцать шесть-ярдовый филд гол, Даллас повел от десяти до семи"
11:28-PIT-блокировка панта от Питтсбурга.,одиннадцать часов двадцать восемь минут-PIT-блокировка панта от Питтсбурга.
"8:41-PIT-36-ярдовый филд гол, Питтсбург повел 12-9","восемь часов сорок один минута-PIT-тридцать шесть-ярдовый филд гол, Питтсбург повел от двенадцати до девяти"
"6:37-PIT-18-ярдовый филд гол, Питтсбург ведет 15-9","шесть часов тридцать семь минут-PIT-восемнадцать-ярдовый филд гол, Питтсбург ведет от пятнадцати до девяти"
"3:02-PIT-64-ярдовый тачдаун, но экстрапоинт не удачен, Питтсбург ведет 21-10","три часа две минуты-PIT-шестьдесят четыре-ярдовый тачдаун, но экстрапоинт не удачен, Питтсбург ведет от двадцати одного до десяти"
"1:48-DAL-34-ярдовый тачдаун+ЭП, Питтсбург ведет 21-17","один час сорок восемь минут-DAL-тридцать четыре-ярдовый тачдаун+ЭП, Питтсбург ведет от двадцати одного до семнадцати"
"Он дебютировал в первой лиге за три дня до своего 25-летия, он забил гол в ворота «Риеки», но не смог предотвратить поражение со счётом 1:3.","Он дебютировал в первой лиге за три дня до своего двадцать пять-летия, он забил гол в ворота «Риеки», но не смог предотвратить поражение со счётом один:три."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"Также Зимин забросил шестую шайбу сборной СССР в этом матче, который закончился со счётом 7:3.","Также Зимин забросил шестую шайбу сборной СССР в этом матче, который закончился со счётом семь:три."
Орден Ленина (21.02.1945),Орден Ленина (двадцать первого февраля тысяча девятьсот сорок пятого года)
Орден Красного Знамени (03.11.1944),Орден Красного Знамени (третьего ноября тысяча девятьсот сорок четвёртого года)
Вскоре Рейчел кладёт руку на плечо Луиса и необычно глухим голосом говорит: «Дорогой»:167—175:161—164.,Вскоре Рейчел кладёт руку на плечо Луиса и необычно глухим голосом говорит: «Дорогой»:сто шестьдесят семь—сто семьдесят пять:сто шестьдесят один—сто шестьдесят четыре.
Обмен производился по курсу 1:1.,Обмен производился по курсу один:один.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"Во втором туре групповой стадии против сборной ЮАР забил гол на 90+2 минуте, который стал победным в матче (4:3).","Во втором туре групповой стадии против сборной ЮАР забил гол на девяносто+два минуте, который стал победным в матче (четыре:три)."
«Circle in the Sand» — 3:40,«Circle in the Sand» — три часа сорок минут
«Circle in the Sand (Seaside Mood Groove Mix)» — 3:51,«Circle in the Sand (Seaside Mood Groove Mix)» — три часа пятьдесят один минута
«Circle in the Sand (Beach Party Mix)» — 7:50,«Circle in the Sand (Beach Party Mix)» — семь часов пятьдесят минут
«Circle in the Sand» (edit) — 3:20,«Circle in the Sand» (edit) — три часа двадцать минут
«Circle in the Sand (Seaside Mood Groove Mix)» — 3:51,«Circle in the Sand (Seaside Mood Groove Mix)» — три часа пятьдесят один минута
"«Circle in the Sand» (7"" version) — 3:40","«Circle in the Sand» (семь"" version) — три часа сорок минут"
«Circle in the Sand (Seaside Mood Groove Mix)» — 3:51,«Circle in the Sand (Seaside Mood Groove Mix)» — три часа пятьдесят один минута
«Circle in the Sand (Sandblast Multi-mix)» (Including «Heaven Is a Place on Earth» and «I Get Weak») — 5:18,«Circle in the Sand (Sandblast Multi-mix)» (Including «Heaven Is a Place on Earth» and «I Get Weak») — пять часов восемнадцать минут
«Circle in the Sand (Beach Party Mix)» — 7:07,«Circle in the Sand (Beach Party Mix)» — семь часов семь минут
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"епископ Raúl Marcelo Pacífico Scozzina, O.F.M. (7.05.1957 — 31.03.1978);","епископ Raúl Marcelo Pacífico Scozzina, O.F.M. (семь.пять.195семь — тридцать первого марта тысяча девятьсот семьдесят восьмого года);"
епископ Dante Carlos Sandrelli (31.03.1978 — 14.01.1998);,епископ Dante Carlos Sandrelli (тридцать первого марта тысяча девятьсот семьдесят восьмого года — четырнадцатого января тысяча девятьсот девяносто восьмого года);
"Орден Святой Анны 3-й степени, за храбрость в боях под Браиловым (30.09.1809);","Орден Святой Анны третьей степени, за храбрость в боях под Браиловым (тридцатого сентября тысяча восемьсот девятого года);"
Орден Святого Владимира 4-й степени с бантом за бой при взятии Кюстенджи (08.10.1809);,Орден Святого Владимира четвертой степени с бантом за бой при взятии Кюстенджи (восьмого октября тысяча восемьсот девятого года);
"Золотая шпага с надписью «За храбрость», за бой под Расеватом (08.01.1810);","Золотая шпага с надписью «За храбрость», за бой под Расеватом (восьмого января тысяча восемьсот десятого года);"
"Орден Святой Анны 2-й степени, за бой между селами Калипетро и Канаклы (01.09.1810);","Орден Святой Анны второй степени, за бой между селами Калипетро и Канаклы (первого сентября тысяча восемьсот десятого года);"
"Орден Святого Георгия 4-й степени, за бой в деревне Чаушкиой (захватил орудие) (11.04.1811).","Орден Святого Георгия четвертой степени, за бой в деревне Чаушкиой (захватил орудие) (одиннадцатого апреля тысяча восемьсот одиннадцатого года)."
Алмазные знаки к Ордену Святой Анны 2-й степени за бой под Кобриным (23.08.1812);,Алмазные знаки к Ордену Святой Анны второй степени за бой под Кобриным (двадцать третьего августа тысяча восемьсот двенадцатого года);
"Орден Святого Георгия 3-й степени, за бой под Калишем (пленил саксонского генерала Ностица) (22.02.1813);","Орден Святого Георгия третьей степени, за бой под Калишем (пленил саксонского генерала Ностица) (двадцать второго февраля тысяча восемьсот тринадцатого года);"
"Орден Святого Владимира 3-й степени, за сражение при Люцерне (15.09.1813);","Орден Святого Владимира третьей степени, за сражение при Люцерне (пятнадцатого сентября тысяча восемьсот тринадцатого года);"
Прусский орден Pour le Mérite (30.05.1814).,Прусский орден Pour le Mérite (тридцатого мая тысяча восемьсот четырнадцатого года).
"Орден Святой Анны 1-й степени, за покорение в Табасаранской области и Карандайк (31.10.1819);","Орден Святой Анны первой степени, за покорение в Табасаранской области и Карандайк (тридцать первого октября тысяча восемьсот девятнадцатого года);"
Алмазные знаки к Ордену Святой Анны 1-й степени за победу над акушинцами (20.02.1820);,Алмазные знаки к Ордену Святой Анны первой степени за победу над акушинцами (двадцатого февраля тысяча восемьсот двадцатого года);
"Орден Святого Владимира 2-й степени, за покорение Казыкумыкского ханства (19.08.1820).","Орден Святого Владимира второй степени, за покорение Казыкумыкского ханства (девятнадцатого августа тысяча восемьсот двадцатого года)."
"Золотая сабля, украшенная алмазами, с надписью «За храбрость», за победу под Шамхором над авангардом войск Аббас-Мирзы (11.11.1826).","Золотая сабля, украшенная алмазами, с надписью «За храбрость», за победу под Шамхором над авангардом войск Аббас-Мирзы (одиннадцатого ноября тысяча восемьсот двадцать шестого года)."
"Орден Святого Александра Невского, за взятие редутов у крепости Шумлы (09.06.1829).","Орден Святого Александра Невского, за взятие редутов у крепости Шумлы (девятого июня тысяча восемьсот двадцать девятого года)."
"Тарифное руководство № 4 (ред. от 28.11.2008, с изм. от 06.10.2010) Книга 1 «Тарифные расстояния между станциями на участках железных дорог»","Тарифное руководство № четыре (ред. от двадцать восьмого ноября две тысячи восьмого года, с изм. от шестого октября две тысячи десятого года) Книга один «Тарифные расстояния между станциями на участках железных дорог»"
"Награждена орденами Трудовой Славы 1-й (23.05.1986), 2-й (17.03.1981), 3-й (21.04.1975) степеней, медалями.","Награждена орденами Трудовой Славы первой (двадцать третьего мая тысяча девятьсот восемьдесят шестого года), второй (семнадцатого марта тысяча девятьсот восемьдесят первого года), третьей (двадцать первого апреля тысяча девятьсот семьдесят пятого года) степеней, медалями."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"UTC−2:30 — часовой пояс, используемый как летнее время пояса UTC−3:30.","UTC−два часа тридцать минут — часовой пояс, используемый как летнее время пояса UTC−три часа тридцать минут."
В Вокально-энциклопедическом словаре (недоступная ссылка) (недоступная ссылка с 14-06-2016 [2865 дней]),В Вокально-энциклопедическом словаре (недоступная ссылка) (недоступная ссылка с от четырнадцати до шести-две тысячи шестнадцать [две тысячи восемьсот шестьдесят пять дней])
Слушания дела Кононова в Большой палате ЕСПЧ 20.05.2009.,Слушания дела Кононова в Большой палате ЕСПЧ двадцатого мая две тысячи девятого года.
"Дважды Герой Советского Союза (26.10.1944, 18.08.1945).","Дважды Герой Советского Союза (двадцать шестого октября тысяча девятьсот сорок четвёртого года, восемнадцатого августа тысяча девятьсот сорок пятого года)."
Маршал авиации (29.04.1975).,Маршал авиации (двадцать девятого апреля тысяча девятьсот семьдесят пятого года).
"Заслуженный военный лётчик СССР (17.08.1970), доктор военных наук, профессор (1968).","Заслуженный военный лётчик СССР (семнадцатого августа тысяча девятьсот семидесятого года), доктор военных наук, профессор (тысяча девятьсот шестьдесят восьмой)."
младший лейтенант (12.02.1943),младший лейтенант (двенадцатого февраля тысяча девятьсот сорок третьего года)
лейтенант (24.06.1943),лейтенант (двадцать четвёртого июня тысяча девятьсот сорок третьего года)
капитан (11.08.1944),капитан (одиннадцатого августа тысяча девятьсот сорок четвёртого года)
майор (14.08.1948),майор (четырнадцатого августа тысяча девятьсот сорок восьмого года)
подполковник (23.06.1951),подполковник (двадцать третьего июня тысяча девятьсот пятьдесят первого года)
генерал-лейтенант авиации (16.06.1965),генерал-лейтенант авиации (шестнадцатого июня тысяча девятьсот шестьдесят пятого года)
генерал-полковник авиации (21.02.1969),генерал-полковник авиации (двадцать первого февраля тысяча девятьсот шестьдесят девятого года)
маршал авиации (29.04.1975),маршал авиации (двадцать девятого апреля тысяча девятьсот семьдесят пятого года)
Орден «За заслуги перед Отечеством» II степени (21.02.2008),Орден «За заслуги перед Отечеством» второй степени (двадцать первого февраля две тысячи восьмого года)
"Обладателем Суперкубка Европы стал бельгийский «Мехелен», переигравший ПСВ по сумме двух встреч со счётом 3:1 (домашняя победа 3:0 и поражение в гостях 0:1).","Обладателем Суперкубка Европы стал бельгийский «Мехелен», переигравший ПСВ по сумме двух встреч со счётом три:один (домашняя победа три:ноль и поражение в гостях ноль:один)."
Санкт-Петербург — «Эдинбург Сивил Сервис» — 0:2 ===,Санкт-Петербург — «Эдинбург Сивил Сервис» — ноль:два ===
Санкт-Петербург — Харьков — 3:1 ===,Санкт-Петербург — Харьков — три:один ===
Санкт-Петербург — Харьков — 5:0 ===,Санкт-Петербург — Харьков — пять:ноль ===
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Масштаб 1:200000.,Масштаб один:двести тысяч.
"Герой Российской Федерации (12.05.1997, посмертно).","Герой Российской Федерации (двенадцатого мая тысяча девятьсот девяносто седьмого года, посмертно)."
"Награждена медалью «За отвагу» (19.02.1996, посмертно).","Награждена медалью «За отвагу» (девятнадцатого февраля тысяча девятьсот девяносто шестого года, посмертно)."
Во время Великой Отечественной войны был инженером ремонтно-восстановительного поезда; награждён медалью «За трудовое отличие» (13.09.1943).,Во время Великой Отечественной войны был инженером ремонтно-восстановительного поезда; награждён медалью «За трудовое отличие» (тринадцатого сентября тысяча девятьсот сорок третьего года).
Единственное очко было заработано благодаря ничьей с Финляндией (1:1).,Единственное очко было заработано благодаря ничьей с Финляндией (один:один).
Последним матчем в роли наставника «Лестера» для итальянца стал первый матч 1/8 финала Лиги чемпионов 2016/17 в гостях против «Севильи» (1:2).,Последним матчем в роли наставника «Лестера» для итальянца стал первый матч один/восемь финала Лиги чемпионов 20один6/один7 в гостях против «Севильи» (один:два).
"«Волки» с начала чемпионата находились в жёстком игровом кризисе, и, несмотря на знаковую победу над досрочно выигравшим чемпионат «Ювентусом» (2:0) в концовке чемпионата, значительно повлиять на игру римлян тренеру не удалось, команда завершила сезон на 6-м месте, сумев лишь пробиться в квалификацию Лиги Европы, а по окончании сезона Раньери покинул занимаемый пост.","«Волки» с начала чемпионата находились в жёстком игровом кризисе, и, несмотря на знаковую победу над досрочно выигравшим чемпионат «Ювентусом» (два:ноль) в концовке чемпионата, значительно повлиять на игру римлян тренеру не удалось, команда завершила сезон на шесть-м месте, сумев лишь пробиться в квалификацию Лиги Европы, а по окончании сезона Раньери покинул занимаемый пост."
Vladimir’s Theological Quarterly 57:1 (2013).,Vladimir’s Theological Quarterly пятьдесят семь:один (две тысячи тринадцать).
04.05.2009.,четвёртого мая две тысячи девятого года.
04.09.2009.,четвёртого сентября две тысячи девятого года.
23.06.2010.,двадцать третьего июня две тысячи десятого года.
«Tylö Sun» (2:41) (Кавер на песню группы The Rivieras «California Sun».,«Tylö Sun» (два часа сорок один минута) (Кавер на песню группы The Rivieras «California Sun».
(2:49) (B-side сингла «Sommartider»),(два часа сорок девять минут) (B-side сингла «Sommartider»)
«I Go to Pieces» (2:40) (текст и музыка: Дел Шеннон;,«I Go to Pieces» (два часа сорок минут) (текст и музыка: Дел Шеннон;
«Threnody» (4:43) (текст: Дороти Паркер; выпущена на сборнике «Radio Parlophone — Andra Sändningen»),«Threnody» (четыре часа сорок три минуты) (текст: Дороти Паркер; выпущена на сборнике «Radio Parlophone — Andra Sändningen»)
(1:50),(один час пятьдесят минут)
«Bara vara nära» (2:43),«Bara vara nära» (два часа сорок три минуты)
«Hi Fidelity» (2:07),«Hi Fidelity» (два часа семь минут)
(2:38) (выпущена на сборнике «Rockriff från Halmstad»),(два часа тридцать восемь минут) (выпущена на сборнике «Rockriff från Halmstad»)
«Skäl att tvivla» (3:34),«Skäl att tvivla» (три часа тридцать четыре минуты)
"«Marie, Marie» (2:16) (музыка: Дэйв Алвин; выпущена на сборнике «Radio Parlophone — Andra Sändningen»)","«Marie, Marie» (два часа шестнадцать минут) (музыка: Дэйв Алвин; выпущена на сборнике «Radio Parlophone — Andra Sändningen»)"
«Ingenting av vad du behöver» (4:20) (вокал Мари Фредрикссон в качестве приглашённой артистки.,«Ingenting av vad du behöver» (четыре часа двадцать минут) (вокал Мари Фредрикссон в качестве приглашённой артистки.
Sommartider (3:18),Sommartider (три часа восемнадцать минут)
Tylö Sun (2:41),Tylö Sun (два часа сорок один минута)
(2:49),(два часа сорок девять минут)
Flickan i en Cole Porter-sång (3:48),Flickan i en Cole Porter-sång (три часа сорок восемь минут)
I go to pieces (2:40),I go to pieces (два часа сорок минут)
"Рана, перевязанная в 8:30 выглядит хорошо.»","Рана, перевязанная в восемь часов тридцать минут выглядит хорошо.»"
В 18:15 вышел очередной бюллетень:,В восемнадцать часов пятнадцать минут вышел очередной бюллетень:
"Он прибыл на станцию Норт-Крик, где в 5:22 он получил телеграмму от государственного секретаря Джона Хея:","Он прибыл на станцию Норт-Крик, где в пять часов двадцать две минуты он получил телеграмму от государственного секретаря Джона Хея:"
"Рузвельт сел на поезд, следовавший с краткой остановкой в Олбани и прибыл в Буффало в 13:30.","Рузвельт сел на поезд, следовавший с краткой остановкой в Олбани и прибыл в Буффало в тринадцать часов тридцать минут."
