q,a
"При этом днём ранее он заявлял, что с поста главного тренера римлян уходить не собирается, несмотря на то, что за три дня до того заявления, в 1/8 финала Лиги чемпионов, подопечные Раньери сенсационно уступили «Шахтёру» на «Стадио Олимпико» со счётом 2:3.","При этом днём ранее он заявлял, что с поста главного тренера римлян уходить не собирается, несмотря на то, что за три дня до того заявления, в 1/8 финала Лиги чемпионов, подопечные Раньери сенсационно уступили «Шахтёру» на «Стадио Олимпико» со счётом два:три."
"26 марта 2012 года, после гостевого поражения от «Ювентуса» (0:2), «Интер» официально объявил об отставке Раньери.","26 марта 2012 года, после гостевого поражения от «Ювентуса» (ноль:два), «Интер» официально объявил об отставке Раньери."
"Однако уже 15 ноября 2014 года Раньери был уволен с этого поста, после того как в четырёх матчах отборочного турнира Евро-2016 команда набрала всего одно очко, проиграв сборным Фарерских Островов (0:1), Северной Ирландии (0:2) и Румынии (0:1).","Однако уже 15 ноября 2014 года Раньери был уволен с этого поста, после того как в четырёх матчах отборочного турнира Евро-2016 команда набрала всего одно очко, проиграв сборным Фарерских Островов (ноль:один), Северной Ирландии (ноль:два) и Румынии (ноль:один)."
Единственное очко было заработано благодаря ничьей с Финляндией (1:1).,Единственное очко было заработано благодаря ничьей с Финляндией (один:один).
Последним матчем в роли наставника «Лестера» для итальянца стал первый матч 1/8 финала Лиги чемпионов 2016/17 в гостях против «Севильи» (1:2).,Последним матчем в роли наставника «Лестера» для итальянца стал первый матч 1/8 финала Лиги чемпионов 2016/17 в гостях против «Севильи» (один:два).
"«Волки» с начала чемпионата находились в жёстком игровом кризисе, и, несмотря на знаковую победу над досрочно выигравшим чемпионат «Ювентусом» (2:0) в концовке чемпионата, значительно повлиять на игру римлян тренеру не удалось, команда завершила сезон на 6-м месте, сумев лишь пробиться в квалификацию Лиги Европы, а по окончании сезона Раньери покинул занимаемый пост.","«Волки» с начала чемпионата находились в жёстком игровом кризисе, и, несмотря на знаковую победу над досрочно выигравшим чемпионат «Ювентусом» (два:ноль) в концовке чемпионата, значительно повлиять на игру римлян тренеру не удалось, команда завершила сезон на 6-м месте, сумев лишь пробиться в квалификацию Лиги Европы, а по окончании сезона Раньери покинул занимаемый пост."
Vladimir’s Theological Quarterly 55:1 (2011).,Vladimir’s Theological Quarterly пятьдесят пять:один (2011).
pp 5-26.,pp от пяти до двадцати шести
Vladimir’s Theological Quarterly 57:1 (2013).,Vladimir’s Theological Quarterly пятьдесят семь:один (2013).
pp.,pp.
"The Opening Formula of the Byzantine Divine Liturgy, ‘Blessed is the Kingdom,’ Among Other Liturgical Beginnings // Studia Liturgica 43:2 (2013).","The Opening Formula of the Byzantine Divine Liturgy, ‘Blessed is the Kingdom,’ Among Other Liturgical Beginnings // Studia Liturgica сорок три:два (2013)."
pp.,pp.
04.05.2009.,четвёртого мая две тысячи девятого года.
04.09.2009.,четвёртого сентября две тысячи девятого года.
23.06.2010.,двадцать третьего июня две тысячи десятого года.
«Tylö Sun» (2:41) (Кавер на песню группы The Rivieras «California Sun».,«Tylö Sun» (два часа сорок один минута) (Кавер на песню группы The Rivieras «California Sun».
(2:49) (B-side сингла «Sommartider»),(два часа сорок девять минуты) (B-side сингла «Sommartider»)
«I Go to Pieces» (2:40) (текст и музыка: Дел Шеннон;,«I Go to Pieces» (два часа сорок минут) (текст и музыка: Дел Шеннон;
«Threnody» (4:43) (текст: Дороти Паркер; выпущена на сборнике «Radio Parlophone — Andra Sändningen»),«Threnody» (четыре часа сорок три минуты) (текст: Дороти Паркер; выпущена на сборнике «Radio Parlophone — Andra Sändningen»)
(1:50),(один час пятьдесят минут)
«Bara vara nära» (2:43),«Bara vara nära» (два часа сорок три минуты)
«Hi Fidelity» (2:07),«Hi Fidelity» (два часа семь минут)
(2:38) (выпущена на сборнике «Rockriff från Halmstad»),(два часа тридцать восемь минуты) (выпущена на сборнике «Rockriff från Halmstad»)
«Skäl att tvivla» (3:34),«Skäl att tvivla» (три часа тридцать четыре минуты)
"«Marie, Marie» (2:16) (музыка: Дэйв Алвин; выпущена на сборнике «Radio Parlophone — Andra Sändningen»)","«Marie, Marie» (два часа шестнадцать минут) (музыка: Дэйв Алвин; выпущена на сборнике «Radio Parlophone — Andra Sändningen»)"
«Ingenting av vad du behöver» (4:20) (вокал Мари Фредрикссон в качестве приглашённой артистки.,«Ingenting av vad du behöver» (четыре часа двадцать минут) (вокал Мари Фредрикссон в качестве приглашённой артистки.
Sommartider (3:18),Sommartider (три часа восемнадцать минут)
Tylö Sun (2:41),Tylö Sun (два часа сорок один минута)
(2:49),(два часа сорок девять минуты)
Flickan i en Cole Porter-sång (3:48),Flickan i en Cole Porter-sång (три часа сорок восемь минуты)
I go to pieces (2:40),I go to pieces (два часа сорок минут)
"Рана, перевязанная в 8:30 выглядит хорошо.»","Рана, перевязанная в восемь часов тридцать минут выглядит хорошо.»"
В 18:15 вышел очередной бюллетень:,В восемнадцать часов пятнадцать минут вышел очередной бюллетень:
"Он прибыл на станцию Норт-Крик, где в 5:22 он получил телеграмму от государственного секретаря Джона Хея:","Он прибыл на станцию Норт-Крик, где в пять часов двадцать два минуты он получил телеграмму от государственного секретаря Джона Хея:"
"Рузвельт сел на поезд, следовавший с краткой остановкой в Олбани и прибыл в Буффало в 13:30.","Рузвельт сел на поезд, следовавший с краткой остановкой в Олбани и прибыл в Буффало в тринадцать часа тридцать минут."
11 января 2022 года дебютировал в НХЛ в матче против «Тампы-Бэй Лайтнинг»; матч закончился победой «Лайтнинг» со счётом 6:1.,11 января 2022 года дебютировал в НХЛ в матче против «Тампы-Бэй Лайтнинг»; матч закончился победой «Лайтнинг» со счётом шесть:один.
20 января в матче с «Даллас Старз» забросил первую шайбу в НХЛ и отдал голевую передачу; матч закончился победой «Старз» со счётом 5:4.,20 января в матче с «Даллас Старз» забросил первую шайбу в НХЛ и отдал голевую передачу; матч закончился победой «Старз» со счётом пять:четыре.
Установил рекорд результативности в одном матче: 26.01.71 в Минске забросил шесть шайб в ворота «Кристалла» из Электростали (минчане победили 8:2).,Установил рекорд результативности в одном матче: 26.01.71 в Минске забросил шесть шайб в ворота «Кристалла» из Электростали (минчане победили восемь:два).
Указом Президента Российской Федерации № 1229 от 14.09.1999 года Владимиру Срочко присвоено почётное звание «Заслуженный работник высшей школы Российской Федерации».,Указом Президента Российской Федерации № 1229 от четырнадцатого сентября тысяча девятьсот девяносто девятого года года Владимиру Срочко присвоено почётное звание «Заслуженный работник высшей школы Российской Федерации».
В первом своём матче югославы победили сборную Португалии со счётом 3:0.,В первом своём матче югославы победили сборную Португалии со счётом три:ноль.
орден Ленина (18.03.1959),орден Ленина (восемнадцатого марта тысяча девятьсот пятьдесят девятого года)
орден «Знак Почёта» (25.12.1944),орден «Знак Почёта» (двадцать пятого декабря тысяча девятьсот сорок четвёртого года)
"После пары сезонов, проведённых в «Хартфорде», получил шанс дебютировать в НХЛ, забросив свою первую шайбу в лиге 21 октября 2006 года в ворота голкипера «Торонто Мейпл Лифс» Эндрю Рэйкрофта в матче, который завершился победой «Нью-Йорка» со счётом 5:4.","После пары сезонов, проведённых в «Хартфорде», получил шанс дебютировать в НХЛ, забросив свою первую шайбу в лиге 21 октября 2006 года в ворота голкипера «Торонто Мейпл Лифс» Эндрю Рэйкрофта в матче, который завершился победой «Нью-Йорка» со счётом пять:четыре."
"Это была первая игра для Доуса в серии на выбывание; завершилась она со счётом 4:5 в пользу «клинков», а одна из шайб в ворота голкипера «Рейнджерс» Хенрика Лундквиста попала после рикошета от Найджела, который пытался блокировать бросок одного из хоккеистов «Баффало».","Это была первая игра для Доуса в серии на выбывание; завершилась она со счётом четыре:пять в пользу «клинков», а одна из шайб в ворота голкипера «Рейнджерс» Хенрика Лундквиста попала после рикошета от Найджела, который пытался блокировать бросок одного из хоккеистов «Баффало»."
6 сентября 2020 года забросил первую шайбу за «Ак Барс» в КХЛ в игре против СКА (3:2 ОТ).,6 сентября 2020 года забросил первую шайбу за «Ак Барс» в КХЛ в игре против СКА (три:два ОТ).
29 ноября 2020 года сделал 11-й хет-трик в КХЛ в игре против «Северстали» (5:2).,29 ноября 2020 года сделал 11-й хет-трик в КХЛ в игре против «Северстали» (пять:два).
"22 февраля 2013 (4 шайбы) — в ворота «Трактора» (5:3, в гостях), плей-офф Кубка Гагарина","22 февраля 2013 (4 шайбы) — в ворота «Трактора» (пять:три, в гостях), плей-офф Кубка Гагарина"
"27 декабря 2013 — в ворота «Амура» (8:2, дома)","27 декабря 2013 — в ворота «Амура» (восемь:два, дома)"
"4 сентября 2014 — в ворота «Салавата Юлаева» (5:4, дома)","4 сентября 2014 — в ворота «Салавата Юлаева» (пять:четыре, дома)"
"8 декабря 2014 — в ворота «Медвешчака» (5:3, в гостях)","8 декабря 2014 — в ворота «Медвешчака» (пять:три, в гостях)"
"12 октября 2015 — в ворота «Адмирала» (5:3, дома)","12 октября 2015 — в ворота «Адмирала» (пять:три, дома)"
"5 декабря 2015 — в ворота «Медвешчака» (6:1, дома)","5 декабря 2015 — в ворота «Медвешчака» (шесть:один, дома)"
"11 января 2016 — в ворота «Лады» (4:1, в гостях)","11 января 2016 — в ворота «Лады» (четыре:один, в гостях)"
"25 декабря 2016 — в ворота «Металлурга» Мг (5:3, дома)","25 декабря 2016 — в ворота «Металлурга» Мг (пять:три, дома)"
"5 сентября 2017 — в ворота «Салавата Юлаева» (5:3, в гостях)","5 сентября 2017 — в ворота «Салавата Юлаева» (пять:три, в гостях)"
"1 ноября 2017 — в ворота «Слована» (5:2, дома)","1 ноября 2017 — в ворота «Слована» (пять:два, дома)"
The SWAP Force (2:19),The SWAP Force (два часа девятнадцать минут)
Braving Mount Cloudbreak (3:14),Braving Mount Cloudbreak (три часа четырнадцать минут)
Canopy Climb (2:38),Canopy Climb (два часа тридцать восемь минуты)
Welcome to Woodburrow (2:51),Welcome to Woodburrow (два часа пятьдесят один минута)
Rescue the Chieftess (2:16),Rescue the Chieftess (два часа шестнадцать минут)
Ride of Evil Glumshanks (1:36),Ride of Evil Glumshanks (один час тридцать шесть минуты)
Iron Jaw Gulch (2:17),Iron Jaw Gulch (два часа семнадцать минут)
Farewell Baron (2:38),Farewell Baron (два часа тридцать восемь минуты)
Surviving Motleyville (4:04),Surviving Motleyville (четыре часа четыре минуты)
Dangerous Coils (2:10),Dangerous Coils (два часа десять минут)
Serpent's Peak (2:29),Serpent's Peak (два часа двадцать девять минуты)
Frozen Galleries (2:54),Frozen Galleries (два часа пятьдесят четыре минуты)
Fraser's Frosted Festival (2:18),Fraser's Frosted Festival (два часа восемнадцать минут)
Pull Your Strings (2:38),Pull Your Strings (два часа тридцать восемь минуты)
Fires of Fantasm Forest (1:52),Fires of Fantasm Forest (один час пятьдесят два минуты)
A New Chieftess (1:41),A New Chieftess (один час сорок один минута)
Motherly Mayhem (2:22),Motherly Mayhem (два часа двадцать два минуты)
Hidden Adventures (3:35),Hidden Adventures (три часа тридцать пять минуты)
Смещение применяемого времени относительно UTC составляет +7:00.,Смещение применяемого времени относительно UTC составляет +семь часов ноль минут.
"Для осуществления функций государственного управления Кемеровская область, в соответствии с законом Кемеровской области от 27.12.2007 № 215-ОЗ «Об административно-территориальном устройстве Кемеровской области», подразделяется на:","Для осуществления функций государственного управления Кемеровская область, в соответствии с законом Кемеровской области от двадцать седьмого декабря две тысячи седьмого года № 215-ОЗ «Об административно-территориальном устройстве Кемеровской области», подразделяется на:"
Законом Кемеровской области — Кузбасса от 07.10.2020 № 111-ОЗ 15.11.2020 Тисульский муниципальный район был преобразован в муниципальный округ.,Законом Кемеровской области — Кузбасса от седьмого октября две тысячи двадцатого года № 111-ОЗ пятнадцатого ноября две тысячи двадцатого года Тисульский муниципальный район был преобразован в муниципальный округ.
Отношение ширины флага к его длине — 2:3.,Отношение ширины флага к его длине — два:три.
На 01.01.2020 численность сельского населения Кемеровской области 370 617 человек.,На первого января две тысячи двадцатого года численность сельского населения Кемеровской области 370 617 человек.
"Во второй игре серии он отыграл всего четыре иннинга, хотя пропустил только два очка, «Янкиз» выиграли матч со счётом 16:3.","Во второй игре серии он отыграл всего четыре иннинга, хотя пропустил только два очка, «Янкиз» выиграли матч со счётом шестнадцать:три."
В шестой игре его заменили в третьем иннинге при счёте 0:5.,В шестой игре его заменили в третьем иннинге при счёте ноль:пять.
"В решающей седьмой игре Боб вышел на поле в девятом иннинге, что сохранить преимущество команды в счёте («Питтсбург» вёл 9:7).","В решающей седьмой игре Боб вышел на поле в девятом иннинге, что сохранить преимущество команды в счёте («Питтсбург» вёл девять:семь)."
"11.07.1891 — 16.08.1937) — венгерский социалист, в 1920-30-х годах руководитель металлургической промышленности СССР, в 1932-37 годах — директор Днепропетровского металлургического завода.","одиннадцатого июля тысяча восемьсот девяносто первого года — шестнадцатого августа тысяча девятьсот тридцать седьмого года) — венгерский социалист, в тысяча девятьсот двадцатом по тридцатый-х годах руководитель металлургической промышленности СССР, в тысяча девятьсот тридцать втором по тридцать седьмой годах — директор Днепропетровского металлургического завода."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"«Я себя предателем не чувствую» — интервью с Константином Лебедевым после приговора, «Коммерсант-Online», 28.04.2013.","«Я себя предателем не чувствую» — интервью с Константином Лебедевым после приговора, «Коммерсант-Online», двадцать восьмого апреля две тысячи тринадцатого года."
Штурм начался 10 декабря 1942 в 23:00.,Штурм начался 10 декабря 1942 в двадцать три часа ноль минут.
Орден Ленина (29.10.1949),Орден Ленина (двадцать девятого октября тысяча девятьсот сорок девятого года)
Орден «Знак Почёта» (19.09.1953),Орден «Знак Почёта» (девятнадцатого сентября тысяча девятьсот пятьдесят третьего года)
Его первое появление в чемпионате Испании состоялось 3 октября 1998 года в игре против «Валенсии» (3:1).,Его первое появление в чемпионате Испании состоялось 3 октября 1998 года в игре против «Валенсии» (три:один).
"Свой первый гол забил в ворота «Вальядолида», а «Барселона» минимально обыграла соперника со счётом 1:0.","Свой первый гол забил в ворота «Вальядолида», а «Барселона» минимально обыграла соперника со счётом один:ноль."
"В чемпионате Испании стоит отметить игру против мадридского «Реала», завершившуюся со счётом 6:2.","В чемпионате Испании стоит отметить игру против мадридского «Реала», завершившуюся со счётом шесть:два."
"В финале Лиги чемпионов 2008/09 «каталонцы» обыграли в финале «Манчестер Юнайтед» со счётом 2:0, Хави отдал голевой пас на Лионеля Месси на 70-й минуте матча.","В финале Лиги чемпионов 2008/09 «каталонцы» обыграли в финале «Манчестер Юнайтед» со счётом два:ноль, Хави отдал голевой пас на Лионеля Месси на 70-й минуте матча."
"«Каталонцы» победили со счётом 3:1 и попали в финал, где выиграли у аргентинского «Эстудиантеса».","«Каталонцы» победили со счётом три:один и попали в финал, где выиграли у аргентинского «Эстудиантеса»."
"В сезоне 2009/10 Хави снова отдал голевой пас в игре против «Реала», матч завершился со счётом 2:0.","В сезоне 2009/10 Хави снова отдал голевой пас в игре против «Реала», матч завершился со счётом два:ноль."
"29 ноября он забил свой третий гол в ворота «Реала», а «каталонцы» разгромили соперника со счётом 5:0.","29 ноября он забил свой третий гол в ворота «Реала», а «каталонцы» разгромили соперника со счётом пять:ноль."
18 декабря он забил ещё один гол в матче против «Эспаньола» (5:1).,18 декабря он забил ещё один гол в матче против «Эспаньола» (пять:один).
10 декабря 2011 года Хави провёл свой 600-й матч за «Барселону» и вновь забил гол мадридскому «Реалу» (3:1).,10 декабря 2011 года Хави провёл свой 600-й матч за «Барселону» и вновь забил гол мадридскому «Реалу» (три:один).
Это случилось в финале Лиги чемпионов УЕФА против «Ювентуса» (3:1).,Это случилось в финале Лиги чемпионов УЕФА против «Ювентуса» (три:один).
"13 сентября Хави дебютировал в составе «Аль-Садда» в матче с «Аль-Месаимером», в котором его команда выиграла 4:0.","13 сентября Хави дебютировал в составе «Аль-Садда» в матче с «Аль-Месаимером», в котором его команда выиграла четыре:ноль."
Матч закончился вничью — 2:2.,Матч закончился вничью — два:два.
"В отборочных матчах к чемпионату мира 2002 года Хави почти не играл — на его счету только матч с Австрией (4:0), что, однако, не повлияло на решение Хосе Антонио Камачо включить его в заявку на «мундиаль».","В отборочных матчах к чемпионату мира 2002 года Хави почти не играл — на его счету только матч с Австрией (четыре:ноль), что, однако, не повлияло на решение Хосе Антонио Камачо включить его в заявку на «мундиаль»."
"Финальный турнир оставил противоречивое впечатление от испанцев — они одержали все три возможные победы на групповом этапе, но уже в первом раунде плей-офф уступили французам со счётом 3:1.","Финальный турнир оставил противоречивое впечатление от испанцев — они одержали все три возможные победы на групповом этапе, но уже в первом раунде плей-офф уступили французам со счётом три:один."
"25 марта 2011 года Хави сыграл свой 100-й матч за сборную Испании против сборной Чехии, когда «Красная Фурия» победили дома со счётом 2:1 в квалификации Евро-2012.","25 марта 2011 года Хави сыграл свой 100-й матч за сборную Испании против сборной Чехии, когда «Красная Фурия» победили дома со счётом два:один в квалификации Евро-2012."
"20 ноября 2021 года провёл свой первый матч в качестве тренера каталонского клуба против «Эспаньола», в котором команда одержала минимальную победу со счётом 1:0.","20 ноября 2021 года провёл свой первый матч в качестве тренера каталонского клуба против «Эспаньола», в котором команда одержала минимальную победу со счётом один:ноль."
Жена: Александра Петровна Скалон (1842—18.08.1915),Жена: Александра Петровна Скалон (1842—восемнадцатого августа тысяча девятьсот пятнадцатого года)
Disfunctional 04:02,Disfunctional четыре часа два минуты
Prayer In Unison 04:22,Prayer In Unison четыре часа двадцать два минуты
Rainmaker 04:32,Rainmaker четыре часа тридцать два минуты
Never to Return 04:24,Never to Return четыре часа двадцать четыре минуты
Make It Happen 04:25,Make It Happen четыре часа двадцать пять минуты
Wake Up 04:50,Wake Up четыре часа пятьдесят минут
If I Had Known 04:35,If I Had Known четыре часа тридцать пять минуты
Game Over 04:48,Game Over четыре часа сорок восемь минуты
Dark Sunglasses 04:43,Dark Sunglasses четыре часа сорок три минуты
The Red Pill 05:13,The Red Pill пять часов тринадцать минут
In the End 05:26,In the End пять часов двадцать шесть минуты
Lo Que Falto 04:35,Lo Que Falto четыре часа тридцать пять минуты
С июля 2012 года NOW ведет вещание в формате 16:9.,С июля 2012 года NOW ведет вещание в формате шестнадцать:девять.
На 22.06.1941 года,На двадцать второго июня тысяча девятьсот сорок первого года года
"Ерлыкин, Евгений Ефимович,  полковник, с 17.08.1941 - 26.09.1941","Ерлыкин, Евгений Ефимович,  полковник, с семнадцатого августа тысяча девятьсот сорок первого года - двадцать шестого сентября тысяча девятьсот сорок первого года"
"Данилов, Степан Павлович, полковник, с 27.09.1941 - 18.02.1942","Данилов, Степан Павлович, полковник, с двадцать седьмого сентября тысяча девятьсот сорок первого года - восемнадцатого февраля тысяча девятьсот сорок второго года"
"Алексеев, Александр Николаевич,  полковник, с ХХ.ХХ.1941 - 18.02.1942","Алексеев, Александр Николаевич,  полковник, с ХХ.ХХ.1941 - восемнадцатого февраля тысяча девятьсот сорок второго года"
Количество последователей (25.04.2022 — Countrymeters.info).,Количество последователей (двадцать пятого апреля две тысячи двадцать второго года — Countrymeters.info).
"6 марта 2010 года он дебютировал в уругвайской Примере, заменив на 63-й минуте матча против «Такуарембо» (4:1) Орасио Перальту.","6 марта 2010 года он дебютировал в уругвайской Примере, заменив на 63-й минуте матча против «Такуарембо» (четыре:один) Орасио Перальту."
"3 апреля 2011 года Весино забил свой первый гол в чемпионате Уругвая, поразив ворота «Рампла Хуниорс» (общий счёт матча 5:1).","3 апреля 2011 года Весино забил свой первый гол в чемпионате Уругвая, поразив ворота «Рампла Хуниорс» (общий счёт матча пять:один)."
"12 августа 2011 года он перешёл в «Насьональ», дебютировал в его составе уже 20 августа в поединке с «Дефенсор Спортинг» (2:2).","12 августа 2011 года он перешёл в «Насьональ», дебютировал в его составе уже 20 августа в поединке с «Дефенсор Спортинг» (два:два)."
"26 сентября 2013 года он дебютировал в Серии A, заменив Альберто Аквилани на 78-й минуте матча против миланского «Интера» (1:2).","26 сентября 2013 года он дебютировал в Серии A, заменив Альберто Аквилани на 78-й минуте матча против миланского «Интера» (один:два)."
"ордена Отечественной войны I и II (от 30.01.1945) степени,","ордена Отечественной войны I и II (от тридцатого января тысяча девятьсот сорок пятого года) степени,"
"Красная звезда (от 25.06.1944),","Красная звезда (от двадцать пятого июня тысяча девятьсот сорок четвёртого года),"
"Червоно-чорний прапор не є прапором ОУН і УПА — геральдист (Радио Свобода, 03.02.2014)","Червоно-чорний прапор не є прапором ОУН і УПА — геральдист (Радио Свобода, третьего февраля две тысячи четырнадцатого года)"
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"«Коммерсантъ», 03.10.2016","«Коммерсантъ», третьего октября две тысячи шестнадцатого года"
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
«The Width of a Circle» — 8:05,«The Width of a Circle» — восемь часов пять минут
«All the Madmen» — 5:38,«All the Madmen» — пять часов тридцать восемь минуты
«Black Country Rock» — 3:32,«Black Country Rock» — три часа тридцать два минуты
«After All» — 3:51,«After All» — три часа пятьдесят один минута
«Running Gun Blues» — 3:11,«Running Gun Blues» — три часа одиннадцать минут
«Saviour Machine» — 4:25,«Saviour Machine» — четыре часа двадцать пять минуты
«She Shook Me Cold» — 4:13,«She Shook Me Cold» — четыре часа тринадцать минут
«The Man Who Sold the World» — 3:55,«The Man Who Sold the World» — три часа пятьдесят пять минуты
«The Supermen» — 3:38,«The Supermen» — три часа тридцать восемь минуты
«Lightning Frightening» (ранее не издавался) — 3:38,«Lightning Frightening» (ранее не издавался) — три часа тридцать восемь минуты
«Holy Holy» (1971 rerecording of A-side from 1970 non-LP single) — 2:20,«Holy Holy» (1971 rerecording of A-side from 1970 non-LP single) — два часа двадцать минут
«Moonage Daydream» (1971 Arnold Corns version) — 3:52,«Moonage Daydream» (1971 Arnold Corns version) — три часа пятьдесят два минуты
«Hang On to Yourself» (1971 Arnold Corns version) — 2:51,«Hang On to Yourself» (1971 Arnold Corns version) — два часа пятьдесят один минута
"Ожесточённый бой длился несколько часов, пока наконец, около 16:00 по приказанию Граббе генерал-майор Лабынцев лично повёл на штурм батальон Кабардинского полка.","Ожесточённый бой длился несколько часов, пока наконец, около шестнадцать часов ноль минут по приказанию Граббе генерал-майор Лабынцев лично повёл на штурм батальон Кабардинского полка."
Около 17:00 прозвучал сигнал к атаке и русские солдаты начали подниматься наверх.,Около семнадцать часов ноль минут прозвучал сигнал к атаке и русские солдаты начали подниматься наверх.
"14 мая 2012 года на московском стадионе «Локомотив» состоялся прощальный матч Вадима Евсеева, в котором сборная России уступила сборной мира со счётом 2:4.","14 мая 2012 года на московском стадионе «Локомотив» состоялся прощальный матч Вадима Евсеева, в котором сборная России уступила сборной мира со счётом два:четыре."
"Первый матч за сборную России сыграл 31 марта 1999 года в матче против Андорры, в котором сборная России победила 6:1.","Первый матч за сборную России сыграл 31 марта 1999 года в матче против Андорры, в котором сборная России победила шесть:один."
"1 сентября 2017 года после матча с «Долгопрудным» (3:3) на начавшейся послематчевой пресс-конференции заявил, что со следующего дня он уже не является главным тренером «Текстильщика» и уходит на повышение в РФПЛ, после чего встал и покинул зал.","1 сентября 2017 года после матча с «Долгопрудным» (три:три) на начавшейся послематчевой пресс-конференции заявил, что со следующего дня он уже не является главным тренером «Текстильщика» и уходит на повышение в РФПЛ, после чего встал и покинул зал."
"В первом матче (15 ноября 2003, Москва, 0:0) он совершил жёсткий подкат в ноги главной звезды валлийцев Райана Гиггза, за что получил от последнего удар локтем в ухо.","В первом матче (15 ноября 2003, Москва, ноль:ноль) он совершил жёсткий подкат в ноги главной звезды валлийцев Райана Гиггза, за что получил от последнего удар локтем в ухо."
"Первый гол был на счету игрока «железнодорожников» Виктора Лаврова, но после ленинградская команда забила три гола и выиграла матч со счётом 3:1.","Первый гол был на счету игрока «железнодорожников» Виктора Лаврова, но после ленинградская команда забила три гола и выиграла матч со счётом три:один."
"Результаты «Локомотива» стали заметно улучшаться — после семи лет подряд, проведённых в Первой лиге, в 1988 году клуб вернулся в высшую лигу СССР, а в 1990 году дошёл до финала Кубка СССР, где уступил намного более сильному в те времена сопернику — киевскому «Динамо» с разгромным счётом 1:6.","Результаты «Локомотива» стали заметно улучшаться — после семи лет подряд, проведённых в Первой лиге, в 1988 году клуб вернулся в высшую лигу СССР, а в 1990 году дошёл до финала Кубка СССР, где уступил намного более сильному в те времена сопернику — киевскому «Динамо» с разгромным счётом один:шесть."
"«Локомотиву» противостоял туринский «Ювентус», который разгромил «железнодорожников» на своём поле со счётом 3:0 благодаря двум голам Роберто Баджо и голу Раванелли.","«Локомотиву» противостоял туринский «Ювентус», который разгромил «железнодорожников» на своём поле со счётом три:ноль благодаря двум голам Роберто Баджо и голу Раванелли."
