q,a
"Площадь озера — 2,2 км².",Площадь озера — две целых две десятых км2.
"Располагается на высоте 203,1 метров над уровнем моря.",Располагается на высоте двести три целых одна десятая метров над уровнем моря.
"Плотность населения составляет 2,00 человека на км2.",Плотность населения составляет две целых ноль сотых человека на км2.
"Расовый состав населения: белые — 92,16 %, афроамериканцы — 0,13 %, коренные американцы (индейцы) — 4,64 %, азиаты — 0,06 %, гавайцы — 0,02 %, представители других рас — 0,72 %, представители двух или более рас — 2,28 %.","Расовый состав населения: белые — девяносто две целых шестнадцать сотых %, афроамериканцы — ноль целых девятнадцать сотых %, афроамериканцы — ноль целых девятнадцать сотых %, коренные американцы (индейцы) — ноль целых девятнадцать сотых %, азиаты — ноль целых двадцать шесть сотых %, гавайцы — ноль целых двадцать шесть сотых %, представители двух или более рас — две целых двадцать восемь сотых %."
"Испаноязычные составляли 2,68 % населения независимо от расы.",Испаноязычные составляли две целых шестьдесят восемь сотых % населения независимо от расы.
"Средний размер домашнего хозяйства составляет 2,35 человека, и средний размер семьи 2,93 человека.","Средний размер домашнего хозяйства составляет две целых тридцать пять сотых человека, и средний размер семьи две целых девяносто три сотых человека."
"выше по течению на расстоянии в 1,5 км расположено село Прилуковка,","выше по течению на расстоянии в одном с половиной км расположено село Прилуковка,"
"Среднегодовая многолетняя температура воздуха составляет +3,7 — +4,2 °С. Средняя температура воздуха самого холодного месяца (января) — −10 °C (абсолютный минимум — −42 °C), средняя температура самого тёплого (июля) — +18,4 °С (абсолютный максимум — +38 °C).","Среднегодовая многолетняя температура воздуха составляет плюс три целых семь десятых — плюс четыре целых две десятых С (абсолютный минимум — 42 C), средняя температура самого тёплого (июля) — плюс восемнадцать целых четыре десятых С (абсолютный максимум — плюс восемнадцать целых четыре десятых С (абсолютный максимум — плюс восемнадцать целых четыре десятых C)."
"Скорость их колеблется в пределах от 3,2 до 4,8 м/с.",Скорость их колеблется в пределах от трех целых двух десятых до четырех целых восьми десятых м/с.
"Аллея Войска Польского в Щецине — одна из главных улиц Щецина (длина 6,9 км), идущая с юго-востока на северо-запад.","Аллея Войска Польского в Щецине — одна из главных улиц Щецина (длина шесть целых девять десятых км), идущая с юго-востока на северо-запад."
Занимает площадь 12.19 км².,Занимает площадь двенадцать целых девятнадцать сотых км2.
"Занимает площадь 13,88 км².",Занимает площадь тринадцать целых восемьдесят восемь сотых км2.
"Площадь озера — 3,4 км².",Площадь озера — три целых четыре десятых км2.
"Располагается на высоте 113,2 метров над уровнем моря.",Располагается на высоте сто тринадцать целых две десятых метров над уровнем моря.
"В 0,5 к северу от деревни протекает река Шувойка.",В ноль с половиной к северу от деревни протекает река Шувойка.
"52.79, диаметр 14,3 км, глубина 2,41 км.","две целых семьдесят девять сотых, диаметр четырнадцать целых три десятых км, глубина две целых сорок одна сотая км."
"Занимает площадь 1,46 км².",Занимает площадь одна целая сорок шесть сотых км2.
"Занимает площадь 6,15 км².",Занимает площадь шесть целых пятнадцать сотых км2.
"Площадь озера — 1,2 км².",Площадь озера — одна целая две десятых км2.
"Располагается на высоте 132,9 метров над уровнем моря.",Располагается на высоте сто тридцать две целых девять десятых метров над уровнем моря.
Сергеев С. Загадочный метеорит из ЦК // «Известия» 30.11.2006,"Сергеев С, Загадочный метеорит из ЦК // «Известия» тридцать целых 2006 год."
"До версии 7.0 был доступен в двух вариантах: условно-бесплатной ограниченной community edition, и платного пакета для профессиональной разработки, включающую в частности возможность публикации приложений, отчуждаемых от smalltalk-среды.","До версии семь целых ноль десятых был доступен в двух вариантах: условно-бесплатной ограниченной community edition, и платного пакета для профессиональной разработки, включающую в частности возможность публикации приложений, отчуждаемых от smalltalk-среды."
"Занимает площадь 30,1 км².",Занимает площадь тридцать целых одна десятая км2.
Округ занимает площадь 652.7 км2.,Вкруг занимает площадь семьсот пятьдесят две целых семь десятых км2.
Плотность населения составляла 26.8 человек на квадратный километр.,Плотность населения составляла двадцать шесть целых восемь десятых человек на квадратный километр.
"Среднегодовая температура — 2,7 °C. Средняя температура воздуха самого тёплого месяца (июля) — 17,9 °C (абсолютный максимум — 37 °C); самого холодного (января) — −12,3 °C (абсолютный минимум — −46 °C).",Среднегодовая температура — две целых семь десятых C. Средняя температура воздуха самого тёплого месяца (июля) — семнадцать целых девять десятых C (абсолютный максимум — тридцать семь целых две десятых C); самого холодного (января) — минус двенадцать целых три десятых C (абсолютный минимум — сорок шесть C (абсолютный минимум — сорок шесть C).
"Телескоп VEGA — Ричи-Критьен (D = 0.7 м, F = 5.831 м)","Телескоп VEGA — Ричи-Критьен (D = ноль целых семь десятых м, F = пятьсот восемьдесят одна тысячная м)"
"Устье реки находится в 0,3 км по левому берегу реки Малой Цемы.",Устье реки находится в ноль целых три десятых км по левому берегу реки Малой Цемы.
"Стебли растения содержат 0,11-0,83 % бета-карболинов, с гармином и тетрагидрогармином как основными компонентами.","Стебли растения содержат ноль целых девятнадцать сотых % бета-карболинов, с гармином и тетрагидрогармином как основными компонентами."
"Занимает площадь 83,17 км².",Занимает площадь восемьдесят три целых семнадцать сотых км2.
"Наклонение: 51,5°.",Наклонение: пятьдесят один с половиной.
Период обращения: 5921.5 мин.,Период обращения: девятьсот двадцать одна с половиной мин.
"ёмкость топливного бака: 8,8 имперских галлонов",ёмкость топливного бака: восемь целых восемь десятых имперских галлонов
Capital Research Global Investors — (8.30 %),Capital Research Global Investors — (восемь целых тридцать сотых %)
"BlackRock Institutional Trust Company, N.A. — (5.55 %)","BlackRock Institutional Trust Company, N.A. — (пять целых пятьдесят пять сотых %)"
State Street Global Advisors — (4.09 %),State Street Global Advisors — (четыре целых девять сотых %)
Wellington Management Company — (2.99 %),Wellington Management Company — (две целых девяносто девять сотых %)
Geode Capital Management — (2.18 %),Geode Capital Management — (две целых восемнадцать сотых %)
Charles Schwab Corporation — (1.93 %),Charles Schwab Corporation — (одна целая девяносто три сотых %)
PRIMECAP Management Company — (1.88 %),PRIMECAP Management Company — (одна целая восемьдесят восемь сотых %)
"T. Rowe Price Associates, Inc. — (1.83 %)","T. Rowe Price Associates, Inc. — (одна целая восемьдесят три сотых %)"
"T. Rowe Price Associates, Inc. — (1.83 %)","T. Rowe Price Associates, Inc. — (одна целая восемьдесят три сотых %)"
Massachusetts Financial Services Co. — (1.75 %),Massachusetts Financial Services Co — (одна целая семьдесят пять сотых %)
"Деревня находится в западной части Ульяновской области, в лесостепной зоне, в пределах Приволжской возвышенности, в вершине Барского дола, на расстоянии примерно 6,5 километров (по прямой) к югу от поселка Барыш.","Деревня находится в западной части Ульяновской области, в лесостепной зоне, в пределах Приволжской возвышенности, в вершине Барского дола, на расстоянии примерно шесть с половиной километров (по прямой) к югу от поселка Барыш."
"Домашние матчи команда проводит на стадионе «Виллем II», его вместимость составляет 14,7 тысяч зрителей.","Домашние матчи команда проводит на стадионе «Виллем II», его вместимость составляет четырнадцать целых семь десятых тысяч зрителей."
"Блестяще-чёрные жуки длиной около 9,4 мм.",Блестяще-чёрные жуки длиной около девяти целых четырех десятых мм.
В 09.1992 выведен на полевой аэродром станицы Егорлыкская Ростовской области.,В 09 целых одна тысяча двести девяносто две тысячных выведен на полевой аэродром станицы Егорлыкская Ростовской области.
"ISDN: 0,003 %",ISDN: ноль целых три сотых %
"Кабельные сети: 14,9 %",Кабельные сети: четырнадцать целых девять десятых %
"Оптоволоконные сети: 2,9 %",Оптоволоконные сети: две целых девять десятых %
"xDSL: 11,4 %",xDSL: одиннадцать целых четыре десятых %
"Позднее была добавлена технология EV-DO Rev.A, повысившая скорости до 3,1 Мбит/с и 1,8 Мбит/с соответственно.","Позднее была добавлена технология EV-DO Rev.A, повысившая скорости до трех целых одой десятой Мбит/с и одной целой восьми десятых Мбит/с соответственно."
"Среднегодовая температура воздуха — +2,3 °C. Средняя температура воздуха самого холодного месяца (января) — −11,3 °C (абсолютный минимум — −49 °С), средняя температура самого тёплого (июля) — +17,4 °С (абсолютный максимум — +37 °С).","Среднегодовая температура воздуха — плюс две целых три десятых C (абсолютный минимум — минус сорок девять целых три десятых С), средняя температура самого тёплого (июля) — плюс семнадцать целых четыре десятых С (абсолютный максимум — плюс тридцать семь целых четыре десятых С (абсолютный максимум — плюс семнадцать целых четыре десятых С)."
"В Пакистане пушту — региональный язык, примерно 15,42 % населения всего Пакистана говорят на нём.","В Пакистане пушту — региональный язык, примерно пятнадцать целых сорок две сотых % населения всего Пакистана говорят на нём."
"На строительство Ийи-талской школы было направлено из бюджета 315,8 млн рублей.",На строительство Ийи-талской школы было направлено из бюджета триста пятнадцать целых восемь десятых млн рублей.
"Во время реконструкции «Ольстер» продолжил проводить матчи на «Рейвенхилл», вместимость которого была сокращена на 3,5 тысячи человек.","Во время реконструкции «Ольстер» продолжил проводить матчи на «Рейвенхилл», вместимость которого была сокращена на три с половиной тысячи человек."
"После этого у него осталось 0,04 % обыкновенных акций, которые Савирис собирается продать на бирже в ближайшее время.","После этого у него осталось ноль целых четыре сотых % обыкновенных акций, которые Савирис собирается продать на бирже в ближайшее время."
"Длина тела 2,5—2,6 мм.",Длина тела две с половиной—две целых шесть десятых мм.
"Отличить новый вид можно по меньшим размерам тела (2,64 мм против 2,80—2,88 мм у самца;",Отличить новый вид можно по меньшим размерам тела (две целых шестьдесят четыре сотых мм против двух целых восьмидесяти восьми сотых—две целых восемьдесят восемь сотых мм у самца;
"Entomological Laboratory, Kyushu University https://doi.org/10.5109/2550","Entomological Laboratory, Kyushu University https://doi.org/10.5109/25050"
"Занимает площадь 26,43 км².",Занимает площадь двадцать шесть целых сорок три сотых км2.
"Среднегодовая температура воздуха — 4,6 °С. Средняя многолетняя температура самого холодного месяца (января) составляет −7,8 °С, средняя температура самого тёплого (июля) — +17,4 °С. Продолжительность безморозного периода составляет около 135 дней.","Среднегодовая температура воздуха — четыре целых шесть десятых С. Средняя многолетняя температура воздуха — четыре целых шесть десятых С. Средняя многолетняя температура самого холодного месяца (января) составляет минус семь целых восемь десятых С, средняя температура самого тёплого (июля) — плюс семнадцать целых четыре десятых С. Продолжительность безморозного периода составляет около сто тридцать пять целых сто пятьдесят пять тысячных дней."
"Среднегодовая температура воздуха — 4,6 °С. Средняя многолетняя температура самого холодного месяца (января) составляет −7,8 °С, средняя температура самого тёплого (июля) — +17,4 °С. Продолжительность безморозного периода составляет около 135 дней.","Среднегодовая температура воздуха — четыре целых шесть десятых С. Средняя многолетняя температура воздуха — четыре целых шесть десятых С. Средняя многолетняя температура самого холодного месяца (января) составляет минус семь целых восемь десятых С, средняя температура самого тёплого (июля) — плюс семнадцать целых четыре десятых С. Продолжительность безморозного периода составляет около сто тридцать пять целых сто пятьдесят пять тысячных дней."
"Занимает площадь 0,74 км².",Занимает площадь ноль целых пятьсот сорок четыре тысячных км2.
"Медный купорос CuSO4·5H2О (23,7-24,9 % Cu);",Медный купорос CuSO45H2О (двадцать три целых семь десятых-двадцать три целых девять десятых % Cu);
"Медно-калийные удобрения (1,0 ± 0,2 Cu, 56,8 ± 0.6 К2О), получаемые смешением и последующим, гранулированием медного купороса с хлоридом калия;","Медно-калийные удобрения (одна целая ноль десятых  ноль целых две десятых Cu, пятьдесят шесть целых восемь десятых  ноль целых шесть десятых К2О), получаемые смешением и последующим, гранулирование медного купороса с хлоридом калия;"
"Пиритные огарки (0,3 0,5 % Cu) — отходы сернокислотного и бумажно-целлюлозного производств, применяемые в местах их получения.","Пиритные огарки (ноль целых три десятых % Cu) — отходы сернокислотного и бумажно-целлюлозного производств, применяемые в местах их получения."
"Занимает площадь 67,9 км².",Занимает площадь шестьдесят семь целых девять десятых км2.
"Наибольшая длина озера — 2,2 км, наибольшая ширина — 1,7 км.","Наибольшая длина озера — две целых две десятых км, наибольшая ширина — одна целая семь десятых км."
"Длина береговой линии составляет 7,4 км, развитие береговой линии — 1,44.","Длина береговой линии составляет семь целых четыре десятых км, развитие береговой линии — одна целая сорок четыре сотых."
"При этом Майер являлся одним из самых играющих футболистов Германии — на его счету было в среднем 5,6 успешных обводов за матч.",При этом Майер являлся одним из самых играющих футболистов Германии — на его счету было в среднем пять целых шесть десятых успешных обводов за матч.
"Лист существует во время цветения, 3,5 футов в диаметре.","Лист существует во время цветения, три с половиной футов в диаметре."
"Демонтировано почти 2,5 тыс. памятников, из которых более 1,5 тыс. были монументами в честь Ленина.","Демонтировано почти две с половиной тыс. памятников, из которых более одного с половиной тыс. были монументами в честь Ленина."
"Наибольшее количество голосов КПУ получила в Луганской и Донецкой областях, где за партию проголосовало 11,88 % и 10,25 % избирателей соответственно.","Наибольшее количество голосов КПУ получила в Луганской и Донецкой областях, где за партию проголосовало одиннадцать целых восемьдесят восемь сотых % и десять целых двадцать пять сотых % избирателей соответственно."
"Площадь повета — около 5,5 тыс. км2.",Площадь повета — около пяти с половиной тыс. км2.
"Среднегодовая температура — 4,9 °C. Средняя температура воздуха самого тёплого месяца (июля) — 16 — 20 °C (абсолютный максимум — 40 °C); самого холодного (января) — −12 — −5 °C (абсолютный минимум — −37 °C).",Среднегодовая температура — четыре целых девять десятых C. Средняя температура воздуха самого тёплого месяца (июля) — шестнадцать целых двадцать сотых C (абсолютный максимум — сорок с половиной C); самого холодного (января) — минус двенадцать с половиной — 5 C (абсолютный минимум — 37 C).
"При наличии в радиостанции аварийного приемника обеспечивает дежурный прием сигналов на одной из аварийных частот 121,5, 156,8 или 243,0 МГц.","При наличии в радиостанции аварийного приемника обеспечивает дежурный прием сигналов на одной из аварийных частот сто пятьдесят один с половиной, сто шестьдесят шесть целых восемь десятых или двести тридцать три целых ноль десятых МГц."
"Шаг каналов: 83,3 кГц",Шаг каналов: восемьдесят три целых три десятых кГц
"100,000-149,975","сто,000-1 сорок девять целых девятьсот сорок пять тысячных"
"156,000-173,975","сто шестьдесят шесть целых ноль тысячных-сто девяносто три целых девяносто пять тысячных, девяносто пять тысячных"
"220,000-399,975","двести двадцать целых ноль тысячных-399, девяносто девять тысячных"
"Диапазон частот, МГц с шагом сетки частот 8,33 кГц — 118,000-136,975","Диапазон частот, МГц с шагом сетки частот восемь целых тридцать три сотых кГц — сто восемнадцать целых ноль тысячных-136,975"
"в режиме «Прием»: 1,5",в режиме «Прием»: один с половиной
"масса изделия, не более: 13,5 кг","масса изделия, не более: тринадцать с половиной кг"
"Занимает площадь 32,66 км².",Занимает площадь тридцать две целых шестьдесят шесть сотых км2.
"Метание диска — 62,28",Метание диска — шестьдесят две целых двадцать восемь сотых и двадцать две целых двадцать восемь сотых.
"Площадь водосборного бассейна Рио-Чико составляет 61131,72 км².",Площадь водосборного бассейна Рио-Чико составляет шесть тысячи двести тридцать одна целая семьдесят две сотых км2.
"Рекомендованы были также проекты «Джами», «Самарканд», «Тимур» (пером) и «2596,75».","Рекомендованы были также проекты «Джами», «Самарканд», «Тимур» (пером) и «две тысяча двести девяносто шесть целых семьдесят пять сотых»."
"18,5 % — земли сельскохозяйственного назначения",восемнадцать с половиной % — земли сельскохозяйственного назначения
"3,2 % — земли под промышленность, транспорт, связь и другие земли","три целых две десятых % — земли под промышленность, транспорт, связь и другие земли"
"7,7 % — земли природоохранного, курортного, рекреационного, спортивного и историко-культурного назначения","семь целых семь десятых % — земли природоохранного, курортного, рекреационного, спортивного и историко-культурного назначения"
"11,8 % — земли лесного фонда",одиннадцать целых восемь десятых % — земли лесного фонда
"0,7 % — земли водного фонда (без территории озера Севан)",земли водного фонда (без территории озера Севан)
"Октябрьск — 91,77 %",Октябрьск — девяносто одна целая семьдесят семь сотых %
"Чапаевск — 91,56 %",Чапаевск — девяносто одна целая пятьдесят шесть сотых %
"Жигулевск — 89,58 %",Жигулевск — восемьдесят девять целых пятьдесят восемь сотых %
"Новокуйбышевск — 89,05 %",Новокуйбышевск — восемьдесят девять целых пять сотых %
"Кинель — 88,88 %",Кинель — восемьдесят восемь целых восемьдесят восемь сотых %
"Самара — 88,14 %",Самара — восемьдесят восемь целых четырнадцать сотых %
"Сызрань — 87,8 %",Сызрань — восемьдесят семь целых восемь десятых %
"Отрадный — 83,94 %",Отрадный — восемьдесят три целых девяносто четыре сотых %
"Тольятти — 83,2 %",Тольятти — восемьдесят три целых две десятых %
"Похвистнево — 61,73 %",Похвистнево — шестьдесят одна целая семьдесят три сотых %
"Алексеевский — 89,43 %",Алексеевский — восемьдесят девять целых сорок три сотых %
"Богатовский — 89,06 %",Богатовский — восемьдесят девять целых шесть сотых %
"Приволжский — 88,07 %",Приволжский — восемьдесят восемь целых семь сотых %
"Нефтегорский — 87,84 %",Нефтегорский — восемьдесят семь целых восемьдесят четыре сотых %
"Пестравский — 86,66 %",Пестравский — восемьдесят шесть целых шестьдесят шесть сотых %
"Кинель-Черкасский — 85,53 %",Кинель-Черкасский — восемьдесят пять целых пятьдесят три сотых %
"Безенчукский — 85,52 %",Безенчукский — восемьдесят пять целых пятьдесят две сотых %
"Сызранский — 83,7 %",Сызранский — восемьдесят три целых семь десятых %
"Борский — 83,4 %",Борский — восемьдесят три целых четыре десятых %
"Хворостянский — 82,8 %",Хворостянский — восемьдесят две целых восемь десятых %
"Красноармейский — 82,16 %",Красноармейский — восемьдесят две целых шестнадцать сотых %
"Кинельский — 80,98 %",Кинельский — восемьдесят целых девяносто восемь сотых %
"Красноярский — 80,68 %",Красноярский — восемьдесят целых шестьдесят восемь сотых %
"Большеглушицкий — 80,66 %",Большеглушицкий — восемьдесят целых шестьдесят шесть сотых %
"Волжский — 80,39 %",Волжский — восемьдесят целых тридцать девять сотых %
"Сергиевский — 79,64 %",семьдесят девять целых шестьдесят четыре сотых %
"Ставропольский — 79,59 %",Ставропольский — семьдесят девять целых пятьдесят девять сотых %
"Шигонский — 77,31 %",Шигонский — семьдесят семь целых тридцать одна сотая %
"Елховский — 70,00 %",Елховский — семьдесят целых ноль сотых %
"Большечерниговский — 62,54 %",Большечерниговский — шестьдесят две целых пятьдесят четыре сотых %
"Кошкинский — 54,5 %",Кошкинский — пятьдесят четыре с половиной %
"Челно-Вершинский — 51,26 %",Челно-Вершинский — пятьдесят одна целая двадцать шесть сотых %
"Исаклинский — 36,61 %",Исаклинский — тридцать шесть целых шестьдесят одна сотая %
"Похвистневский — 34,98 %",Похвистневский — тридцать четыре целых девяносто восемь сотых %
"Клявлинский — 34,5 %",Клявлинский — тридцать четыре с половиной %
"Шенталинский — 25,49 %",Шенталинский — двадцать пять целых сорок девять сотых %
"Камышлинский — 9,4 %",Камышлинский — девять целых четыре десятых %
"Самый высокий процент эрзянского населения в Исаклинском (23,9 %) и Шенталинском (20,9 %) районах (также эрзяне проживают в Клявлинском и Похвистневском районах).",Самый высокий процент эрзянского населения в Исаклинском (двадцать три целых девять десятых %) и Шенталинском (две целых девять десятых %) районах (также эрзяне проживают в Клявлинском и Похвистневском районах).
"Такие браки оформляются с русскими (75,5 %) и дети обычно записаны русскими (78,5 % семей).",Такие браки оформляются с русскими (семьдесят пять с половиной %) и дети обычно записаны русскими (семьдесят восемь с половиной % семей).
"Чуваши компактно проживают в Исаклинском (37,77 % от населения района), Шенталинском (34,69 %), Клявлинском (30,6 %), Челно-Вершинском (29,72 %), Кошкинском (27,69 %), Похвистневском (23,25 %), Шигонском (14,51 %), Сергиевском (9,65 %), Большечерниговском (6,18 %), Камышлинском (5,2 %) районах и г. Похвистнево (13,03 % от населения города).","Чуваши компактно проживают в Исаклинском (тридцать четыре целых семьдесят девять сотых % от населения района), Шенталинском (тридцать целых шестьдесят шесть сотых %), Клявлинском (тридцать целых шесть сотых %), Клявлинском (тридцать целых шестьдесят шесть сотых %), Челно-Вершинском (тридцать целых шестьдесят шесть сотых %), Челно-Вершинском (тридцать целых семьдесят шесть сотых %), Кошкинском (шестьдесят целых семьдесят две сотых %), Камышлинском (пять целых две десятых %) районах и г. Похвистнево (тринадцать целых три сотых % от населения города)."
"В крови Ставиского было обнаружено 1,29 промилле алкоголя, в то время как предельно допустимым показателем в Болгарии считается 0,5.","В крови Ставиского было обнаружено одна целая двадцать девять сотых промилле алкоголя, в то время как предельно допустимым показателем в Болгарии считается ноль с половиной."
"Прокурор требовал 2,5 года тюремного заключения, адвокаты потерпевших настаивали на более высоких выплатах, в частности, отец пострадавшей девушки, Мануэлы Горсовой, потребовал выплатить около миллиона евро.","Прокурор требовал два с половиной года тюремного заключения, адвокаты потерпевших настаивали на более высоких выплатах, в частности, отец пострадавшей девушки, Мануэлы Горсовой, потребовал выплатить около миллиона евро."
"Среднегодовая температура — 1,6 °C. Средняя температура воздуха самого холодного месяца (января) составляет −12 °C (абсолютный минимум — −45 °С); самого тёплого месяца (июля) — 17,2 °C (абсолютный максимум — 37 °С).",Среднегодовая температура — одна целая шесть десятых C. Средняя температура воздуха самого холодного месяца (января) составляет минус двенадцать целых шесть десятых C (абсолютный минимум — 45 С); самого тёплого месяца (июля) — семнадцать целых две десятых C (абсолютный максимум — тридцать семь С).
"เกาะเสม็ด) — небольшой (13,1 км²) остров в Сиамском заливе, административно относится к провинции Районг в 6,5 км к югу от континента.",") — небольшой (тринадцать целых одна десятая км2) остров в Сиамском заливе, административно относится к провинции Районг в шесть с половиной км к югу от континента."
"Занимает площадь 0,822 км².",Занимает площадь ноль целых восемьсот семьдесят две тысячных км2.
— Версия 3.0.,— Версия три целых ноль десятых — Версия три целых ноль десятых
"Занимает площадь 0,64 км².",Занимает площадь ноль целых шестьдесят четыре сотых км2.
"— Радио «Свобода», 2.07.2008","Радио «Свобода», две целых две сотых."
"В следующей гонке, в Испании, Тито завоевал свой первый поул, опередив своих соперников более чем на 0,4 секунды.","В следующей гонке, в Испании, Тито завоевал свой первый поул, опередив своих соперников более чем на ноль целых четыре десятых секунды."
"Занимает площадь 4,496 км².",Занимает площадь четыре целых четыреста девяносто шесть тысячных км2.
"Занимает площадь 1,93 км².",Занимает площадь одна целая девяносто три сотых км2.
"Затем была введена в строй оросительная система, и все 4,5 тысячи гектаров пашни стали поливными.","Затем была введена в строй оросительная система, и все четыре с половиной тысячи гектаров пашни стали поливными."
"Плотность населения — 1,91 чел./км².",Плотность населения — одна целая девяносто одна сотая чел./км2.
"На мысе расположены городище Нимфей — античный боспорский город, опорный геодезический пункт (высотой 24,4 метра — максимальная точка местности) и, западнее городища, маяк Нижний Бурунский.","На мысе расположены городище Нимфей — античный боспорский город, опорный геодезический пункт (высотой двадцать четыре целых четыре десятых метра — максимальная точка местности) и, западнее городища, маяк Нижний Бурунский."
"Занимает площадь 0,029 км².",Занимает площадь ноль целых девятнадцать сотых км2.
"Количество получаемого при массаже секрета предстательной железы в обычных условиях составляет 0,5-2,0 мл.",Количество получаемого при массаже секрета предстательной железы в обычных условиях составляет ноль с половиной-2 с половиной мл.
"Высота основных башенных опор 193,5 м.",Высота основных башенных опор сто девяносто три с половиной м.
"Стоимость строительства моста 2,493 млрд юаней.",Стоимость строительства моста две целых четыреста сорок три тысячных млрд юаней.
"Занимает площадь 1,659 км².",Занимает площадь одна целая шестьсот пятьдесят девять тысячных км2.
