q,a
"Занимает площадь 0,514 км².",Занимает площадь ноль целых пятьсот четырнадцать тысячных км2.
"В центре сюжета находится космическая станция «Вавилон-5» (8 км в длину, массой в 2,5 млн т), вращающаяся вокруг центральной оси и построенная для дипломатических целей, поддержания мира между космическими цивилизациями, торговли и совместной деятельности.","В центре сюжета находится космическая станция «Вавилон-5» (восемь с половиной км в длину, массой в два с половиной млн т), вращающаяся вокруг центральной оси и построенная для дипломатических целей, поддержания мира между космическими цивилизациями, торговли и совместной деятельности."
"Для сравнения, на западном побережье, где фильм пошёл в эфир *после* окончания трансляции матча, мы не только достигли ожидаемых телесетью рейтингов, но и превысили их ожидания, взяв 3,2 или 3,6 процентов аудитории в разных целевых группах, что просто неслыханно для кабельной телесети.","Для сравнения, на западном побережье, где фильм пошёл в эфир *после* окончания трансляции матча, мы не только достигли ожидаемых телесетью рейтингов, но и превысили их ожидания, взяв три целых две десятых или три целых шесть десятых процентов аудитории в разных целевых группах, что просто неслыханно для кабельной телесети."
"Проблема в том, что именно 1,7 — то самое среднее арифметическое от рейтингов по стране — используется для рекламы фильма на рынке.","Проблема в том, что именно одна целая семь десятых — то самое среднее арифметическое от рейтингов по стране — используется для рекламы фильма на рынке."
"Среднегодовая температура — 5,1 °C. Абсолютный минимум температуры воздуха самого холодного месяца (января) составляет −37 °C; абсолютный максимум самого тёплого месяца (июля) — 40 °C. Безморозный период длится около 144 дней в году.",Среднегодовая температура — пять целых одна десятая C. Абсолютный минимум температуры воздуха самого холодного месяца (января) составляет минус тридцать семь целых тридцать семь сотых C; абсолютный максимум самого тёплого месяца (июля) — сорок с половиной C. Безморозный период длится около сто сорок четыре дней в году.
"Половой составПо данным Всероссийской переписи населения 2010 года в половой структуре населения мужчины составляли 37,5 %, женщины — соответственно 62,5 %.","Половой составПо данным Всероссийской переписи населения 2010 года в половой структуре населения мужчины составляли тридцать семь с половиной %, женщины — соответственно шестьдесят две с половиной %."
"Среднегодовая температура воздуха — 3 °C. Средняя температура воздуха самого холодного месяца (января) — −9,1 °C (абсолютный минимум — −50 °C), средняя температура самого тёплого (июля) — 17 — 18 °С (абсолютный максимум — 35 °С).","Среднегодовая температура воздуха — три C. Средняя температура воздуха самого холодного месяца (января) — минус девять целых одна десятая C (абсолютный минимум — 50 C), средняя температура самого тёплого (июля) — семнадцать целых восемнадцать сотых С (абсолютный максимум — тридцать пять сотых С)."
"Доля женщин в народных советах, основных административных органах, увеличился на уровне провинций, районов и коммун с 22,8, 20,8 и 16,5 процента в 1965 году до 34,8, 40,0 и 16,5 процента в 1965 году, 40,9 процента к 1972 году"".","Доля женщин в народных советах, основных административных органах, увеличился на уровне провинций, районов и коммун с двадцать две целых восемь десятых, двадцать целых восемь десятых, двадцать целых восемь десятых, двадцать целых восемь десятых и шестнадцать с половиной процента в 1965 году до сорока четырех целых восьми десятых процента в 1965 году, сорок целых девять десятых процента в 1965 году, сорок целых девять десятых процента к 1972 году""."
"В Коммунистической партии Вьетнама членство женщин росло и в 2010 году составило 33 % (в 2005 году—21,9 %), однако число женщин в партии по-прежнему меньше, чем число мужчин.","В Коммунистической партии Вьетнама членство женщин росло и в 2010 году составило тридцать три % (в 2005 году— двадцать одна целая девять десятых %), однако число женщин в партии по-прежнему меньше, чем число мужчин."
"Они охраняются в соответствии с Федеральным законом от 25.06.2002 N 73-ФЗ «Об объектах культурного наследия (памятниках истории и культуры) народов Российской Федерации», Областным законом от 22.10.2004 N 178-ЗС «Об объектах культурного наследия (памятниках истории и культуры) в Ростовской области», Постановлением Главы администрации РО от 21.02.97 N 51 о принятии на государственную охрану памятников истории и культуры Ростовской области и мерах по их охране и др.","Они охраняются в соответствии с Федеральным законом от двадцать пять целых девяносто шесть сотых N семьдесят три сотых «Об объектах культурного наследия (памятниках истории и культуры) народов Российской Федерации», Областным законом от двадцать две целых девяносто две сотых N сто семьдесят восемь сотых-ЗС «Об объектах культурного наследия (памятниках истории и культуры) в Ростовской области», Постановлением Главы администрации РО от двадцать одна целая девяносто семь сотых N пятьдесят одна сотая о принятии на государственную охрану памятников истории и культуры Ростовской области и мерах по их охране и др."
"Находится на расстоянии около 1,5 км к востоку от хутора Курганного.",Находится на расстоянии около одного с половиной км к востоку от хутора Курганного.
"Находится на расстоянии около 1,3 км к востоку от хутора Курганного.",Находится на расстоянии около одной целой трех десятых км к востоку от хутора Курганного.
"Находится на расстоянии около 0,5 км к югу от хутора Курганного.",Находится на расстоянии около ноля с половиной км к югу от хутора Курганного.
"Вирусы нестабильны при рН ниже 5,0.",Вирусы нестабильны при рН ниже пяти целых десятых.
"ниже по течению на расстоянии в 0,5 км расположено село Михайловка.",ниже по течению на расстоянии в ноль с половиной км расположено село Михайловка.
"Черешки 30--60 см; зонтиков 3–5, наложенных друг на друга, 6–10-цветковых; прицветники линейные до линейно-ланцетных, 0,5--1,5 см. Цветоножка 1–1,5 см. ","Черешки 30--шестьдесят см; зонтиков три с половиной, наложенных друг на друга, шесть–десяти цветковых; прицветники линейные до линейно-ланцетных, ноль с половиной--одна с половиной см. Цветоножка одна целая две с половиной см."
"Венчик темно-фиолетовый в молодом возрасте, воронковидный; трубка ок. 9 мм; отгиб вогнутый, шириной 1—1,5 см; лопасти субчетырехугольные, 3—4(—5) × 5—6 мм, вершина от полуусеченной до слабо выемчатой.","Венчик темно-фиолетовый в молодом возрасте, воронковидный; трубка ок. девять с половиной мм; отгиб вогнутый, шириной одна целая две десятых см; лопасти субчетырехугольные, три целых четыре десятых (—пять с половиной мм, вершина от полуусеченной до слабо выемчатой."
"Булавочные цветки: тычинки на 2,5–3 мм выше основания трубки венчика; стиль ок. 7 мм.",Булавочные цветки: тычинки на две с половиной–трех мм выше основания трубки венчика; стиль ок. семь мм.
"В октябре 1996 г. баллотировался на пост главы Администрации Псковской области, по результатам голосования занял третье место среди семи кандидатов (набрав 14,93 %).","В октябре 1996 г. баллотировался на пост главы Администрации Псковской области, по результатам голосования занял третье место среди семи кандидатов (набрав четырнадцать целых девяносто три сотых %)."
"Выборы в Думу V созыва оказались провальными для «Яблока», набравшего в результате голосования 1,59 % голосов, что Яшин использовал для начала собственной кампании по смещению действовавшего руководства партии.","Выборы в Думу V созыва оказались провальными для «Яблока», набравшего в результате голосования одну целую пятьдесят девять сотых % голосов, что Яшин использовал для начала собственной кампании по смещению действовавшего руководства партии."
"По итогам голосования Немцов получил 13,6 % голосов, Яшин сообщил о масштабных фальсификациях при досрочном голосовании и голосовании на дому, вбросах бюллетеней на избирательных участках и давлении на наблюдателей, однако даже официальный результат назвал достаточно высоким.","По итогам голосования Немцов получил тринадцать целых шесть десятых % голосов, Яшин сообщил о масштабных фальсификациях при досрочном голосовании и голосовании на дому, вбросах бюллетеней на избирательных участках и давлении на наблюдателей, однако даже официальный результат назвал достаточно высоким."
"22 октября 2012 года Яшин занял 5 место на выборах в Координационный совет российской оппозиции, собрав 32,4 тысячи голосов в свою поддержку, и вошёл в его состав.",двадцать две целых четыре десятых тысячи голосов в свою поддержку и вошёл в его состав.
"Однако территориальная избирательная комиссия приняла решение о недопуске кандидата к выборам, признав недействительными 11,4 % подписей за выдвижение Яшина при максимальном допустимом браке в 10 %, после чего совместно с другими недопущенными деятелями Яшин участвовал в ежедневных акциях протеста.","Однако территориальная избирательная комиссия приняла решение о недопуске кандидата к выборам, признав недействительными одиннадцать целых четыре десятых % подписей за выдвижение Яшина при максимальном допустимом браке в десять %, после чего совместно с другими недопущенными деятелями Яшин участвовал в ежедневных акциях протеста."
"Согласно принятым в июне 2021 года поправкам в избирательное законодательство России причастность к деятельности экстремистской организации является одним из оснований для недопуска к выборам (п. 3.6 ст. 4 ФЗ «Об основных гарантиях избирательных прав и права на участие в референдуме граждан Российской Федерации»), однако факт причастности к экстремистской организации устанавливается решением суда, а не решением избирательной комиссии.","Согласно принятым в июне 2021 года поправкам в избирательное законодательство России причастность к деятельности экстремистской организации является одним из оснований для недопуска к выборам (п. три целых шесть десятых ст. четыре ФЗ «Об основных гарантиях избирательных прав и права на участие в референдуме граждан Российской Федерации»), однако факт причастности к экстремистской организации устанавливается решением суда, а не решением избирательной комиссии."
"В декабре 2019 года депутаты МО «Красносельский» одобрили бюджет на 2020 год, в котором у главы округа, то есть у Яшина, была увеличена зарплата до 3,04 млн рублей в 2020 году, что на 62 % больше, чем было два года назад (в 2018 году он получал 1,87 млн рублей).","В декабре 2019 года депутаты МО «Красносельский» одобрили бюджет на 2020 год, в котором у главы округа, то есть у Яшина, была увеличена зарплата до трех целых четырех сотых млн рублей в 2020 году, что на шестьдесят две целых восемьдесят две сотых млн рублей в 2020 году, что на шестьдесят две целых восемьдесят семь сотых млн рублей (в 2018 году он получал одну целую восемьдесят семь сотых млн рублей)."
"Защита Яшина ходатайствовала о приостановлении производства по делу для обращения в Конституционный суд РФ, чтобы выяснить, не противоречит ли статья 207.3 Уголовного кодекса Конституции РФ.","Защита Яшина ходатайствовала о приостановлении производства по делу для обращения в Конституционный суд РФ, чтобы выяснить, не противоречит ли статья двести семь целых три десятых Уголовного кодекса Конституции РФ."
"Возможна и естественная асимметрия выстояния глаз, однако у большинства людей она незначительна (менее 0,5 мм) и поэтому практически незаметна.","Возможна и естественная асимметрия выстояния глаз, однако у большинства людей она незначительна (менее ноль с половиной мм) и поэтому практически незаметна."
"Впадает в Кын справа, в 1,6 км от его устья.","Впадает в Кын справа, в одной целой шести десятых км от его устья."
Bastugästboken 2.0.,Bastugstboken две целых ноль десятых
"Длина арочных пролётов варьируется от 57,5 м у середины моста до 30,9 м для самых крайних арок.",Длина арочных пролётов варьируется от пятидесяти семи с половиной м у середины моста до тридцати целых девяти десятых м для самых крайних арок.
"Высота от поверхности воды («клиренс») — от 8,1 м у середины моста до 2,6 м для самых крайних опор.",Высота от поверхности воды («клиренс») — от восьми целых одой десятой м у середины моста до двух целых шести десятых м для самых крайних опор.
"Самый высокий пролёт моста — центральный — окружён четырьмя башенками, установленными на выступающих краях центральных опор (длина каждой из которых — 57,3 м, а ширина — 16,3 м).","Самый высокий пролёт моста — центральный — окружён четырьмя башенками, установленными на выступающих краях центральных опор (длина каждой из которых — пятьдесят семь целых три десятых м, а ширина — шестнадцать целых три десятых м)."
"Площадь совета составляет 0,994 км².",Площадь совета составляет ноль целых девятьсот сорок четыре тысячных км2.
"99,3 % населения составляют евреи.",девяносто девять целых три десятых % населения составляют евреи.
"В этом сезоне на соревнованиях в Остраве и Гданьске дважды обновляла мировой рекорд в стипльчезе — 9:21,72 и 9:16,51 соответственно.","В этом сезоне на соревнованиях в Остраве и Гданьске дважды обновляла мировой рекорд в стипльчезе — девять целых семьдесят две сотых и девять:16, пятьдесят одна сотая соответственно."
25.8.1956) — украинский и словенский тренер по фехтованию.,двадцать пять целых восемь десятых (ноль целых двести пятьдесят шесть тысячных) — украинский и словенский тренер по фехтованию.
"— искусственного спутника Земли «Глонасс-М», масштаб 1:2,5;","— искусственного спутника Земли «Глонасс М», масштаб одна с половиной;"
"Длина тела от 2 до 4,3 мм.",Длина тела от двух до четырех целых трех десятых мм.
"Длина тела сама достигает 4,3 мм.окраска однородная от темно-рыжего до бурого цвета.; тело удлиненное, усики достигают середины тела.","Длина тела сама достигает четырех целых трех десятых мм.окраска однородная от темно-рыжего до бурого цвета.; тело удлиненное, усики достигают середины тела."
"Задние крылья развиты.У самок размер может доходить до 3,1 мм. краска тела до буро-черного цвета; форма тела более шаровидная, чем у самца, усики короче.","Задние крылья развиты.У самок размер может доходить до трех целых одой десятой мм. краска тела до буро-черного цвета; форма тела более шаровидная, чем у самца, усики короче."
"По данным Бюро переписи населения США город Хупер-Бей имеет общую площадь в 22,79 км², из которых 22,53 км² занимает суша и 0,26 км² — вода.","По данным Бюро переписи населения США город Хупер-Бей имеет общую площадь в двадцать две целых семьдесят девять сотых км2, из которых двадцать две целых пятьдесят три сотых км2 занимает суша и ноль целых две сотых км2 — вода."
"Площадь водных ресурсов города составляет 1,14 % от всей его площади.",Площадь водных ресурсов города составляет одна целая четырнадцать сотых % от всей его площади.
"Средняя плотность населения составляла около 45,1 человек на один квадратный километр.",Средняя плотность населения составляла около пятидесяти пяти целых одой десятой человек на один квадратный километр.
"Расовый состав Хупер-Бей по данным переписи распределился следующим образом: 4,24 % белых, 93,69 % — коренных американцев, 2,07 % — представителей смешанных рас.","Расовый состав Хупер-Бей по данным переписи распределился следующим образом: четыре целых двадцать четыре сотых % белых, девяносто три целых шестьдесят девять сотых % — коренных американцев, две целых семь сотых % — представителей смешанных рас."
"Испаноговорящие составили 0,10 % от всех жителей города.",Испаноговорящие составили ноль целых девятнадцать сотых % от всех жителей города.
"Из 227 домашних хозяйств в 61,7 % — воспитывали детей в возрасте до 18 лет, 34,4 % представляли собой совместно проживающие супружеские пары, в 30 % семей женщины проживали без мужей, 17,6 % не имели семей.","Из двести двадцать семь домашних хозяйств в шестьдесят одну целую семь десятых % — воспитывали детей в возрасте до восемнадцати лет, тридцать четыре целых четыре десятых % представляли собой совместно проживающие супружеские пары, в тридцать с половиной % семей женщины проживали без мужей, семнадцать целых шесть десятых % не имели семей."
"15,4 % от общего числа семей на момент переписи жили самостоятельно, при этом 0,9 % составили одинокие пожилые люди в возрасте 65 лет и старше.","пятнадцать целых четыре десятых % от общего числа семей на момент переписи жили самостоятельно, при этом ноль целых девять десятых % составили одинокие пожилые люди в возрасте шестьдесят пять целых пятьдесят пять сотых лет и старше."
"Средний размер домашнего хозяйства составил 4,47 человек, а средний размер семьи — 4,97 человек.","Средний размер домашнего хозяйства составил четыре целых сорок семь сотых человек, а средний размер семьи — четыре целых девяносто семь сотых человек."
"Население города по возрастному диапазону по данным переписи 2000 года распределилось следующим образом: 49,2 % — жители младше 18 лет, 9 % — между 18 и 24 годами, 24,5 % — от 25 до 44 лет, 11,5 % — от 45 до 64 лет и 5,8 % — в возрасте 65 лет и старше.","Население города по возрастному диапазону по данным переписи 2000 года распределилось следующим образом: сорок девять целых две десятых % — жители младше восемнадцати лет, девять % — между восемнадцати и двадцатью целыми девять десятых % — жители младше восемнадцати лет, девять % — между восемнадцати и двадцатью целыми девять десятых % — между восемнадцати и двадцатью целыми четырьмя десятыми % — между восемнадцати и двадцать четыре с половиной % — от сорока четырех с половиной % — от сорока пяти целых восьми десятых % — в возрасте шестьдесят пять целых восемь десятых % — в возрасте шестьдесят пять сотых % — в возрасте шестьдесят пять сотых % — в возрасте шестьдесят пять сотых % — в возрасте шестьдесят пять сотых % — в возрасте шестьдесят пять сотых % — в возрасте шестьдесят пять сотых % — в возрасте шестьдесят пять сотых % — в возрасте шестьдесят пять сотых % — в возрасте шестьдесят пять сотых % — в возрасте шестьдесят пять сотых % — в возрасте шестьдесят пять сотых % — в возрасте шестьдесят пять сотых % — в возрасте шестьдесят пять сотых % — в возрасте шестьдесят пять сотых % — в возрасте шестьдесят пять сотых % — в возрасте шестьдесят пять лет и старше."
"На каждые 100 женщин в Хупер-Бей приходилось 98,8 мужчин, при этом на каждые сто женщин 18 лет и старше приходилось 116,4 мужчин также старше 18 лет.","На каждые сто женщин в Хупер-Бей приходилось девяносто восемь целых восемь десятых мужчин, при этом на каждые сто женщин восемнадцати целых четырех десятых мужчин также старше восемнадцати лет."
"28,4 % от всего числа семей в городе и 27,9 % от всей численности населения находилось на момент переписи населения за чертой бедности, при этом 30,1 % из них были моложе 18 лет и 31,6 % — в возрасте 65 лет и старше.","двадцать восемь целых четыре десятых % от всего числа семей в городе и двадцать семь целых девять десятых % от всей численности населения находилось на момент переписи населения за чертой бедности, при этом тридцать целых одна десятая % из них были моложе восемнадцати лет и тридцать целых шесть десятых % — в возрасте шестьдесят пять целых шесть десятых % — в возрасте шестьдесят пять целых шесть десятых % — в возрасте шестьдесят пять сотых %."
"Среднегодовая температура воздуха — 3,8 °C. Средняя температура воздуха самого холодного месяца (января) — −10,5 °C (абсолютный минимум — −50 °C), средняя температура самого тёплого (июля) — 17,3 °С (абсолютный максимум — 36 °С).","Среднегодовая температура воздуха — три целых восемь десятых C. Средняя температура воздуха самого холодного месяца (января) — минус десять с половиной C (абсолютный минимум — 50 C), средняя температура самого тёплого (июля) — семнадцать целых три десятых С (абсолютный максимум — тридцать шесть С)."
"Среднегодовая скорость ветра — 3,5 м/с, варьирует от 4,2 м/с в ноябре до 3 м/с в августе.","Среднегодовая скорость ветра — три с половиной м/с, варьирует от четырех целых двух десятых м/с в ноябре до трех м/с в августе."
"Явка составила 45,73 %.",Явка составила сорок пять целых семьдесят три сотых %.
"В результате, сторонники Чавеса, набрав 48,6 % голосов, смогли занять 74,8 % позиций.Мэром Каракаса был выбран журналист Хуан Баррето из Социалистической лиги, чью кандидатуру поддержал Чавес.","В результате, сторонники Чавеса, набрав сорок восемь целых шесть десятых % голосов, смогли занять семьдесят четыре целых восемь десятых % позиций.Мэром Каракаса был выбран журналист Хуан Баррето из Социалистической лиги, чьи кандидатуру поддержал Чавес."
"Основными акционерами Shangji Automation являются Ян Цзяньлян (37,6 %), Хан Хун (15,1 %), Сюй Гунмин (1,39 %), Qingdao Fanyi Asset Management (1,11 %), Foresight Fund Management (1,09 %) и Ян Хао (0,87 %).","Основнойи акционерами Shangji Automation являются Ян Цзяньлян (тридцать семь целых шесть десятых %), Хан Хун (тридцать семь целых шесть десятых %), Сюй Гунмин (сорок восемь целых одна десятая %), Сюй Гунмин (сорок восемь целых одна десятая %), Сюй Гунмин (сорок восемь целых одна десятая %), Сюй Гунмин (сорок восемь сотых %), Сюй Гунмин (сорок восемь сотых %), Сюй Гунмин (сорок одна целая одиннадцать сотых %) и Ян Хао (ноль целых восемьдесят семь сотых %)."
"    {\displaystyle K_{0,1}={\frac {n(A\cap B)}{2}}\left[{\frac {1}{n(A)}}+{\frac {1}{n(B)}}\right]}",К_ноль целых одна десятая=\frac n (A\cap B)две целых две десятыхn (A\cap B)две десятыхn (A\cap B)две десятыхn (A)+\frac 1n (A)+\frac 1n (B)\right]
"    {\displaystyle K_{0,1}={\frac {\sum _{i=1}^{r}min(A_{i},B_{i})}{2}}\left[{\frac {1}{\sum _{i=1}^{r}(A_{i})}}+{\frac {1}{\sum _{i=1}^{r}(B_{i})}}\right]}","К_0,1=\frac \sum _i=1rmin (A_i)+\frac i=1r (A_i)+\frac i=1r (B_i)+\frac 1\sum _i=1r (B_i)+\frac \sum _i=1r (B_i)]"
"    {\displaystyle K_{0,1}={\frac {P(A\cap B)}{2}}\left[{\frac {1}{P(A)}}+{\frac {1}{P(B)}}\right]}",К_ноль целых одна десятая=\frac P (A\cap B)две целых две десятыхP (A\cap B)две десятыхP (A)+\frac 1P (A)+\frac одна целая две десятыхP (A)+\frac одна целая две десятыхP (A)+\frac 1P (B)]
"    {\displaystyle K_{0,1}={\frac {I(A,B)}{2}}\left[{\frac {1}{H(A)}}+{\frac {1}{H(B)}}\right]}","К_0,1=\frac I (A)две целых две десятыхH (A)+\frac H (A)+\frac H (A)+\frac H (A)+\frac H (A)+\frac H (B)\right]"
"иностранные граждане, служившие под французским командованием, которые соответствовали вышеупомянутым требованиям для награждения; однако, лишь при наличии согласия правительства их стран (ст. 4 Закона 53-1009 от 10.10.1953).Награждению не подлежали солдаты и офицеры Корпуса, совершившие уголовные преступления.","иностранные граждане, служившие под французским командованием, которые соответствовали вышеупомянутым требованиям для награждения; однако, лишь при наличии согласия правительства их стран (ст. четыре Закона пятьдесят три целых девятнадцать сотых от десять целых двести пятьдесят девять тысячных преступления)."
"Размер уставного фонда Банка составляет 66 098 896,92 белорусских рублей.",Размер уставного фонда Банка составляет шестьдесят шесть целых девятнадцать сотых восемьсот девяносто шесть тысячных восемьсот девяносто шесть целых девяносто две сотых тысячных рублей.
"Размер неденежной части уставного фонда составляет 19 283 099,8593 белорусских рублей или 29,17 % от зарегистрированного уставного фонда банка.",Размер неденежной части уставного фонда составляет девятнадцать целых двести восемьдесят девять тысячных ноль целых восемьсот девяносто три тысячных ноль целых восемьсот девяносто три тысячных белорусских рублей или двадцать девять целых семнадцать сотых % от зарегистрированного уставного фонда банка.
"Уставный фонд Банка разделен на 220 329 656 400 акций, в том числе: 220 310 818 106 простых (обыкновенных) акций номинальной стоимостью 0,0003 белорусского рубля каждая и 18 838 294 привилегированных акции номинальной стоимостью 0,0003 белорусского рубля каждая.","Уставный фонд Банка разделен на двести двадцать две целых пятьсот пятьдесят шесть тысячных акций, в том числе: двести двадцать целых двести двадцать восемь тысячных двести двадцать шесть тысячных простых (обыкновенных) акций номинальной стоимостью ноль целых ноль тысячных белорусского рубля каждая и девятнадцать целых двести тридцать четыре тысячных привилегированных акции номинальной стоимостью ноль целых ноль целых две тысяча двести тридцать четыре тысячных привилегированных акции номинальной стоимостью ноль целых ноль целых две тысяча двести тридцать четыре тысячных акции номинальной стоимостью ноль целых двести тридцать три тысячных белорусского рубля каждая."
"В 2018 году Паритетбанк дважды подавал заявку на покупку украинской «дочки» Сбербанка РФ, но дважды получил отказ Нацбанка Украины.Председатель Правления Банка Карпов Сергей Александрович (с 18.07.2022)","В 2018 году Паритетбанк дважды подавал заявку на покупку украинской «дочки» Сбербанка РФ, но дважды получил отказ Нацбанка Украины.Председатель Правления Банка Карпов Сергей Александрович (с восемнадцати целых двести двадцать две тысячных)"
"Растения достигают в высоту 4,5 м; активно ветвятся, из-за этого нередко похожи на деревья.","Растения достигают в высоту четыре с половиной м; активно ветвятся, из-за этого нередко похожи на деревья."
"В конце 2008 года на стадионе была открыта трибуна MET Steel в честь известного спонсора клуба, вместимость трибуны составляет 1840 человек, на всё было затрачено 1,8 млн. фунтов стерлингов.","В конце 2008 года на стадионе была открыта трибуна MET Steel в честь известного спонсора клуба, вместимость трибуны составляет одна тысяча пятьсот сорок человек, на всё было затрачено одна целая восемь десятых млн. фунтов стерлингов."
"орден Трудового Красного Знамени (31.12.1936) — «за заслуги в деле развития кинематографического искусства и создание ряда советских песен, ставших достоянием широких масс»","орден Трудового Красного Знамени (тридцать одна целая девятнадцать сотых) — «за заслуги в деле развития кинематографического искусства и создание ряда советских песен, ставших достоянием широких масс»"
